OcutimeStamp,UnityTimeStamp,LeftCollide,RightCollide,CombCollide
2868114,63733618880891,None,NoneNone
2868114,63733618880904,None,NoneNone
2868147,63733618880922,None,NoneNone
2868155,63733618880935,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
2868155,63733618880955,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
2868189,63733618880969,109|Mesh|C|BahnsteigDunkleFliesen,109|Mesh|C|BahnsteigDunkleFliesen109|Mesh|C|BahnsteigDunkleFliesen
2868222,63733618880983,109|Mesh|C|BahnsteigDunkleFliesen,109|Mesh|C|BahnsteigDunkleFliesen109|Mesh|C|BahnsteigDunkleFliesen
2868230,63733618880999,109|Mesh|C|BahnsteigDunkleFliesen,109|Mesh|C|BahnsteigDunkleFliesen109|Mesh|C|BahnsteigDunkleFliesen
2868255,63733618881025,None,NoneNone
2868280,63733618881042,None,NoneNone
2868280,63733618881055,None,NoneNone
2868314,63733618881071,None,NoneNone
2868314,63733618881084,None,NoneNone
2868322,63733618881098,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
2868339,63733618881111,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
2868355,63733618881126,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
2868364,63733618881142,109|Mesh|C|BahnsteigDunkleFliesen,109|Mesh|C|BahnsteigDunkleFliesen109|Mesh|C|BahnsteigDunkleFliesen
2868397,63733618881156,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
2868397,63733618881178,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
2868405,63733618881191,109|Mesh|C|BahnsteigDunkleFliesen,109|Mesh|C|BahnsteigDunkleFliesen109|Mesh|C|BahnsteigDunkleFliesen
2868405,63733618881213,109|Mesh|C|BahnsteigDunkleFliesen,109|Mesh|C|BahnsteigDunkleFliesen109|Mesh|C|BahnsteigDunkleFliesen
2868439,63733618881227,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
2868439,63733618881241,110|Mesh|C|BahnsteigHelleFliesen,110|Mesh|C|BahnsteigHelleFliesen110|Mesh|C|BahnsteigHelleFliesen
