OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valL,valR
2882794,63733618895546,82,84889,2,712451,-0,6065899,0,02472917,0,6197348,-0,07248534,0,7810654,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,False,False,False
2882811,63733618895546,82,84889,2,712451,-0,6065899,0,02472917,0,6197348,-0,07248534,0,7810654,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,False,False,False
2882827,63733618895590,99,14677,7,30609,-27,96608,0,0174209,0,5917625,-0,08515644,0,8014126,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,False,False,False
2882836,63733618895590,99,14677,7,30609,-27,96608,0,0174209,0,5917625,-0,08515644,0,8014126,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,False,False,False
2882869,63733618895612,102,2478,8,180144,-33,17125,0,01638725,0,5857345,-0,08681037,0,805674,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,False,False,False
2882877,63733618895633,102,2483,8,180226,-33,16934,0,01474044,0,5779551,-0,08930918,0,8110331,-1,-1,-1,-1,-1,-1,31,45422,8,345078,-35,7679,31,45422,8,345078,-35,7679,-1,-1,-1,-1,-1,-1,True,True,True
2882894,63733618895656,102,2491,8,180472,-33,16777,0,01398847,0,5722074,-0,08948743,0,8150921,-1,-1,-1,-1,-1,-1,31,41385,8,201263,-35,0687,31,41385,8,201263,-35,0687,-1,-1,-1,-1,-1,-1,True,True,True
2882911,63733618895656,102,2491,8,180472,-33,16777,0,01398847,0,5722074,-0,08948743,0,8150921,31,33871,8,157806,-35,00946,-0,07176208,0,003692627,0,997406,31,33871,8,157806,-35,00946,31,33871,8,157806,-35,00946,-0,07176208,0,003692627,0,997406,-0,07176208,0,003692627,0,997406,True,True,True
2882936,63733618895656,102,2491,8,180472,-33,16777,0,01398847,0,5722074,-0,08948743,0,8150921,31,29723,7,653214,-33,10904,-0,08082581,0,08703613,0,9929047,31,29723,7,653214,-33,10904,31,29723,7,653214,-33,10904,-0,08082581,0,08703613,0,9929047,-0,08082581,0,08703613,0,9929047,True,True,True
2882944,63733618895689,102,2499,8,180687,-33,1667,0,01506768,0,5700178,-0,08742493,0,816829,31,23811,7,791901,-33,83929,-0,06938171,0,07954407,0,9944,31,23811,7,791901,-33,83929,31,23811,7,791901,-33,83929,-0,06938171,0,07954407,0,9944,-0,06938171,0,07954407,0,9944,True,True,True
2882977,63733618895723,102,2511,8,180916,-33,16589,0,016058,0,568687,-0,0844473,0,8180501,31,19571,7,42981,-32,6929,-0,1021271,0,08294678,0,9913025,31,19571,7,42981,-32,6929,31,19571,7,42981,-32,6929,-0,1021271,0,08294678,0,9913025,-0,1021271,0,08294678,0,9913025,True,True,True
2882994,63733618895723,102,2511,8,180916,-33,16589,0,016058,0,568687,-0,0844473,0,8180501,31,16318,7,326706,-32,3837,-0,1095276,0,09361267,0,989563,31,16318,7,326706,-32,3837,31,16318,7,326706,-32,3837,-0,1095276,0,09361267,0,989563,-0,1095276,0,09361267,0,989563,True,True,True
2883002,63733618895758,102,2523,8,181335,-33,16526,0,01602762,0,56951,-0,07980172,0,8179445,31,11366,7,519165,-33,15358,-0,09881592,0,08590698,0,9913788,31,11366,7,519165,-33,15358,31,11366,7,519165,-33,15358,-0,09881592,0,08590698,0,9913788,-0,09881592,0,08590698,0,9913788,True,True,True
2883027,63733618895758,102,2523,8,181335,-33,16526,0,01602762,0,56951,-0,07980172,0,8179445,31,0896,7,49411,-33,19727,-0,1109772,0,07957458,0,9906311,31,0896,7,49411,-33,19727,31,0896,7,49411,-33,19727,-0,1109772,0,07957458,0,9906311,-0,1109772,0,07957458,0,9906311,True,True,True
2883036,63733618895789,102,2537,8,181826,-33,16484,0,01594839,0,5693079,-0,07581757,0,8184657,31,08557,7,441666,-33,03526,-0,1132355,0,08197021,0,9901733,31,08557,7,441666,-33,03526,31,08557,7,441666,-33,03526,-0,1132355,0,08197021,0,9901733,-0,1132355,0,08197021,0,9901733,True,True,True
2883052,63733618895789,102,2537,8,181826,-33,16484,0,01594839,0,5693079,-0,07581757,0,8184657,9,039734,7,405838,-33,27769,-0,119339,0,09265137,0,9885101,31,07042,7,396606,-32,91846,31,07042,7,396606,-32,91846,-0,119339,0,09265137,0,9885101,-0,119339,0,09265137,0,9885101,True,True,True
2883069,63733618895822,102,2549,8,182404,-33,16441,0,01487602,0,5698388,-0,07242856,0,8184233,-1,787781,7,45668,-33,82574,-0,117981,0,1021729,0,9877319,31,03831,7,363571,-32,9429,31,03831,7,363571,-32,9429,-0,117981,0,1021729,0,9877319,-0,117981,0,1021729,0,9877319,True,True,True
