OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valB,valL,valR
177009,63773196468396,-14.78995,2.293998,-0.1934512,0.06645537,0.9103937,-0.4041068,0.05886254,0.02667758,-0.0001605682,-0.02625479,0.06086731,0.0118103,0.9980621,0.03415157,-0.0003053589,-0.02610452,0.03415157,-0.0003053589,-0.02610452,0.08311462,0.01098633,0.9964752,0.08311462,0.01098633,0.9964752,True,True,True
177026,63773196468407,-14.78994,2.293999,-0.1934747,0.06641012,0.910355,-0.4042035,0.0588493,0.01798883,1.876831E-05,-0.02644234,0.0342865,0.01216125,0.9993286,0.03414783,-0.0002911377,-0.02612058,0.03414783,-0.0002911377,-0.02612058,0.08232117,0.01023865,0.9965515,0.08232117,0.01023865,0.9965515,True,True,True
177042,63773196468429,-14.78995,2.294009,-0.1935344,0.06646372,0.9103372,-0.4042294,0.05888563,-0.01386878,0.0007167206,-0.0272094,-0.05322266,0.01948547,0.9983826,0.03408525,-0.0001164093,-0.02653955,0.03408525,-0.0001164093,-0.02653955,0.09005737,0.007507324,0.9958954,0.09005737,0.007507324,0.9958954,True,True,True
177059,63773196468440,-14.78997,2.293991,-0.1935468,0.066509,0.9103274,-0.4042408,0.0589076,-0.02352687,0.0007620392,-0.02699231,-0.08831787,0.01979065,0.9958954,0.03408147,-0.0001065369,-0.02654826,0.03408147,-0.0001065369,-0.02654826,0.09381104,0.007843018,0.9955444,0.09381104,0.007843018,0.9955444,True,True,True
177076,63773196468463,-14.78992,2.293957,-0.1935489,0.06639012,0.9103253,-0.4042919,0.05872352,-0.01123071,0.0005678711,-0.0268773,-0.04730225,0.0201416,0.9986725,0.03408813,-0.0001114807,-0.02654117,0.03408813,-0.0001114807,-0.02654117,0.09275818,0.008407593,0.9956512,0.09275818,0.008407593,0.9956512,True,True,True
177092,63773196468474,-14.78995,2.293936,-0.1935167,0.06645577,0.9103283,-0.4042802,0.05868236,0.01446248,0.000183075,-0.02668904,0.03218079,0.01469421,0.9993591,0.03409175,-0.0001119232,-0.02654117,0.03409175,-0.0001119232,-0.02654117,0.09243774,0.008575439,0.9956665,0.09243774,0.008575439,0.9956665,True,True,True
177101,63773196468474,-14.78995,2.293936,-0.1935167,0.06645577,0.9103283,-0.4042802,0.05868236,0.02153943,8.560181E-05,-0.02664848,0.05351257,0.01097107,0.9985046,0.03409256,-0.0001089478,-0.02654392,0.03409256,-0.0001089478,-0.02654392,0.09223938,0.008392334,0.995697,0.09223938,0.008392334,0.995697,True,True,True
177109,63773196468485,-14.78995,2.29393,-0.1934992,0.06647511,0.9103178,-0.4042867,0.05877955,0.0236069,5.505372E-05,-0.02663239,0.05987549,0.01013184,0.9981537,0.03409225,-0.0001085053,-0.02654509,0.03409225,-0.0001085053,-0.02654509,0.09280396,0.008468628,0.995636,0.09280396,0.008468628,0.995636,True,True,True
177117,63773196468507,-14.7899,2.293975,-0.1934926,0.06658962,0.9102882,-0.4042955,0.05904724,0.02496217,3.530884E-05,-0.02662384,0.0640564,0.01004028,0.9978943,0.03409197,-0.0001080627,-0.02654628,0.03409197,-0.0001080627,-0.02654628,0.09211731,0.008422852,0.9957123,0.09211731,0.008422852,0.9957123,True,True,True
177134,63773196468518,-14.78988,2.294011,-0.1935282,0.06663465,0.910263,-0.4043322,0.05913292,0.008062257,0.0003047485,-0.02676853,0.01341248,0.01327515,0.9998169,0.03409093,-0.0001052551,-0.02654845,0.03409093,-0.0001052551,-0.02654845,0.09240723,0.008087158,0.9956818,0.09240723,0.008087158,0.9956818,True,True,True
