OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valL,valR
3950075,63733860479015,0,3134752,2,643334,-5,685424,0,08600608,0,08480787,-0,06336389,0,9906542,-3,153381,1,567108,-36,11595,0,076828,0,2522736,0,9645844,27,58577,0,7907562,-30,94092,27,58577,0,7907562,-30,94092,0,076828,0,2522736,0,9645844,0,076828,0,2522736,0,9645844,True,True,True
3950091,63733860479039,0,3069631,2,644811,-5,683523,0,07942896,0,06121258,-0,05806787,0,9932634,21,91249,1,918503,-34,85759,0,1903687,0,2051392,0,9600372,28,15962,1,828171,-34,01582,28,15962,1,828171,-34,01582,0,1903687,0,2051392,0,9600372,0,1903687,0,2051392,0,9600372,True,True,True
3950100,63733860479052,39,7649,4,776678,-16,32639,0,07605532,0,04568344,-0,05476866,0,9945497,23,0688,1,958755,-34,96432,0,2616425,0,2080841,0,9424591,28,43216,1,886963,-34,26024,28,43216,1,886963,-34,26024,0,2616425,0,2080841,0,9424591,0,2616425,0,2080841,0,9424591,True,True,True
3950108,63733860479065,79,22257,6,908446,-26,96916,0,07367662,0,0298856,-0,05273414,0,9954385,25,7019,2,080856,-35,20537,0,3217926,0,2142334,0,9222412,28,66325,2,032547,-34,79164,28,66325,2,032547,-34,79164,0,3217926,0,2142334,0,9222412,0,3217926,0,2142334,0,9222412,True,True,True
3950133,63733860479083,102,2254,8,150962,-33,17353,0,07279833,0,0220419,-0,05192035,0,9957504,27,61804,2,037277,-35,02472,0,3523254,0,2026215,0,9136658,28,79848,2,024261,-34,87892,28,79848,2,024261,-34,87892,0,3523254,0,2026215,0,9136658,0,3523254,0,2026215,0,9136658,True,True,True
3950150,63733860479083,102,2254,8,150962,-33,17353,0,07279833,0,0220419,-0,05192035,0,9957504,-2,066864,2,3396,-38,57671,0,3439484,0,1936951,0,9187927,28,70563,2,077332,-35,05013,28,70563,2,077332,-35,05013,0,3439484,0,1936951,0,9187927,0,3439484,0,1936951,0,9187927,True,True,True
3950175,63733860479123,102,2149,8,151323,-33,1699,0,07391883,-0,009295727,-0,04746532,0,9960907,28,2803,1,873962,-34,35709,0,249054,0,1908112,0,9494934,28,49757,1,871948,-34,33093,28,49757,1,871948,-34,33093,0,249054,0,1908112,0,9494934,0,249054,0,1908112,0,9494934,True,True,True
3950183,63733860479134,102,2123,8,151162,-33,16906,0,0746097,-0,01629299,-0,04665691,0,9959875,27,2908,1,842926,-34,32489,0,2263641,0,1722717,0,9586792,28,43654,1,831345,-34,18346,28,43654,1,831345,-34,18346,0,2263641,0,1722717,0,9586792,0,2263641,0,1722717,0,9586792,True,True,True
3950191,63733860479146,102,2097,8,151166,-33,16816,0,07461437,-0,02327896,-0,04505125,0,9959223,25,68076,1,891983,-34,60962,0,2111969,0,1718597,0,962204,28,37347,1,86821,-34,2856,28,37347,1,86821,-34,2856,0,2111969,0,1718597,0,962204,0,2111969,0,1718597,0,962204,True,True,True
3950216,63733860479186,102,1995,8,151434,-33,16424,0,07364503,-0,05051499,-0,03887011,0,9952456,25,83002,1,793457,-34,03517,0,1607666,0,1821289,0,9700317,28,15378,1,770844,-33,74742,28,15378,1,770844,-33,74742,0,1607666,0,1821289,0,9700317,0,1607666,0,1821289,0,9700317,True,True,True
