OcutimeStamp,UnityTimeStamp,LeftCollide,RightCollide,CombCollide
0,63733631072559,None,NoneNone
0,63733631072568,None,NoneNone
0,63733631072659,None,NoneNone
0,63733631072692,None,NoneNone
0,63733631072714,None,NoneNone
0,63733631072734,None,NoneNone
0,63733631072745,None,NoneNone
0,63733631072758,None,NoneNone
0,63733631072769,None,NoneNone
0,63733631072780,None,NoneNone
0,63733631072791,None,NoneNone
0,63733631072802,None,NoneNone
0,63733631072813,None,NoneNone
0,63733631072824,None,NoneNone
0,63733631072836,None,NoneNone
0,63733631072847,None,NoneNone
0,63733631072858,None,NoneNone
0,63733631072870,None,NoneNone
0,63733631072884,None,NoneNone
0,63733631072896,None,NoneNone
0,63733631072914,None,NoneNone
0,63733631072924,None,NoneNone
0,63733631072936,None,NoneNone
0,63733631072947,None,NoneNone
0,63733631072958,None,NoneNone
0,63733631072969,None,NoneNone
0,63733631072981,None,NoneNone
0,63733631072991,None,NoneNone
0,63733631073002,None,NoneNone
0,63733631073012,None,NoneNone
0,63733631073024,None,NoneNone
0,63733631073037,None,NoneNone
0,63733631073047,None,NoneNone
0,63733631073065,None,NoneNone
0,63733631073081,None,NoneNone
0,63733631073097,None,NoneNone
0,63733631073106,None,NoneNone
0,63733631073118,None,NoneNone
0,63733631073125,None,NoneNone
0,63733631073138,None,NoneNone
0,63733631073150,None,NoneNone
0,63733631073159,None,NoneNone
0,63733631073168,None,NoneNone
0,63733631073183,None,NoneNone
0,63733631073196,None,NoneNone
0,63733631073202,None,NoneNone
0,63733631073211,None,NoneNone
0,63733631073222,None,NoneNone
0,63733631073234,None,NoneNone
0,63733631073245,None,NoneNone
0,63733631073256,None,NoneNone
0,63733631073267,None,NoneNone
0,63733631073279,None,NoneNone
0,63733631073289,None,NoneNone
0,63733631073300,None,NoneNone
0,63733631073311,None,NoneNone
0,63733631073322,None,NoneNone
0,63733631073334,None,NoneNone
0,63733631073344,None,NoneNone
0,63733631073356,None,NoneNone
0,63733631073367,None,NoneNone
0,63733631073378,None,NoneNone
