OcutimeStamp,UnityTimeStamp,LeftCollide,RightCollide,CombCollide
65870,63733863606794,None,NoneNone
65870,63733863606806,None,NoneNone
65878,63733863606823,None,NoneNone
65911,63733863606848,None,NoneNone
65936,63733863606870,None,NoneNone
65961,63733863606893,None,NoneNone
65986,63733863606916,None,NoneNone
66028,63733863606937,None,NoneNone
66045,63733863606960,None,NoneNone
66078,63733863606985,None,NoneNone
66095,63733863607004,None,NoneNone
66111,63733863607027,None,NoneNone
66128,63733863607051,None,NoneNone
66128,63733863607070,None,NoneNone
66170,63733863607092,None,NoneNone
66178,63733863607116,None,NoneNone
66211,63733863607137,None,NoneNone
66228,63733863607159,None,NoneNone
66253,63733863607184,None,NoneNone
66278,63733863607204,None,NoneNone
66278,63733863607226,None,NoneNone
66311,63733863607250,None,NoneNone
66345,63733863607271,None,NoneNone
66361,63733863607293,None,NoneNone
66386,63733863607317,None,NoneNone
66411,63733863607339,None,NoneNone
66428,63733863607359,None,NoneNone
66445,63733863607373,None,NoneNone
66453,63733863607388,None,NoneNone
66486,63733863607404,None,NoneNone
66495,63733863607420,None,NoneNone
66511,63733863607437,None,NoneNone
66528,63733863607452,None,NoneNone
66545,63733863607466,None,NoneNone
66553,63733863607482,None,NoneNone
66569,63733863607498,None,NoneNone
66569,63733863607515,None,NoneNone
66586,63733863607529,None,NoneNone
66628,63733863607543,None,NoneNone
66636,63733863607562,None,NoneNone
66644,63733863607578,None,NoneNone
66661,63733863607592,None,NoneNone
66661,63733863607606,None,NoneNone
66678,63733863607622,None,NoneNone
66694,63733863607638,None,NoneNone
66711,63733863607652,None,NoneNone
66719,63733863607666,None,NoneNone
66719,63733863607681,None,NoneNone
66744,63733863607696,None,NoneNone
66786,63733863607712,None,NoneNone
66786,63733863607728,None,NoneNone
66794,63733863607741,None,NoneNone
66794,63733863607758,None,NoneNone
66828,63733863607773,None,NoneNone
66853,63733863607786,None,NoneNone
66861,63733863607804,None,NoneNone
66886,63733863607818,None,NoneNone
66903,63733863607833,None,NoneNone
66936,63733863607863,None,NoneNone
66953,63733863607882,None,NoneNone
66953,63733863607904,None,NoneNone
66994,63733863607928,None,NoneNone
67019,63733863607949,None,NoneNone
67044,63733863607970,None,NoneNone
67053,63733863607994,None,NoneNone
67086,63733863608015,None,NoneNone
67111,63733863608036,None,NoneNone
67128,63733863608060,None,NoneNone
67161,63733863608081,None,NoneNone
67178,63733863608102,None,NoneNone
67194,63733863608126,None,NoneNone
67228,63733863608147,None,NoneNone
67228,63733863608170,None,NoneNone
67261,63733863608194,None,NoneNone
67286,63733863608215,None,NoneNone
67294,63733863608236,None,NoneNone
67328,63733863608258,None,NoneNone
67353,63733863608280,None,NoneNone
67378,63733863608303,None,NoneNone
67386,63733863608326,None,NoneNone
67419,63733863608348,None,NoneNone
67428,63733863608369,None,NoneNone
67453,63733863608383,None,NoneNone
67469,63733863608397,None,NoneNone
67494,63733863608413,None,NoneNone
67503,63733863608428,None,NoneNone
67503,63733863608442,None,NoneNone
67528,63733863608458,None,NoneNone
67528,63733863608471,None,NoneNone
67544,63733863608485,None,NoneNone
67586,63733863608503,None,NoneNone
67594,63733863608518,None,NoneNone
67594,63733863608531,None,NoneNone
67594,63733863608548,None,NoneNone
67619,63733863608563,None,NoneNone
67661,63733863608581,None,NoneNone
67661,63733863608595,None,NoneNone
67678,63733863608608,None,NoneNone
67694,63733863608626,None,NoneNone
67711,63733863608641,None,NoneNone
67719,63733863608655,None,NoneNone
67736,63733863608670,None,NoneNone
67753,63733863608686,None,NoneNone
67753,63733863608700,None,NoneNone
67778,63733863608714,None,NoneNone
67794,63733863608728,None,NoneNone
67811,63733863608741,CollisionVolume,CollisionVolumeCollisionVolume
67819,63733863608759,None,NoneNone
67853,63733863608772,CollisionVolume,CollisionVolumeCollisionVolume
67861,63733863608787,None,NoneNone
67869,63733863608803,None,NoneNone
67886,63733863608820,None,NoneNone
67894,63733863608836,CollisionVolume,CollisionVolumeCollisionVolume
67928,63733863608851,None,NoneNone
67936,63733863608865,None,NoneNone
67953,63733863608879,None,NoneNone
67961,63733863608894,None,NoneNone
67961,63733863608907,None,NoneNone
68003,63733863608925,None,NoneNone
68003,63733863608938,None,NoneNone
68019,63733863608952,None,NoneNone
68028,63733863608968,None,NoneNone
68053,63733863608985,None,NoneNone
68078,63733863609002,None,NoneNone
68078,63733863609016,None,NoneNone
68086,63733863609031,None,NoneNone
68119,63733863609047,None,NoneNone
68127,63733863609061,None,NoneNone
68161,63733863609085,None,NoneNone
68169,63733863609101,None,NoneNone
68194,63733863609115,sÄULE (16),sÄULE (16)sÄULE (16)
68202,63733863609130,None,NoneNone
68202,63733863609147,None,NoneNone
68227,63733863609163,None,NoneNone
68252,63733863609180,None,NoneNone
68261,63733863609195,None,NoneNone
68261,63733863609214,None,NoneNone
68286,63733863609229,None,NoneNone
68294,63733863609247,None,NoneNone
68327,63733863609261,None,NoneNone
68361,63733863609281,None,NoneNone
68377,63733863609297,None,NoneNone
68394,63733863609313,None,NoneNone
68402,63733863609328,None,NoneNone
68402,63733863609341,None,NoneNone
68444,63733863609359,None,NoneNone
68444,63733863609371,None,NoneNone
68452,63733863609386,None,NoneNone
68477,63733863609401,None,NoneNone
68486,63733863609413,None,NoneNone
68494,63733863609425,None,NoneNone
68494,63733863609435,None,NoneNone
68494,63733863609448,None,NoneNone
68519,63733863609460,None,NoneNone
68552,63733863609469,None,NoneNone
68552,63733863609479,None,NoneNone
68561,63733863609490,None,NoneNone
