OcutimeStamp,UnityTimeStamp,LeftCollide,RightCollide,CombCollide
361705,63733863902630,None,NoneNone
361705,63733863902640,None,NoneNone
361714,63733863902654,None,NoneNone
361730,63733863902666,B_Ebene Bodenplatte ,B_Ebene Bodenplatte B_Ebene Bodenplatte 
361747,63733863902675,None,NoneNone
361747,63733863902685,None,NoneNone
361755,63733863902697,None,NoneNone
361789,63733863902708,None,NoneNone
361789,63733863902718,None,NoneNone
361805,63733863902729,None,NoneNone
361822,63733863902740,None,NoneNone
361830,63733863902761,None,NoneNone
361847,63733863902774,None,NoneNone
361855,63733863902785,None,NoneNone
361872,63733863902797,None,NoneNone
361872,63733863902806,None,NoneNone
361880,63733863902817,None,NoneNone
361897,63733863902840,None,NoneNone
361897,63733863902850,None,NoneNone
361922,63733863902863,None,NoneNone
361922,63733863902873,None,NoneNone
361947,63733863902884,None,NoneNone
361955,63733863902896,None,NoneNone
361972,63733863902907,None,NoneNone
361972,63733863902917,None,NoneNone
361972,63733863902929,None,NoneNone
362005,63733863902940,None,NoneNone
362030,63733863902950,None,NoneNone
362030,63733863902962,None,NoneNone
362047,63733863902973,None,NoneNone
362055,63733863902984,None,NoneNone
362055,63733863902996,None,NoneNone
362072,63733863903007,None,NoneNone
362089,63733863903017,None,NoneNone
362089,63733863903030,None,NoneNone
362105,63733863903040,None,NoneNone
362114,63733863903051,None,NoneNone
362130,63733863903064,None,NoneNone
362130,63733863903073,None,NoneNone
362130,63733863903086,None,NoneNone
362155,63733863903097,None,NoneNone
362180,63733863903107,None,NoneNone
362180,63733863903118,None,NoneNone
362197,63733863903129,None,NoneNone
362214,63733863903141,None,NoneNone
362214,63733863903151,None,NoneNone
362230,63733863903164,None,NoneNone
362247,63733863903174,None,NoneNone
362255,63733863903185,None,NoneNone
362255,63733863903197,None,NoneNone
362272,63733863903207,None,NoneNone
362272,63733863903219,None,NoneNone
362289,63733863903232,None,NoneNone
362322,63733863903245,None,NoneNone
362322,63733863903255,None,NoneNone
362339,63733863903265,None,NoneNone
362339,63733863903274,None,NoneNone
362347,63733863903286,None,NoneNone
362364,63733863903298,None,NoneNone
362380,63733863903308,None,NoneNone
362380,63733863903318,None,NoneNone
362380,63733863903331,None,NoneNone
362405,63733863903341,None,NoneNone
362430,63733863903353,None,NoneNone
362430,63733863903366,None,NoneNone
362447,63733863903377,None,NoneNone
362455,63733863903389,None,NoneNone
362472,63733863903401,None,NoneNone
362472,63733863903411,None,NoneNone
362480,63733863903422,None,NoneNone
362505,63733863903435,None,NoneNone
362505,63733863903445,None,NoneNone
362514,63733863903456,None,NoneNone
362539,63733863903468,None,NoneNone
362539,63733863903478,None,NoneNone
362539,63733863903489,None,NoneNone
362564,63733863903502,None,NoneNone
362580,63733863903512,None,NoneNone
362580,63733863903523,None,NoneNone
362589,63733863903535,None,NoneNone
362614,63733863903545,None,NoneNone
362639,63733863903556,None,NoneNone
362639,63733863903569,None,NoneNone
362647,63733863903580,None,NoneNone
362655,63733863903590,None,NoneNone
362672,63733863903602,None,NoneNone
362672,63733863903612,None,NoneNone
362697,63733863903624,None,NoneNone
362714,63733863903637,None,NoneNone
362714,63733863903647,None,NoneNone
362722,63733863903658,None,NoneNone
362730,63733863903670,None,NoneNone
362730,63733863903681,None,NoneNone
362730,63733863903692,None,NoneNone
362755,63733863903703,None,NoneNone
362755,63733863903714,None,NoneNone
362780,63733863903726,None,NoneNone
362780,63733863903738,None,NoneNone
362814,63733863903748,None,NoneNone
362830,63733863903759,None,NoneNone
362830,63733863903771,None,NoneNone
362847,63733863903783,None,NoneNone
362864,63733863903794,None,NoneNone
362880,63733863903806,None,NoneNone
362880,63733863903816,None,NoneNone
362889,63733863903827,None,NoneNone
362889,63733863903842,None,NoneNone
362914,63733863903853,None,NoneNone
362914,63733863903864,None,NoneNone
362914,63733863903877,None,NoneNone
362947,63733863903888,None,NoneNone
362980,63733863903900,None,NoneNone
362980,63733863903912,None,NoneNone
362980,63733863903924,None,NoneNone
362988,63733863903936,None,NoneNone
363022,63733863903947,None,NoneNone
363038,63733863903959,None,NoneNone
363038,63733863903973,None,NoneNone
363047,63733863903986,None,NoneNone
363055,63733863903999,None,NoneNone
363080,63733863904010,None,NoneNone
363088,63733863904022,None,NoneNone
363088,63733863904034,None,NoneNone
363113,63733863904046,None,NoneNone
363122,63733863904059,None,NoneNone
363138,63733863904071,None,NoneNone
363147,63733863904087,None,NoneNone
363180,63733863904101,None,NoneNone
363180,63733863904113,None,NoneNone
363180,63733863904124,None,NoneNone
363188,63733863904137,None,NoneNone
363213,63733863904149,None,NoneNone
363238,63733863904163,None,NoneNone
363247,63733863904177,None,NoneNone
363247,63733863904188,None,NoneNone
363263,63733863904202,None,NoneNone
363280,63733863904214,None,NoneNone
363288,63733863904227,None,NoneNone
363305,63733863904240,None,NoneNone
363305,63733863904254,None,NoneNone
363305,63733863904267,None,NoneNone
363338,63733863904279,None,NoneNone
363347,63733863904292,None,NoneNone
363372,63733863904306,None,NoneNone
363380,63733863904320,None,NoneNone
363405,63733863904333,None,NoneNone
363422,63733863904346,None,NoneNone
363422,63733863904358,None,NoneNone
363430,63733863904374,None,NoneNone
363447,63733863904387,None,NoneNone
363455,63733863904401,None,NoneNone
363455,63733863904413,None,NoneNone
