UnityTS,Heart,Breath,GSR
63786152053370,6298,33176,99
63786152053371,6497,33032,94
63786152053387,7924,33148,101
63786152053399,11302,33189,110
63786152053403,16864,32940,94
63786152053416,24100,32864,95
63786152053418,32016,32676,102
63786152053442,39610,32856,109
63786152053445,46376,32800,110
63786152053451,52228,32890,98
63786152053465,57104,32700,101
63786152053471,61072,32628,94
63786152053370,6298,33176,99
63786152053371,6497,33032,94
63786152053387,7924,33148,101
63786152053399,11302,33189,110
63786152053403,16864,32940,94
63786152053416,24100,32864,95
63786152053418,32016,32676,102
63786152053442,39610,32856,109
63786152053445,46376,32800,110
63786152053451,52228,32890,98
63786152053465,57104,32700,101
63786152053471,61072,32628,94
63786152053487,64132,32592,94
63786152053490,65424,32588,100
63786152053500,65436,32476,94
63786152053521,65428,32612,93
63786152053527,65428,32586,93
63786152053531,65420,32548,92
63786152053556,65432,32698,105
63786152053556,65424,32604,98
63786152053560,65438,32672,102
63786152053569,65394,32576,100
63786152053583,64880,32524,76
63786152053614,64082,32828,98
63786152053616,63012,32906,98
63786152053619,61660,32628,98
63786152053621,60040,32508,97
63786152053635,58104,32488,92
63786152053640,55892,32511,94
63786152053654,53564,32532,96
63786152053657,51176,32562,97
63786152053682,48836,32640,108
63786152053684,46600,32770,101
63786152053691,44568,32680,99
63786152053704,42760,32702,100
63786152053714,41170,32724,93
63786152053723,39844,32666,93
63786152053727,38696,32680,100
63786152053741,37750,32536,115
63786152053760,36950,32536,79
63786152053762,36266,32464,95
63786152053771,35660,32456,101
63786152053785,35042,32622,97
63786152053789,34374,32446,95
63786152053803,33640,32648,94
63786152053816,32806,32682,100
63786152053827,31909,32626,100
63786152053831,30936,32680,97
63786152053849,29915,32436,97
63786152053858,28826,32568,98
63786152053863,27674,32496,99
63786152053869,26482,32697,82
63786152053884,25264,32784,94
63786152053892,24034,32750,101
63786152053909,22821,32616,93
63786152053911,21592,32664,94
63786152053936,20372,32409,95
63786152053936,19112,32817,100
63786152053945,17894,32357,99
63786152053949,16742,32345,99
63786152053968,15689,32604,97
63786152053971,14712,32416,94
63786152053980,13752,32544,94
63786152054008,12820,32884,101
63786152054017,11931,32308,93
63786152054019,11062,32292,96
63786152054032,10254,32242,98
63786152054034,9475,32486,110
63786152054038,8722,32852,84
63786152054052,8033,32256,83
63786152054061,7349,32312,93
63786152054072,6679,32764,104
63786152054081,6048,32504,93
63786152054094,5584,32649,108
63786152054101,5570,32754,100
63786152054112,6502,32353,102
63786152054118,9078,32452,94
63786152054133,13713,32824,98
63786152054140,20196,32752,96
63786152054156,27633,32339,93
63786152054165,35104,32462,95
63786152054173,41984,32554,100
63786152054177,47962,32216,99
63786152054194,53066,32176,98
63786152054197,57236,32176,98
63786152054211,60546,32200,93
63786152054225,63028,32168,95
63786152054229,64768,32188,91
63786152054254,65416,32582,95
63786152054256,65424,32402,83
63786152054265,65424,32197,97
63786152054271,65420,32333,99
63786152054290,65336,32284,85
63786152054291,64832,32680,96
63786152054300,64088,32552,91
63786152054316,63172,32180,99
63786152054320,62136,32176,94
63786152054334,60928,32137,91
63786152054340,59535,32196,87
63786152054365,57904,32184,98
63786152054365,56052,32116,98
63786152054368,53972,32208,93
63786152054385,51728,32224,99
63786152054393,49440,32288,97
63786152054405,47112,32320,91
63786152054408,44888,32360,94
63786152054427,42832,32554,99
63786152054433,40965,32424,102
63786152054439,39346,32392,99
