UnityTS,Heart,Light
589772,34032,51408
589782,33908,51397
589792,33768,51472
589802,33620,51416
589812,33484,51640
589822,33324,51688
589833,33177,51512
589843,33052,51656
589853,32940,51642
589863,32838,51368
589873,32744,51692
589883,32643,51604
589893,32580,51518
589903,32513,51497
589913,32476,51460
589923,32436,51452
589934,32413,51444
589944,32394,51404
589954,32376,51656
589964,32352,51633
589974,32345,51388
589984,32352,51552
589994,32356,51372
590004,32348,51445
590014,32348,51596
590024,32320,51504
590029,32288,51368
590039,32248,51508
590049,32210,51508
590059,32152,51428
590069,32096,51644
590079,32024,51356
590089,31948,51521
590099,31856,51392
590109,31784,51476
590119,31692,51656
590129,31605,51621
590141,31516,51504
590151,31432,51360
590161,31337,51420
590171,31256,51244
590181,31165,51268
590191,31084,51244
590201,30996,51272
590211,30926,51265
590221,30856,51400
590231,30788,51388
590252,30732,51384
590262,30696,51492
590272,30648,51616
590282,30603,51312
590292,30549,51176
590302,30524,51553
590312,30485,51607
590322,30495,51476
590332,30469,51481
590331,30460,51321
590341,30460,51424
590351,30488,51340
590361,30506,51640
590371,30529,51348
590381,30536,51624
590391,30576,51328
590401,30596,51372
590411,30636,51560
590421,30664,51652
590431,30684,51636
590443,30708,51329
590453,30736,51472
590463,30760,51644
590473,30780,51376
590483,30808,51480
590493,30848,51393
590503,30856,51516
590513,30889,51376
590523,30908,51592
590533,30936,51668
590536,30960,51568
590546,30988,51622
590556,31000,51620
590566,31032,51676
590576,31060,51381
590586,31132,51676
590596,31288,51524
590606,31592,51675
590616,31976,51584
590626,32428,51564
590636,32897,51420
590644,33348,51456
590654,33712,51676
590664,33992,51632
590674,34180,51676
590684,34297,51280
590694,34336,51360
590704,34364,51600
590714,34356,51568
590724,34360,51672
590734,34384,51424
590744,34416,51380
590754,34424,51624
590764,34412,51416
590774,34393,51656
590784,34377,51418
590794,34364,51648
590804,34384,51380
590814,34388,51404
590824,34394,51636
590834,34420,51096
590844,34448,51340
590865,34453,51600
590875,34472,51336
590885,34464,51328
590895,34468,51330
590905,34452,51352
590915,34472,51336
590925,34466,51616
590935,34452,51317
590945,34420,51480
590956,34408,51356
590966,34362,51408
590976,34328,51376
590986,34273,51408
590996,34216,51512
591006,34160,51240
591016,34116,51560
591026,34040,51536
591036,33960,51320
591046,33856,51552
591058,33754,51516
591068,33653,51296
591078,33540,51268
591088,33418,51232
591098,33309,51252
591108,33224,51528
591118,33164,51316
591128,33089,51292
591138,33028,51312
591148,32976,51233
591150,32940,51233
591160,32909,51216
591170,32910,51480
591180,32896,51544
591190,32908,51320
591200,32908,51534
591210,32908,51464
591220,32896,51213
591230,32904,51256
591240,32912,51332
591250,32928,51305
591264,32936,51304
591274,32937,51481
591284,32937,51244
591294,32922,51034
591304,32909,51324
591314,32920,51352
591324,32916,51288
591334,32916,51272
591344,32897,50977
591354,32884,51188
591354,32896,51148
591364,32908,51192
591374,32892,51184
591384,32905,51412
591394,32905,51408
591404,32936,51437
591414,32946,51192
591424,32964,51489
591434,32962,51216
591444,33018,51194
591454,33104,51204
591476,33288,51257
591486,33584,51252
591496,33995,51316
591506,34453,51440
591516,34936,51316
591526,35360,51228
591536,35738,51292
591546,36028,51232
591556,36224,51436
591566,36341,51248
591567,36377,51396
591577,36380,51116
591587,36344,51132
591597,36276,51228
591607,36208,51277
591617,36112,51108
591627,36004,51040
591637,35876,51040
591647,35765,51204
591657,35669,51312
591667,35588,51009
591677,35501,50984
591697,35408,51208
591707,35320,50728
591717,35253,50920
591727,35192,50924
591737,35140,51008
591747,35104,51104
591757,35104,50908
591767,35116,51112
591777,35152,51121
591787,35198,51096
591797,35260,50952
591807,35296,50808
591817,35334,50740
591827,35332,51088
591837,35303,50796
591847,35250,50865
591857,35184,51088
591867,35100,51097
591877,35024,50852
591878,34936,50936
591888,34860,50912
591898,34773,50796
591908,34688,51072
591918,34604,50960
591928,34512,51124
591938,34428,50896
591948,34360,51145
591958,34288,50872
591968,34225,50912
591978,34157,51132
591989,34112,50964
591999,34077,51039
592009,34069,50958
592019,34048,50840
592029,34064,51108
592039,34068,50912
592049,34088,51088
592059,34092,51148
592069,34096,50938
592079,34088,51172
592090,34081,51148
592100,34073,50944
592110,34097,51144
592120,34084,50972
592130,34092,50888
592140,34088,50888
592150,34097,50888
592160,34076,51121
592170,34068,51192
592180,34040,50716
592199,34040,51160
592209,34016,51084
592219,34014,51128
592229,33978,50933
592239,33960,51149
592249,33936,51168
592259,33936,50941
592269,33944,50561
592279,34020,50729
592280,34196,50480
592290,34480,50896
592300,34833,50716
592310,35236,50984
592320,35616,50992
592330,35980,50804
592340,36250,50956
592350,36464,50917
592360,36602,50708
592370,36652,50716
592380,36628,50752
592391,36573,50928
592401,36480,50672
592411,36382,50668
592421,36246,50677
592431,36112,50758
592441,35988,50868
592451,35872,50808
592461,35756,50880
592471,35628,50656
592481,35514,50652
592493,35422,50740
592503,35323,50648
592513,35244,50924
592523,35168,50702
592533,35104,50680
592543,35059,50672
592553,35028,50665
592563,35008,50720
592573,35000,50780
592583,34988,50594
592593,35001,50721
592603,35000,50584
592613,35016,50604
592623,35001,50600
592633,35002,50656
592643,35024,50789
592653,35045,50712
592663,35060,50880
592673,35072,50861
592683,35104,50610
592693,35156,50808
592703,35216,50704
592713,35304,50644
592723,35441,50816
592733,35580,50816
592743,35744,50761
592753,35921,50604
592763,36112,50696
592773,36296,50728
592783,36492,50704
592793,36696,50640
592813,36912,50660
592823,37130,50680
592833,37328,50828
592843,37532,50628
592853,37740,50748
592863,37970,50532
592873,38216,50577
592883,38468,50776
592893,38736,50748
592895,39024,50528
592905,39328,50508
592915,39645,50680
592925,39977,50596
592935,40312,50668
592945,40625,50456
592955,40944,50436
592965,41252,50416
592975,41524,50584
592985,41764,50348
592995,41972,50532
593003,42132,50417
593013,42284,50376
593023,42365,50269
593033,42432,50288
593043,42458,50380
593053,42496,50364
593063,42545,50308
593073,42640,50196
593083,42768,50364
593093,42909,50179
593103,43016,50365
593113,43040,50286
593123,42988,50204
593133,42804,50378
593143,42464,50297
593153,42010,50316
593163,41420,50284
593173,40684,50300
593183,39850,50336
593193,38976,50356
593203,38073,50432
593213,37221,50552
593223,36364,50521
593233,35564,50480
593243,34794,50456
593253,34092,50500
593263,33415,50532
593273,32800,50808
593283,32236,50608
593293,31756,50760
593303,31333,50820
593314,30984,50743
593324,30688,50608
593334,30440,50780
593344,30250,50725
593354,30124,50637
593364,30024,50648
593374,29944,50776
593384,29896,50736
593394,29872,50660
593404,29860,50662
593415,29864,50680
593425,29852,50924
593435,29872,50947
593445,29880,50912
593455,29921,50796
593465,29964,50688
593475,30037,50976
593485,30120,50676
593495,30208,50705
593505,30284,50660
593508,30361,50648
593518,30424,50656
593528,30512,50920
593538,30616,50868
593548,30769,50840
593558,30956,50652
593568,31172,50628
593578,31420,50776
593588,31692,50825
593598,31968,50812
593608,32282,50900
593621,32602,50664
593631,32930,50844
593641,33258,50868
593651,33584,50576
593661,33892,50848
593671,34172,50760
593681,34417,50760
593691,34640,50552
593701,34801,50760
593711,34944,50648
593721,35016,50672
593731,35064,50532
593741,35081,50672
593751,35092,50565
593761,35060,50815
593771,35002,50544
593781,34924,50364
593791,34865,50556
593801,34772,50648
593811,34705,50556
593821,34644,50748
593831,34640,50681
593841,34707,50572
593851,34893,50565
593861,35125,50804
593871,35392,50631
593881,35632,50616
593891,35844,50760
593901,35980,50596
593911,36064,50524
593921,36082,50538
593932,36008,50504
593942,35896,50520
593952,35756,50740
593962,35572,50612
593972,35380,50572
593982,35172,50788
593992,34985,50564
594002,34772,50812
594012,34584,50780
594022,34385,50625
594032,34196,50644
594042,34024,50840
594052,33881,50809
594062,33744,50848
594072,33612,50561
594082,33488,50624
594092,33401,50752
594102,33338,50624
594112,33320,50792
594122,33313,50872
594132,33317,50649
594133,33337,50880
594143,33386,50608
594153,33412,50673
594163,33476,50628
594173,33528,50396
594183,33568,50865
594193,33596,50616
594203,33649,50596
594213,33692,50840
594223,33714,50536
594233,33731,50724
594255,33772,50652
594265,33800,50780
594275,33841,50848
594285,33856,50944
594295,33872,50440
594305,33864,50689
594315,33844,50768
594325,33816,50780
594335,33788,50961
594346,33756,50736
594356,33724,50972
594366,33688,50741
594376,33655,51012
594386,33618,50732
594396,33576,51008
594406,33534,50832
594416,33512,50988
594426,33472,50912
594436,33444,50889
594456,33416,50828
594466,33400,51104
594476,33380,50832
594486,33352,50821
594496,33320,51116
594506,33304,50516
594516,33276,50668
594526,33277,51128
594536,33257,50844
594526,33248,51124
594536,33244,50832
594546,33285,50844
594556,33388,50844
594566,33578,51144
594576,33844,51112
594586,34177,50872
594596,34520,50856
594606,34844,51144
594616,35128,51080
594626,35344,50848
594636,35480,51148
594648,35568,50936
594658,35592,51152
594668,35576,51148
594678,35514,50932
594688,35432,50858
594698,35306,50914
594708,35185,51087
594718,35052,51104
594728,34916,50856
594738,34780,51092
594758,34672,51136
594768,34544,51128
594778,34417,50848
594788,34286,51176
594798,34198,51124
594808,34108,50984
594818,34071,51140
594828,34030,50512
594838,34012,50884
594848,34012,50868
594859,34050,50960
594869,34076,51152
594879,34112,50924
594889,34148,51081
594899,34184,50872
594909,34186,50932
594919,34210,50984
594929,34218,51008
594939,34201,50884
594949,34156,50960
594951,34130,51160
594961,34076,51136
594971,34021,50912
594981,33956,50996
594991,33892,50957
595001,33826,50968
595011,33776,51160
595021,33712,51128
595031,33648,51173
595041,33577,51180
595051,33512,50912
595081,33456,50984
595091,33406,51208
595101,33340,51197
595111,33316,51136
595121,33264,50916
595131,33248,50916
595141,33201,51164
595151,33156,50856
595161,33097,51124
595152,33060,50888
595162,33024,50924
595172,32988,51172
595182,32934,51008
595192,32900,50936
595202,32832,51024
595212,32790,50961
595222,32732,51216
595232,32688,50984
595242,32712,51028
595252,32816,51264
595262,32992,50960
595273,33232,51232
595283,33500,51252
595293,33746,51264
595303,33946,51168
595313,34108,51052
595323,34208,51140
595333,34244,51192
595343,34228,51264
595353,34180,51065
595363,34080,51108
595373,33984,51256
595383,33865,51053
595393,33740,51116
595403,33596,51201
595413,33474,51033
595423,33344,51284
595433,33224,50830
595443,33116,51008
595453,33020,51300
595463,32920,51316
595474,32843,51252
595484,32777,51040
595494,32737,51316
595504,32697,51020
595514,32708,51072
595524,32716,51168
595534,32732,51004
595544,32772,51144
595554,32832,51156
595564,32892,51224
595575,32948,51284
595585,32993,51032
595595,33024,51044
595605,33028,51164
595615,33049,51033
595625,33057,51181
595635,33072,51252
595645,33076,51034
595655,33096,51119
595665,33112,51192
595675,33144,51200
595685,33134,51304
595695,33145,51338
595705,33120,51212
595715,33136,51444
595725,33105,51176
595735,33100,51160
595745,33100,51432
595755,33112,51300
595765,33104,51496
595767,33120,51468
595777,33116,51449
595787,33104,51192
595797,33096,51360
595807,33116,51228
595817,33106,51497
595827,33120,51464
595837,33124,51212
595847,33142,51468
595857,33156,51252
595867,33193,51528
595887,33284,51464
595897,33464,51520
595907,33744,51480
595917,34080,51245
595927,34429,51224
595937,34760,51317
595947,35020,51436
595957,35248,51392
595967,35384,51432
595968,35475,51468
595978,35496,51468
595988,35472,51260
595998,35404,51432
596008,35300,51354
596018,35164,51205
596028,35008,51208
596038,34848,51468
596048,34696,51332
596058,34544,51213
596068,34400,51251
596078,34224,51248
596096,34088,51472
596106,33922,51200
596116,33816,51232
596126,33704,51228
596136,33624,51440
596146,33556,51416
596156,33525,51132
596166,33492,51392
596176,33496,51228
596186,33512,51328
596196,33532,51084
596206,33560,51168
596216,33608,51285
596226,33608,51252
596236,33612,50976
596246,33600,50960
596256,33576,51208
596266,33540,50904
596276,33500,51072
596286,33448,50964
596297,33392,50952
596307,33338,50945
596317,33273,50824
596327,33208,50825
596337,33156,50716
596347,33096,50800
596357,33049,50976
596367,32992,51076
596377,32941,50908
596387,32880,51080
596387,32841,51072
596397,32788,51080
596407,32772,50844
596417,32724,50844
596427,32709,50872
596437,32688,51168
596447,32684,50976
596457,32673,50900
596467,32668,50928
596477,32642,50939
596487,32652,51224
596499,32652,51052
596509,32712,51144
596519,32852,51024
596529,33092,51320
596539,33419,51304
596549,33796,51337
596559,34184,51064
596569,34536,51225
596579,34820,50928
596589,35032,51152
596603,35176,51064
596613,35256,51232
596623,35287,51396
596633,35260,51161
596643,35176,51164
596653,35064,51448
596663,34936,51316
596673,34801,51476
596683,34666,51312
596693,34544,51152
596703,34424,51448
596713,34324,51264
596723,34224,51448
596733,34147,51457
596743,34064,51120
596753,34000,51148
596763,33936,51280
596773,33892,51464
596783,33840,51284
596793,33820,51440
596803,33801,51168
596814,33836,51240
596824,33853,51428
596834,33881,51472
596844,33904,51440
596854,33936,51200
596864,33936,51480
596874,33928,51260
596884,33917,51480
596894,33892,51244
596904,33864,51240
596914,33856,51312
596924,33832,51244
596934,33802,51332
596944,33768,51386
596954,33756,51402
596964,33713,51464
596974,33688,51528
596984,33636,51544
596994,33597,51436
597004,33541,51264
597014,33520,51280
597024,33488,51292
597034,33485,51400
597044,33468,51296
597054,33477,51512
597064,33476,51316
597074,33448,51304
597084,33408,51604
597094,33393,51484
597104,33368,51376
597116,33352,51488
597126,33314,51348
597136,33291,51440
597146,33253,51384
597156,33248,51656
597166,33226,51376
597176,33220,51615
597186,33184,51480
597196,33165,51404
597206,33152,51397
597217,33184,51384
597227,33288,51572
597237,33536,51664
597247,33864,51392
597257,34253,51692
597267,34645,51388
597277,35020,51436
597287,35324,51440
597297,35562,51456
597307,35724,51668
597317,35816,51520
597327,35820,51681
597337,35772,51432
597347,35684,51624
597357,35580,51372
597367,35464,51658
597377,35352,51264
597387,35206,51689
597397,35109,51488
597407,35000,51400
597417,34904,51406
597427,34812,51400
597437,34717,51696
597447,34624,51560
597457,34541,51701
597467,34452,51536
597477,34384,51457
597487,34312,51584
597497,34256,51712
597507,34224,51652
597508,34204,51640
597518,34186,51536
597528,34188,51696
597538,34176,51441
597548,34184,51661
597558,34168,51680
597568,34161,51645
597578,34128,51472
597588,34107,51480
597598,34071,51412
597608,34040,51444
597630,34000,51432
597640,33953,51532
597650,33916,51528
597660,33909,51422
597670,33890,51500
597680,33880,51516
597690,33860,51660
597700,33848,51392
597710,33832,51673
597720,33828,51577
597720,33784,51408
597730,33760,51477
597740,33720,51416
597750,33706,51632
597760,33696,51445
597770,33690,51568
597780,33680,51634
597790,33704,51713
597800,33732,51468
597810,33776,51524
597820,33809,51432
597841,33864,51584
597851,33920,51412
597861,34012,51560
597871,34096,51470
597881,34213,51489
597891,34324,51412
597901,34444,51648
597911,34548,51392
597921,34644,51380
597922,34708,51688
597932,34768,51468
597942,34796,51400
597952,34832,51444
597962,34822,51464
597972,34821,51393
597982,34785,51676
597992,34776,51417
598002,34720,51464
598012,34689,51716
598022,34628,51632
598032,34572,51521
598044,34528,51441
598054,34410,51180
598064,34380,51124
598074,34525,50804
598084,34869,50616
598094,35341,50772
598104,35996,51064
598114,36684,50681
598124,37472,50384
598134,38024,50856
598143,38364,50692
598153,38554,50196
598163,38657,50052
598173,38684,50260
598183,38732,49536
598193,38760,50132
598203,38672,50292
598213,38488,50372
598223,38200,50272
598233,37956,49976
598243,37721,49949
598254,37536,50228
598264,37376,49936
598274,37236,49748
598284,37117,49712
598294,37040,49396
598304,36968,49573
598314,36913,49456
598324,36848,49685
598334,36800,49376
598344,36732,49456
598354,36680,49457
598364,36576,49442
598374,36480,49207
598384,36360,49244
598394,36276,49152
598404,36204,49352
598414,36144,49248
598424,36056,49204
598434,35978,49089
598444,35896,49268
598456,35828,48556
598466,35780,49216
598476,35744,49144
598486,35704,49048
598496,35700,49044
598506,35696,48852
598516,35720,49060
598526,35725,48849
598536,35716,48904
598546,35674,48984
598548,35621,48978
598558,35548,48812
598568,35484,48720
598578,35409,48816
598588,35356,48820
598598,35292,48864
598608,35232,48840
598618,35128,48872
598628,35044,48726
598638,34924,48808
598648,34832,48776
598658,34720,48628
598668,34640,48608
598678,34540,48632
598688,34480,48660
598698,34412,48828
598708,34370,48809
598718,34316,48712
598728,34268,48992
598738,34212,48944
598748,34193,48994
598758,34160,49044
598779,34156,49064
598789,34132,49004
598799,34121,49092
598809,34100,48976
598819,34097,49112
598829,34073,49136
598839,34047,49005
598849,33994,49124
598859,33948,48418
598859,33868,48896
598869,33792,49092
598879,33676,49104
598889,33580,48940
598899,33476,48480
598909,33388,48960
598919,33270,49276
598929,33176,49261
598939,33088,49184
598949,33086,49032
598959,33204,49288
598970,33440,49298
598980,33768,49296
598990,34144,49164
599000,34508,49089
599010,34820,49088
599020,35067,49236
599030,35273,49212
599040,35328,49384
599050,35220,49132
599060,35060,49344
599079,34908,49184
599089,34716,49146
599099,34524,49202
599109,34328,49424
599119,34172,49204
599129,34004,49468
599139,33868,49208
599149,33736,49240
599159,33640,49265
599169,33560,49556
599178,33496,49448
599188,33436,49392
599198,33420,49392
599208,33444,49443
599218,33460,49708
599228,33520,49740
599238,33584,49548
599248,33669,49489
599258,33752,49749
599268,33844,49740
599279,33928,49637
599289,33976,49616
599299,34028,49864
599309,34064,49872
599319,34096,49729
599329,34101,49777
599339,34090,49784
599349,34040,49748
599359,33986,49688
599369,33916,49712
599371,33825,49741
599381,33697,49808
599391,33584,49976
599401,33466,49756
599411,33364,49792
599421,33226,49729
599431,33116,49812
599441,32992,49812
599451,32880,49293
599461,32772,49672
599471,32693,49696
599490,32584,49648
599500,32500,49668
599510,32414,49932
599520,32317,49920
599530,32200,49717
599540,32100,49888
599550,31984,49316
599560,31872,49344
599570,31732,49801
599565,31600,49720
599575,31450,49776
599585,31308,49800
599595,31165,49888
599605,31034,50096
599615,30884,50180
599625,30760,49996
599635,30638,50072
599645,30555,50032
599655,30456,50068
599665,30360,50196
599675,30232,50252
599695,30132,50324
599705,30036,50420
599715,29976,50282
599725,29908,50385
599735,29856,50376
599745,29768,50332
599755,29680,50452
599765,29556,50184
599775,29456,50416
599785,29349,50284
599795,29296,50408
599805,29256,50324
599815,29264,50176
599825,29273,50388
599835,29312,50285
599845,29396,50280
599855,29564,50128
599865,29817,50373
599875,30160,50112
599886,30516,50256
599896,30873,50256
599906,31202,50176
599916,31490,50340
599926,31682,50068
599936,31808,50332
599946,31881,50016
599956,31904,50072
599966,31904,50085
599976,31856,50112
599987,31760,50068
599997,31672,50136
600007,31560,50104
600017,31498,50332
600027,31400,50172
600037,31294,50205
600047,31180,50132
600057,31072,50068
600067,30969,50343
600077,30904,50216
600087,30860,50064
600087,30844,50372
600097,30828,50069
600107,30852,50100
600117,30869,50128
600127,30896,50168
600137,30916,50064
600147,30948,50217
600157,30973,50200
600167,31012,50128
600177,31024,50148
600187,31034,50316
600218,31040,50420
600228,31072,50272
600238,31080,50168
600248,31092,50396
600258,31100,50226
600268,31116,49808
600278,31109,50118
600288,31092,50172
600289,31053,50121
600299,31012,50364
600309,30961,50120
600319,30937,50204
600329,30904,50120
600339,30836,50240
600349,30765,50092
600359,30725,50384
600369,30681,50176
600379,30644,50325
600389,30600,50250
600389,30569,50112
600399,30544,50268
600409,30564,50368
600419,30588,50136
600429,30616,50272
600439,30647,50168
600449,30708,50112
600459,30762,50316
600469,30812,50136
600479,30836,50364
600489,30904,50112
600500,30920,50196
600510,30980,50204
600520,31008,50164
600530,31048,50288
600540,31064,50164
600550,31096,50160
600560,31104,50340
600570,31112,50304
600580,31064,50080
600590,31036,50269
600600,30973,50212
600610,30944,50136
600620,30881,50064
600630,30821,50152
600640,30760,50376
600650,30737,50088
600660,30696,50344
600670,30674,50220
600680,30658,50088
600690,30720,50204
600712,30852,50073
600722,31131,50336
600732,31432,50233
600742,31760,49884
600752,32061,50359
600762,32300,50114
600772,32460,50108
600782,32572,50252
600792,32608,50312
600792,32600,50064
600802,32564,50304
600812,32524,50048
600822,32440,50036
600832,32344,50000
600842,32213,50133
600852,32104,50192
600862,31946,50000
600872,31796,50228
600882,31616,49628
600892,31448,49996
600904,31270,50028
600914,31117,49764
600924,31000,50178
600934,30914,50176
600944,30860,50169
600954,30840,50144
600964,30828,50313
600974,30844,50196
600984,30860,50325
600994,30916,50056
601004,30972,50340
601014,31049,50300
601024,31108,50188
601034,31149,50104
601044,31160,50248
601054,31176,50220
601064,31185,50348
601074,31191,50352
601084,31180,50072
601094,31184,50368
601104,31180,50081
601115,31208,50336
601125,31217,50272
601135,31197,50352
601145,31168,50392
601155,31156,50412
601165,31108,50124
601175,31068,50316
601185,30992,50444
601195,30928,50200
601205,30857,50433
601216,30832,50292
601226,30788,50476
601236,30748,50372
601246,30720,50236
601256,30718,50040
601266,30712,50204
601276,30713,50344
601286,30676,50352
601296,30636,50285
601306,30568,50448
601316,30540,50546
601328,30493,50284
601338,30461,50333
601348,30433,50368
601358,30422,50484
601368,30416,50500
601378,30412,50673
601388,30416,50416
601398,30416,50620
601408,30441,50588
601418,30492,50344
601418,30532,50380
601428,30550,50296
601438,30549,50124
601448,30561,50252
601458,30548,50408
601468,30564,50200
601478,30584,50281
601488,30688,50464
601498,30889,50106
601508,31188,50088
601518,31524,50128
601530,31864,50334
601540,32176,50232
601550,32448,50236
601560,32656,50108
601570,32824,50164
601580,32900,50052
601590,32917,49856
601600,32913,49800
601610,32869,49836
601620,32738,50165
601630,32601,50136
601640,32437,50096
601650,32316,49824
601660,32252,50072
601670,32208,49712
601680,32269,49932
601690,32088,49688
601700,31762,49840
601710,31544,49904
601720,31372,49748
601730,31252,49749
601740,31152,50032
601752,31128,49824
601762,31140,50008
601772,31208,49800
601782,31280,49932
601792,31382,49808
601802,31496,50097
601812,31632,49864
601822,31737,49800
601832,31856,50064
601842,31924,49806
601852,32040,49748
601862,32157,49748
601872,32301,49847
601882,32464,49608
601892,32352,49556
601902,32208,49729
601912,32236,49456
601922,32272,49604
601932,32272,49529
601942,32272,49230
601952,32284,49808
601963,32315,49508
601973,32377,49561
601983,32472,49744
601993,32588,49748
602003,32725,49594
602013,32882,49820
602023,33040,49757
602033,33188,49824
602043,33315,49440
602053,33468,49744
602061,33609,49573
602071,33764,49600
602081,33898,49772
602091,34021,49796
602101,34120,49756
602111,34216,49924
602121,34252,49848
602131,34236,49736
602141,34184,49685
602151,34112,49936
602161,34008,49877
602173,33940,49972
602183,33864,49768
602193,33784,49880
602203,33688,49848
602213,33565,49744
602223,33404,49716
602233,33221,49921
602243,33020,50000
602253,32816,49740
602263,32620,49740
602274,32480,49876
602284,32420,50004
602294,32507,49864
602304,32712,50008
602314,32992,49484
602324,33298,49752
602334,33585,49776
602344,33816,49768
602354,34000,49716
602364,34104,49780
602373,34156,49680
602383,34121,49969
602393,34030,49804
602403,33888,49716
602413,33693,49888
602423,33464,49928
602433,33221,49824
602443,32968,49800
602453,32731,49712
602463,32492,49756
602474,32264,49672
602484,32020,49804
602494,31802,49952
602504,31568,49988
602514,31380,50032
602524,31212,49868
602534,31077,49772
602544,30957,49796
602554,30852,50087
602564,30756,50049
602577,30716,50188
602587,30684,50248
602597,30660,50108
602607,30642,50048
602617,30604,50004
602627,30580,50088
602637,30576,50212
602647,30540,50077
602657,30532,50024
602667,30504,49720
602669,30462,49824
602679,30377,49708
602689,30308,49544
602699,30232,50016
602709,30161,50044
602719,30090,50268
602729,30024,50436
602739,29952,50342
602749,29900,50572
602759,29852,50696
602769,29809,50966
602779,29762,51264
602789,29712,51364
602799,29660,51128
602809,29620,51241
602819,29573,51320
602829,29545,51264
602839,29517,50980
602849,29518,50893
602859,29526,51077
602869,29548,50848
602879,29565,50872
602890,29608,50984
602900,29656,51078
602910,29706,51036
602920,29770,50784
602930,29856,50972
602940,29928,51112
602950,30012,51152
602960,30100,50888
602970,30188,50987
602980,30272,51108
602991,30368,50956
603001,30476,50960
603011,30649,51080
603021,30884,51232
603031,31256,51012
603041,31744,51172
603051,32284,50928
603061,32867,50909
603071,33412,50892
603081,33912,51072
603083,34372,50820
603093,34872,50728
603103,35380,50488
603113,35820,50396
603123,36188,50356
603133,36548,50164
603143,36874,50032
603153,37196,50224
603163,37428,50188
603173,37578,50368
603183,37664,50312
603193,37684,50400
603204,37700,50588
603214,37660,50449
603224,37588,50512
603234,37440,50764
603244,37248,50784
603254,37016,50492
603264,36756,50561
603274,36476,50552
603284,36245,50548
603294,36026,50792
603315,35866,50760
603325,35716,50720
603335,35562,50797
603345,35376,50632
603355,35181,50648
603365,34960,50800
603375,34696,50634
603385,34376,50776
603395,34072,50856
603414,33744,50568
603424,33464,50600
603434,33193,50656
603444,32940,50904
603454,32720,50924
603464,32512,51105
603474,32348,51076
603484,32214,51328
603494,32096,51317
603485,32037,51581
603495,31988,51504
603505,31956,51640
603515,31924,51772
603525,31876,51952
603535,31808,51832
603545,31748,51618
603555,31692,51792
603565,31649,51752
603575,31604,51656
603585,31578,51200
603595,31602,50820
603607,31612,50856
603617,31571,50800
603627,31572,50460
603637,31556,50668
603647,31508,50984
603657,31450,51177
603667,31384,50816
603677,31305,50800
603687,31225,51594
603697,31140,51636
603707,31064,51680
603717,31004,51760
603727,30992,52198
603737,31052,52516
603747,31264,52360
603757,31608,52648
603767,32048,52932
603777,32496,53076
603787,32941,52940
603797,33344,53173
603807,33664,53196
603817,33890,53120
603827,33980,53208
603837,33961,53076
603847,33885,53420
603857,33784,53200
603867,33673,53340
603877,33552,53402
603887,33445,53216
603897,33308,53240
603907,33160,53340
603919,32980,53312
603929,32804,53185
603939,32616,53036
603949,32440,53232
603959,32284,53002
603969,32130,53013
603979,31996,53040
603989,31864,53004
603999,31736,53272
604009,31632,53040
604018,31545,53085
604028,31493,53048
604038,31424,53128
604048,31404,53264
604058,31404,53312
604068,31424,53052
604078,31428,53364
604088,31456,53096
604098,31468,53204
604108,31492,53312
604129,31497,53309
604139,31505,53268
604149,31472,53456
604159,31424,53248
604169,31380,53432
604179,31322,53464
604189,31256,53468
604199,31228,53856
604209,31201,54016
604209,31200,53892
604219,31228,54088
604229,31300,54304
604239,31373,54448
604249,31480,54420
604259,31608,54544
604269,31720,54356
604279,31800,54616
604289,31828,54360
604299,31816,54576
604309,31721,54264
604321,31608,54176
604331,31496,54064
604341,31337,53864
604351,31220,53712
604361,31125,53344
604371,31080,52949
604381,31117,52432
604391,31180,52100
604401,31264,51968
604411,31369,51824
604421,31487,51760
604431,31640,51776
604441,31852,52389
604451,32176,52136
604461,32632,52408
604471,33192,52536
604481,33852,52348
604491,34539,52238
604501,35188,52344
604511,35740,52232
604522,36172,51988
604532,36497,52276
604542,36712,52120
604552,36816,52184
604562,36880,52164
604572,36888,52304
604582,36836,52450
604592,36748,52328
604602,36612,52452
604612,36465,52306
604623,36320,52312
604633,36136,52412
604643,35917,52400
604653,35716,52368
604663,35528,52393
604673,35340,52416
604683,35172,52400
604693,35024,52320
604703,34885,52620
604713,34752,52501
604723,34628,52524
604735,34540,52405
604745,34416,52117
604755,34328,52316
604765,34253,51868
604775,34164,51976
604785,34081,52276
604795,34068,52112
604805,34037,52176
604815,34028,52176
604825,33968,51968
604835,33988,51900
604835,33984,51865
604845,33996,52160
604855,33976,51860
604865,33970,51912
604875,33976,52128
604885,33976,52080
604895,33960,52072
604905,33924,51996
604915,33844,51748
604925,33825,51808
604935,33824,51873
604944,33852,51861
604954,33864,51800
604964,33892,51732
604974,33897,51616
604984,33892,51568
604994,33873,51572
605004,33901,51812
605014,33916,51808
605024,33904,51764
605034,33861,51680
605052,33824,51672
605062,33749,51496
605072,33652,51500
605082,33509,51480
605092,33336,51492
605102,33168,51640
605112,33032,51732
605122,32944,51624
605132,32942,51800
605142,33034,51688
605153,33276,51644
605163,33608,51640
605173,34024,51876
605183,34432,51904
605193,34795,51776
605203,35080,51904
605213,35277,52064
605223,35320,51940
605233,35232,52066
605243,34968,51776
605254,34614,51952
605264,34152,51735
605274,33652,52041
605284,33128,51720
605294,32552,51924
605304,31912,51924
