UnityTS,Heart,Light
63779525764653,32426,50712
63779525764663,32428,50570
63779525764673,32426,50832
63779525764683,32408,50816
63779525764693,32384,50608
63779525764703,32376,50512
63779525764713,32373,50784
63779525764723,32372,50624
63779525764733,32368,50556
63779525764744,32364,50536
63779525764754,32349,50629
63779525764764,32352,50772
63779525764774,32336,50740
63779525764784,32317,50612
63779525764794,32296,50504
63779525764804,32308,50660
63779525764814,32292,50568
63779525764824,32288,50796
63779525764834,32268,50517
63779525764843,32244,50564
63779525764853,32212,50696
63779525764863,32212,50785
63779525764873,32228,50500
63779525764883,32300,50504
63779525764893,32437,50600
63779525764903,32648,50740
63779525764913,32893,50576
63779525764923,33160,50720
63779525764933,33412,50468
63779525764953,33636,50748
63779525764963,33818,50736
63779525764973,33952,50496
63779525764983,34024,50576
63779525764993,34042,50516
63779525765003,34004,50757
63779525765013,33948,50489
63779525765023,33872,50484
63779525765033,33776,50513
63779525765035,33708,50516
63779525765045,33612,50748
63779525765055,33508,50712
63779525765065,33424,50728
63779525765075,33324,50450
63779525765085,33236,50634
63779525765095,33152,50632
63779525765105,33076,50469
63779525765115,33016,50696
63779525765125,32970,50472
63779525765135,32929,50696
63779525765145,32900,50432
63779525765155,32886,50456
63779525765165,32884,50676
63779525765175,32907,50384
63779525765185,32932,50464
63779525765195,32960,50376
63779525765205,32992,50368
63779525765215,33003,50400
63779525765225,33024,50617
63779525765235,33026,50605
63779525765249,33020,50369
63779525765259,33004,50520
63779525765269,32984,50508
63779525765279,32965,50682
63779525765289,32926,50528
63779525765299,32884,50576
63779525765309,32856,50664
63779525765319,32812,50688
63779525765329,32772,50680
63779525765339,32715,50284
63779525765348,32656,50516
63779525765358,32610,50652
63779525765368,32558,50448
63779525765378,32505,50532
63779525765388,32452,50577
63779525765398,32410,50408
63779525765408,32376,50656
63779525765418,32344,50359
63779525765428,32320,50372
63779525765438,32312,50436
63779525765448,32300,50344
63779525765457,32288,50352
63779525765467,32284,50632
63779525765477,32272,50497
63779525765487,32258,50608
63779525765497,32256,50424
63779525765507,32260,50580
63779525765517,32260,50304
63779525765527,32276,50561
63779525765537,32292,50408
63779525765547,32284,50272
63779525765550,32288,50396
63779525765560,32296,50264
63779525765570,32284,50556
63779525765580,32284,50268
63779525765590,32292,50444
63779525765600,32296,50288
63779525765610,32292,50520
63779525765620,32272,50241
63779525765630,32248,50360
63779525765640,32244,50213
63779525765650,32244,50504
63779525765660,32316,50197
63779525765670,32420,50416
63779525765680,32593,50396
63779525765690,32824,50400
63779525765700,33072,50180
63779525765710,33332,50467
63779525765720,33568,50360
63779525765730,33768,50280
63779525765740,33913,50424
63779525765750,34000,50416
63779525765761,34041,50112
63779525765771,34010,50180
63779525765781,33956,50396
63779525765791,33865,50376
63779525765801,33780,50240
63779525765811,33682,50120
63779525765821,33592,50152
63779525765831,33484,50352
63779525765841,33376,50104
63779525765851,33268,50340
63779525765861,33176,50192
63779525765881,33080,49896
63779525765891,32996,50280
63779525765901,32908,50041
63779525765911,32868,50012
63779525765921,32828,50032
63779525765931,32804,50305
63779525765941,32784,50140
63779525765951,32783,50336
63779525765961,32808,50104
63779525765961,32845,50328
63779525765971,32884,50168
63779525765981,32928,50232
63779525765991,32965,50428
63779525766001,32992,50376
63779525766011,33010,50444
63779525766021,33016,50288
63779525766031,33002,50512
63779525766041,32986,50532
63779525766051,32968,50420
63779525766061,32944,50280
63779525766072,32916,50552
63779525766082,32880,50316
63779525766092,32841,50328
63779525766102,32808,50332
63779525766112,32765,50452
63779525766122,32724,50464
63779525766132,32696,50380
63779525766142,32662,50376
63779525766152,32632,50088
63779525766162,32608,50392
63779525766172,32560,50484
63779525766182,32530,50517
63779525766192,32488,50384
63779525766202,32442,50576
63779525766212,32405,50376
63779525766222,32376,50580
63779525766232,32339,50236
63779525766242,32308,50548
63779525766252,32282,50372
63779525766262,32253,50416
63779525766283,32244,50516
63779525766293,32232,50640
63779525766303,32229,50408
63779525766313,32231,50408
63779525766323,32228,50496
63779525766333,32252,50421
63779525766343,32264,50544
63779525766353,32297,50329
63779525766363,32300,50600
63779525766364,32300,50060
63779525766374,32284,50312
63779525766384,32265,50340
63779525766394,32286,50256
63779525766404,32345,50253
63779525766414,32488,50532
63779525766424,32672,50392
63779525766434,32900,50508
63779525766444,33156,50400
63779525766454,33408,50496
63779525766464,33646,50368
63779525766475,33829,50532
63779525766485,33954,50532
63779525766495,34012,50360
63779525766505,34048,50520
63779525766515,34028,50304
63779525766525,33984,50252
63779525766535,33904,50519
63779525766545,33818,50220
63779525766555,33714,50496
63779525766565,33609,50432
63779525766586,33500,50264
63779525766596,33413,50224
63779525766606,33304,50221
63779525766616,33200,50480
63779525766626,33104,50488
63779525766636,33016,50428
63779525766646,32943,50308
63779525766656,32896,50416
63779525766666,32857,50453
63779525766676,32844,50160
63779525766676,32844,50460
63779525766686,32856,50433
63779525766696,32864,50168
63779525766706,32896,50416
63779525766716,32924,50196
63779525766726,32953,50192
63779525766736,32968,50156
63779525766746,32984,50245
63779525766756,32984,50332
63779525766766,32992,50224
63779525766776,32997,50380
63779525766787,32996,50218
63779525766797,32984,50356
63779525766807,32976,50368
63779525766817,32940,50368
63779525766827,32909,50289
63779525766837,32856,50356
63779525766847,32810,50317
63779525766857,32761,50204
63779525766867,32740,50132
63779525766877,32720,50076
63779525766894,32704,50088
63779525766904,32680,50260
63779525766914,32677,50138
63779525766924,32664,50112
63779525766934,32662,50080
63779525766944,32632,49952
63779525766954,32612,50349
63779525766964,32592,50224
63779525766974,32560,50112
63779525766984,32546,50056
63779525766985,32520,50288
63779525766995,32516,50132
63779525767005,32512,50328
63779525767015,32513,50156
63779525767025,32520,50057
63779525767035,32506,50064
63779525767045,32502,50040
63779525767055,32484,50184
63779525767065,32484,50352
63779525767075,32468,50072
63779525767085,32488,50152
63779525767098,32466,50188
63779525767108,32444,50072
63779525767118,32432,50100
63779525767128,32420,50068
63779525767138,32430,50292
63779525767148,32512,50280
63779525767158,32672,50068
63779525767168,32892,50280
63779525767178,33141,50076
63779525767188,33413,50060
63779525767198,33668,50072
63779525767208,33880,50292
63779525767218,34028,49868
63779525767228,34120,50061
63779525767238,34156,50036
63779525767248,34146,49764
63779525767258,34125,50320
63779525767268,34072,50332
63779525767278,33976,50176
63779525767288,33869,50332
63779525767298,33770,50120
63779525767309,33664,50064
63779525767319,33576,50069
63779525767329,33498,50072
63779525767339,33400,50077
63779525767349,33321,50088
63779525767359,33248,50076
63779525767369,33200,50236
63779525767379,33136,50104
63779525767389,33104,50220
63779525767399,33072,49712
63779525767402,33034,50128
63779525767412,33020,50208
63779525767422,33032,50304
63779525767432,33038,50088
63779525767442,33056,50380
63779525767452,33088,50160
63779525767462,33108,50392
63779525767472,33134,50392
63779525767482,33137,50268
63779525767492,33136,50165
63779525767502,33138,50408
63779525767513,33112,50412
63779525767523,33115,50136
63779525767533,33077,50336
63779525767543,33044,50116
63779525767553,33016,50384
63779525767563,32976,50376
63779525767573,32949,50281
63779525767583,32920,50388
63779525767593,32889,50396
63779525767603,32856,50177
63779525767624,32836,50147
63779525767634,32803,50304
63779525767644,32779,50188
63779525767654,32763,50268
63779525767664,32732,50432
63779525767674,32719,50440
63779525767684,32704,50176
63779525767694,32676,50160
63779525767704,32652,50160
63779525767705,32636,50372
63779525767715,32632,50156
63779525767725,32628,50393
63779525767735,32620,50388
63779525767745,32640,50320
63779525767755,32636,50180
63779525767765,32648,50176
63779525767775,32648,50240
63779525767785,32645,50461
63779525767795,32640,50313
63779525767805,32624,50461
63779525767815,32628,50164
63779525767836,32632,50304
63779525767846,32622,50040
63779525767856,32620,50160
63779525767866,32602,50456
63779525767876,32605,50048
63779525767886,32624,50208
63779525767896,32700,50464
63779525767906,32844,50412
63779525767916,33040,50184
63779525767916,33284,50176
63779525767926,33532,50479
63779525767936,33774,50304
63779525767946,33984,50388
63779525767956,34152,50469
63779525767966,34268,49924
63779525767976,34340,50312
63779525767986,34346,50300
63779525767996,34312,50152
63779525768006,34244,50444
63779525768016,34152,50428
63779525768037,34068,50160
63779525768047,33955,50284
63779525768057,33848,50404
63779525768067,33744,50304
63779525768077,33640,50216
63779525768087,33536,50144
63779525768097,33420,50416
63779525768107,33330,50204
63779525768117,33260,50437
63779525768117,33200,50424
63779525768127,33165,50320
63779525768137,33120,50336
63779525768147,33108,50196
63779525768157,33096,50152
63779525768167,33096,50226
63779525768177,33098,50148
63779525768187,33108,50124
63779525768197,33128,50404
63779525768207,33156,50128
63779525768217,33188,50212
63779525768228,33192,50180
63779525768238,33185,50272
63779525768248,33181,50401
63779525768258,33150,50417
63779525768268,33122,50400
63779525768278,33076,50164
63779525768288,33040,50112
63779525768298,32982,50400
63779525768308,32932,50356
63779525768318,32900,50136
63779525768330,32864,50288
63779525768340,32832,50120
63779525768350,32809,50224
63779525768360,32797,50376
63779525768370,32764,50328
63779525768380,32736,49989
63779525768390,32705,50164
63779525768400,32676,50264
63779525768410,32648,50324
63779525768420,32632,50272
63779525768429,32622,50116
63779525768439,32608,50376
63779525768449,32612,50096
63779525768459,32615,50109
63779525768469,32645,49752
63779525768479,32656,50177
63779525768489,32664,50100
63779525768499,32676,50070
63779525768509,32696,50108
63779525768519,32720,50108
63779525768540,32720,50008
63779525768550,32720,50000
63779525768560,32716,50124
63779525768570,32714,50100
63779525768580,32721,49572
63779525768590,32728,50142
63779525768600,32756,49928
63779525768610,32749,50104
63779525768620,32744,49960
63779525768621,32724,50100
63779525768631,32665,50112
63779525768641,32620,50088
63779525768651,32633,49936
63779525768661,32706,50072
63779525768671,32869,49912
63779525768681,33081,49996
63779525768691,33332,49912
63779525768701,33576,50008
63779525768711,33824,50174
63779525768721,34010,50036
63779525768732,34160,50208
63779525768742,34254,50112
63779525768752,34308,49992
63779525768762,34304,50264
63779525768772,34276,50048
63779525768782,34200,50288
63779525768792,34104,50145
63779525768802,33976,50289
63779525768812,33880,49628
63779525768822,33760,50348
63779525768831,33652,50352
63779525768841,33540,50372
63779525768851,33424,50088
63779525768861,33320,50096
63779525768871,33232,50389
63779525768881,33156,50288
63779525768891,33098,50264
63779525768901,33052,50112
63779525768911,33020,50376
63779525768921,33016,50208
63779525768922,33024,50324
63779525768932,33024,50112
63779525768942,33040,50260
63779525768952,33061,50420
63779525768962,33080,50142
63779525768972,33088,50360
63779525768982,33098,50164
63779525768992,33104,50292
63779525769002,33102,50424
63779525769012,33074,50452
63779525769022,33064,50132
63779525769042,33032,50176
63779525769052,33000,50208
63779525769062,32944,50320
63779525769072,32906,50364
63779525769082,32860,50216
63779525769092,32823,50082
63779525769102,32780,50188
63779525769112,32744,49913
63779525769122,32709,50444
63779525769133,32673,50250
63779525769143,32630,50224
63779525769153,32592,50252
63779525769163,32549,50268
63779525769173,32514,50492
63779525769183,32481,50240
63779525769193,32456,50340
63779525769203,32432,50213
63779525769213,32416,50296
63779525769223,32401,50208
63779525769234,32373,50489
63779525769244,32352,50468
63779525769254,32343,50296
63779525769264,32332,50240
63779525769274,32316,50400
63779525769284,32312,50288
63779525769294,32314,50236
63779525769304,32320,50512
63779525769314,32324,50496
63779525769324,32320,50497
63779525769340,32308,50528
63779525769350,32304,50466
63779525769360,32304,50316
63779525769370,32297,50512
63779525769380,32312,50412
63779525769390,32300,50256
63779525769400,32270,50256
63779525769410,32236,50444
63779525769420,32212,50336
63779525769430,32229,50293
63779525769432,32296,50529
63779525769442,32459,50268
63779525769452,32692,50444
63779525769462,32964,50484
63779525769472,33252,50336
63779525769482,33504,50236
63779525769492,33731,50244
63779525769502,33898,50225
63779525769512,34000,50148
63779525769522,34068,50434
63779525769532,34076,50304
63779525769543,34042,50433
63779525769553,33992,49913
63779525769563,33928,50336
63779525769573,33856,50388
63779525769583,33792,50304
63779525769593,33728,50424
63779525769603,33652,50292
63779525769613,33564,50440
63779525769623,33484,50040
63779525769633,33388,50220
63779525769634,33313,50500
63779525769644,33258,50376
63779525769654,33216,50224
63779525769664,33200,50424
63779525769674,33178,50200
63779525769684,33180,50228
63779525769694,33186,50244
63779525769704,33220,50220
63779525769714,33245,50360
63779525769724,33260,50249
63779525769734,33276,50212
63779525769744,33296,50256
63779525769755,33318,50496
63779525769765,33336,50204
63779525769775,33322,50464
63779525769785,33304,50360
63779525769795,33296,50393
63779525769805,33276,50416
63779525769815,33249,50216
63779525769825,33224,50261
63779525769835,33165,50452
63779525769845,33120,50424
63779525769858,33074,50368
63779525769868,33044,50284
63779525769878,33005,50241
63779525769888,32956,50433
63779525769898,32924,50184
63779525769908,32872,50156
63779525769918,32832,50152
63779525769928,32800,50188
63779525769938,32760,49992
63779525769948,32736,50400
63779525769959,32722,50312
63779525769969,32694,50384
63779525769979,32676,50148
63779525769989,32672,50196
63779525769999,32658,50360
63779525770009,32648,50120
63779525770019,32648,50408
63779525770029,32632,49854
63779525770039,32637,50160
63779525770049,32640,50112
63779525770061,32632,50116
63779525770071,32632,49870
63779525770081,32627,50252
63779525770091,32620,50156
63779525770101,32609,50424
63779525770111,32576,50272
63779525770121,32556,50396
63779525770131,32548,50248
63779525770141,32536,50152
63779525770151,32536,50160
63779525770162,32500,50252
63779525770172,32472,49836
63779525770182,32440,50400
63779525770192,32452,50108
63779525770202,32532,50128
63779525770212,32684,50140
63779525770222,32917,50096
63779525770232,33176,50246
63779525770242,33453,50244
63779525770252,33704,50128
63779525770262,33933,50124
63779525770272,34116,50181
63779525770282,34240,50396
63779525770292,34316,50250
63779525770302,34346,50433
63779525770312,34325,50128
63779525770322,34272,50224
63779525770332,34192,50160
63779525770342,34084,50212
63779525770352,33984,50456
63779525770362,33884,50452
63779525770373,33792,50456
63779525770383,33704,50204
63779525770393,33600,50296
63779525770403,33512,50168
63779525770413,33428,50424
63779525770423,33368,50447
63779525770433,33314,50204
63779525770443,33272,50348
63779525770453,33237,50320
63779525770463,33219,50428
63779525770474,33220,50277
63779525770484,33225,50448
63779525770494,33227,50432
63779525770504,33240,50164
63779525770514,33259,50292
63779525770524,33280,50288
63779525770534,33293,50393
63779525770544,33280,50409
63779525770554,33268,50332
63779525770564,33252,50160
63779525770574,33226,50160
63779525770584,33187,50328
63779525770594,33168,50192
63779525770604,33136,50292
63779525770614,33106,50172
63779525770624,33072,50349
63779525770634,33037,50448
63779525770644,33004,50296
63779525770654,32968,50345
63779525770664,32924,50408
63779525770665,32878,49876
63779525770675,32848,50276
63779525770685,32820,50420
63779525770695,32784,50192
63779525770705,32752,50432
63779525770715,32733,50173
63779525770725,32709,50400
63779525770735,32688,50392
63779525770745,32672,50176
63779525770755,32664,50196
63779525770765,32660,50181
63779525770775,32652,50272
63779525770785,32627,50212
63779525770795,32616,50200
63779525770805,32616,50244
63779525770815,32616,50140
63779525770825,32603,50273
63779525770835,32596,50141
63779525770845,32580,50236
63779525770855,32570,50382
63779525770865,32553,50400
63779525770885,32536,50408
63779525770895,32513,50344
63779525770905,32506,50332
63779525770915,32493,50152
63779525770925,32480,50376
63779525770935,32460,50416
63779525770945,32448,50160
63779525770955,32442,50112
63779525770965,32458,50316
63779525770966,32472,50128
63779525770976,32464,50244
63779525770986,32420,50201
63779525770996,32394,50416
63779525771006,32363,50400
63779525771016,32405,50300
63779525771026,32520,50288
63779525771036,32736,50392
63779525771046,33012,50393
63779525771056,33312,50288
63779525771066,33607,50400
63779525771097,33876,50361
63779525771107,34100,50204
63779525771117,34252,50144
63779525771127,34354,50388
63779525771137,34404,50325
63779525771147,34376,50362
63779525771157,34316,50250
63779525771167,34236,50116
63779525771159,34137,50385
63779525771169,34040,50224
63779525771179,33924,50132
63779525771189,33818,50136
63779525771199,33748,50103
63779525771209,33656,50384
63779525771219,33574,50327
63779525771229,33480,50404
63779525771239,33408,50408
63779525771249,33352,50312
63779525771259,33296,50416
63779525771269,33280,50140
63779525771279,33264,50436
63779525771300,33236,50184
63779525771310,33220,50372
63779525771320,33224,50296
63779525771330,33224,50136
63779525771340,33220,50388
63779525771350,33232,50428
63779525771360,33229,50432
63779525771370,33240,50196
63779525771380,33233,50176
63779525771390,33224,50368
63779525771391,33196,50192
63779525771401,33184,50388
63779525771411,33160,50416
63779525771421,33136,50424
63779525771431,33106,50288
63779525771441,33072,50196
63779525771451,33024,50280
63779525771461,32993,50256
63779525771471,32952,50148
63779525771481,32916,50184
63779525771491,32866,50384
63779525771501,32830,50249
63779525771512,32805,50448
63779525771522,32780,50428
63779525771532,32736,50168
63779525771542,32720,50372
63779525771552,32692,50148
63779525771562,32680,50172
63779525771572,32664,50408
63779525771582,32651,50168
63779525771592,32630,50280
63779525771602,32620,50152
63779525771603,32608,50148
63779525771613,32596,50240
63779525771623,32572,50448
63779525771633,32556,50450
63779525771643,32544,50396
63779525771653,32531,50216
63779525771663,32522,50396
63779525771673,32512,49992
63779525771683,32506,50218
63779525771693,32488,50200
63779525771703,32476,50180
63779525771751,32460,50140
63779525771761,32433,50065
63779525771771,32420,50256
63779525771781,32402,50144
63779525771791,32394,50184
63779525771801,32400,50344
63779525771811,32390,50148
63779525771790,32372,50180
63779525771800,32373,50186
63779525771810,32354,50257
63779525771820,32344,50160
63779525771830,32316,50128
63779525771840,32316,50400
63779525771850,32316,50124
63779525771860,32312,50424
63779525771870,32280,50150
63779525771880,32245,50172
63779525771890,32205,50138
63779525771900,32208,50252
63779525771910,32288,50388
63779525771921,32448,50000
63779525771931,32676,50408
63779525771941,32949,50316
63779525771951,33237,50304
63779525771961,33524,50312
63779525771971,33776,50372
63779525771981,33980,50420
63779525771991,34124,50404
63779525772001,34219,50288
63779525772011,34230,50345
63779525772023,34200,50364
63779525772033,34120,50276
63779525772043,34016,50236
63779525772053,33914,50101
63779525772063,33808,50112
63779525772073,33704,50252
63779525772083,33609,50356
63779525772093,33521,50404
63779525772103,33432,50388
63779525772113,33336,50132
63779525772123,33244,50197
63779525772133,33180,50192
63779525772143,33124,50156
63779525772153,33064,50376
63779525772163,33037,50128
63779525772173,33016,50444
63779525772183,32996,50432
63779525772193,32984,50164
63779525772203,32980,50196
63779525772213,33000,50184
63779525772216,33002,50177
63779525772226,33016,50228
63779525772236,33034,49936
63779525772246,33032,50368
63779525772256,33025,50289
63779525772266,33016,50457
63779525772276,32985,50196
63779525772286,32949,50224
63779525772296,32920,50424
63779525772306,32898,50360
63779525772316,32869,50184
63779525772328,32835,50468
63779525772338,32795,50356
63779525772348,32760,50164
63779525772358,32736,50449
63779525772368,32704,50208
63779525772378,32664,50408
63779525772388,32632,50472
63779525772398,32601,50476
63779525772408,32568,50232
63779525772418,32552,50197
63779525772428,32518,50184
63779525772438,32500,50312
63779525772448,32485,50477
63779525772458,32464,50184
63779525772468,32440,50312
63779525772478,32432,50248
63779525772488,32418,50112
63779525772498,32412,50452
63779525772508,32398,50460
63779525772518,32392,50389
63779525772529,32373,50324
63779525772539,32360,50216
63779525772549,32352,50480
63779525772559,32353,50436
63779525772569,32340,50480
63779525772579,32337,50172
63779525772589,32320,50308
63779525772599,32320,50468
63779525772609,32312,50156
63779525772619,32300,50229
63779525772630,32284,49988
63779525772640,32268,50463
63779525772650,32248,50305
63779525772660,32230,50261
63779525772670,32212,50274
63779525772680,32192,50209
63779525772690,32172,50475
63779525772700,32170,50460
63779525772710,32160,50200
63779525772720,32152,50280
63779525772730,32136,50416
63779525772740,32136,50392
63779525772750,32130,50156
63779525772760,32129,50220
63779525772770,32116,49952
63779525772780,32124,50196
63779525772790,32128,50404
63779525772800,32124,50440
63779525772810,32098,50217
63779525772820,32060,50193
63779525772830,32050,50168
63779525772831,32080,50185
63779525772841,32177,50396
63779525772851,32364,50472
63779525772861,32617,50448
63779525772871,32900,50316
63779525772881,33172,50352
63779525772891,33448,50228
63779525772901,33684,50176
63779525772911,33876,50456
63779525772921,33989,50416
63779525772931,34043,50440
63779525772943,34036,50424
63779525772953,33984,50344
63779525772963,33896,50302
63779525772973,33802,50456
63779525772983,33688,50336
63779525772993,33581,50472
63779525773003,33473,50244
63779525773013,33378,50108
63779525773023,33275,50184
63779525773033,33182,50144
63779525773043,33090,50328
63779525773053,33018,50436
63779525773063,32953,50168
63779525773073,32912,50402
63779525773083,32868,50288
63779525773093,32844,50430
63779525773103,32824,50212
63779525773113,32832,50360
63779525773123,32832,50448
63779525773133,32852,50456
63779525773143,32864,50456
63779525773164,32896,50376
63779525773174,32916,50392
63779525773184,32920,50200
63779525773194,32922,50480
63779525773204,32918,50193
63779525773214,32890,50208
63779525773224,32865,50248
63779525773234,32836,50264
63779525773244,32796,50244
63779525773245,32756,50432
63779525773255,32724,50344
63779525773265,32688,50308
63779525773275,32665,50504
63779525773285,32632,49864
63779525773295,32608,50336
63779525773305,32570,50417
63779525773315,32544,50492
63779525773325,32490,50516
63779525773335,32456,50416
63779525773345,32412,50412
63779525773355,32384,50480
63779525773365,32348,50268
63779525773375,32314,49976
63779525773385,32288,50516
63779525773395,32280,50377
63779525773405,32268,50516
63779525773415,32256,50260
63779525773425,32248,50216
63779525773435,32240,50284
63779525773445,32224,50528
63779525773455,32225,50511
63779525773465,32212,50412
63779525773475,32212,50412
63779525773485,32200,50308
63779525773495,32197,50216
63779525773505,32188,50496
63779525773515,32200,50252
63779525773525,32176,49826
63779525773535,32176,50472
63779525773545,32176,49880
63779525773566,32172,50224
63779525773576,32160,50337
63779525773586,32152,50332
63779525773596,32136,50256
63779525773606,32136,50440
63779525773616,32112,50432
63779525773626,32112,50352
63779525773636,32096,50501
63779525773646,32083,50344
63779525773647,32068,50245
63779525773657,32064,50352
63779525773667,32058,50204
63779525773677,32049,50340
63779525773687,32037,50249
63779525773697,32032,50508
63779525773707,32029,50400
63779525773717,32048,50504
63779525773727,32036,50232
63779525773737,32000,50392
63779525773747,31964,50228
63779525773757,31936,50424
63779525773767,31912,50221
63779525773777,31948,49960
63779525773787,32040,50372
63779525773797,32228,50208
63779525773807,32467,50264
63779525773817,32736,50392
63779525773827,33004,50325
63779525773837,33264,50496
63779525773847,33477,50497
63779525773859,33652,50348
63779525773869,33752,50356
63779525773879,33792,50460
63779525773889,33777,50258
63779525773899,33732,50360
63779525773909,33653,50520
63779525773919,33572,50514
63779525773929,33476,50212
63779525773939,33392,50308
63779525773949,33300,50380
63779525773958,33208,50496
63779525773968,33112,50509
63779525773978,33000,50252
63779525773988,32900,49957
63779525773998,32821,50336
63779525774008,32760,50380
63779525774018,32704,50452
63779525774028,32664,50253
63779525774038,32644,50364
63779525774048,32636,50319
63779525774062,32644,50300
63779525774072,32660,50532
63779525774082,32684,50414
63779525774092,32712,50244
63779525774102,32744,50240
63779525774112,32764,50417
63779525774122,32792,50456
63779525774132,32781,50540
63779525774142,32776,50532
63779525774152,32765,50244
63779525774157,32750,50508
63779525774167,32716,50404
63779525774177,32665,50324
63779525774187,32632,50464
63779525774197,32596,50292
63779525774207,32554,50264
63779525774217,32516,50241
63779525774227,32474,50281
63779525774237,32448,50340
63779525774247,32416,50505
63779525774257,32384,50448
63779525774289,32344,50257
63779525774299,32320,50529
63779525774309,32292,50292
63779525774319,32262,50352
63779525774329,32234,50257
63779525774339,32216,50289
63779525774349,32196,50248
63779525774359,32184,50380
63779525774369,32180,50554
63779525774358,32156,50292
63779525774368,32121,50380
63779525774378,32116,50516
63779525774388,32092,50382
63779525774398,32096,50288
63779525774408,32080,50344
63779525774418,32084,50277
63779525774428,32074,50536
63779525774438,32076,50400
63779525774448,32072,50416
63779525774458,32064,50260
63779525774468,32056,50488
63779525774481,32058,50265
63779525774491,32056,50538
63779525774501,32056,50240
63779525774511,32056,50224
63779525774521,32058,50528
63779525774531,32058,50372
63779525774541,32049,50396
63779525774551,32058,50244
63779525774561,32048,50508
63779525774571,32044,50452
63779525774581,32037,50376
63779525774594,32020,50396
63779525774604,32036,50376
63779525774614,32056,50380
63779525774624,32056,50496
63779525774634,32048,50304
63779525774644,32048,50272
63779525774654,32024,50380
63779525774664,32028,50464
63779525774674,32046,50492
63779525774684,32132,50516
63779525774686,32272,50536
63779525774696,32486,50008
63779525774706,32729,50456
63779525774716,33004,50256
63779525774726,33250,50224
63779525774736,33484,50240
63779525774746,33672,50228
63779525774756,33808,50492
63779525774766,33880,50232
63779525774776,33904,50288
63779525774786,33888,50369
63779525774808,33832,50436
63779525774818,33728,50480
63779525774828,33624,50520
63779525774838,33497,50317
63779525774848,33384,50505
63779525774858,33265,50252
63779525774868,33152,50520
63779525774878,33050,50276
63779525774888,32963,50264
63779525774898,32872,50520
63779525774919,32813,50496
63779525774929,32741,49908
63779525774939,32698,50256
63779525774949,32656,50528
63779525774959,32628,50260
63779525774969,32620,50276
63779525774979,32616,50508
63779525774989,32616,50292
63779525774999,32644,50256
63779525775000,32664,50240
63779525775010,32696,50244
63779525775020,32712,50232
63779525775030,32740,50489
63779525775040,32728,50476
63779525775050,32732,50351
63779525775060,32713,50352
63779525775070,32700,50516
63779525775080,32668,50088
63779525775090,32640,50472
63779525775100,32600,50512
63779525775110,32571,50272
63779525775110,32548,50244
63779525775120,32532,50384
63779525775130,32498,50400
63779525775140,32480,50496
63779525775150,32472,50280
63779525775160,32448,50241
63779525775170,32408,50016
63779525775180,32388,50264
63779525775190,32346,50436
63779525775200,32332,50240
63779525775210,32320,50472
63779525775221,32309,50268
63779525775231,32296,50253
63779525775241,32296,50464
63779525775251,32289,50484
63779525775261,32305,50500
63779525775271,32296,50268
63779525775281,32296,50473
63779525775291,32284,50508
63779525775301,32296,50260
63779525775311,32288,50272
63779525775321,32277,50304
63779525775331,32280,50252
63779525775341,32284,50348
63779525775351,32284,50482
63779525775361,32296,50404
63779525775371,32285,50272
63779525775381,32292,50228
63779525775391,32280,50248
63779525775401,32272,50472
63779525775411,32264,50328
63779525775421,32272,50440
63779525775431,32258,50410
63779525775441,32256,50452
63779525775451,32244,50460
63779525775461,32236,50436
63779525775471,32228,50524
63779525775481,32249,50264
63779525775491,32256,50516
63779525775501,32266,50228
63779525775511,32248,50496
63779525775522,32224,50244
63779525775532,32196,50505
63779525775542,32209,50272
63779525775552,32248,50499
63779525775562,32376,50280
63779525775572,32552,50383
63779525775582,32804,50356
63779525775592,33072,50287
63779525775602,33349,50512
63779525775612,33606,50420
63779525775614,33824,50528
63779525775624,33976,50520
63779525775634,34079,50252
63779525775644,34120,50276
63779525775654,34120,50520
63779525775664,34044,50420
63779525775674,33973,50261
63779525775684,33880,50520
63779525775694,33784,50289
63779525775704,33668,50324
63779525775714,33584,50263
63779525775724,33488,50284
63779525775745,33408,50229
63779525775755,33316,50088
63779525775765,33240,50324
63779525775775,33145,50536
63779525775785,33092,50244
63779525775795,33038,50489
63779525775805,32996,50348
63779525775815,32981,50480
63779525775825,32956,50188
63779525775835,32948,50500
63779525775845,32963,50468
63779525775855,32969,50424
63779525775865,32992,50356
63779525775875,33010,50480
63779525775885,33032,50399
63779525775895,33032,50500
63779525775905,33036,50372
63779525775915,33034,50484
63779525775925,33028,50308
63779525775925,33002,50320
63779525775935,32972,50388
63779525775945,32936,50460
63779525775955,32908,50256
63779525775965,32865,50260
63779525775975,32828,50210
63779525775985,32798,50208
63779525775995,32769,50276
63779525776005,32725,50336
63779525776015,32694,50460
63779525776025,32640,50216
63779525776046,32629,50488
63779525776056,32594,50448
63779525776066,32572,50244
63779525776076,32548,50320
63779525776086,32529,50386
63779525776096,32520,50480
63779525776106,32512,50201
63779525776116,32498,50244
63779525776126,32488,50232
63779525776127,32472,50392
63779525776137,32476,50340
63779525776147,32470,50224
63779525776157,32469,50440
63779525776167,32458,50469
63779525776177,32468,50468
63779525776187,32441,50240
63779525776197,32456,50418
63779525776207,32448,50320
63779525776217,32444,50448
63779525776227,32446,50416
63779525776247,32436,50304
63779525776257,32424,50460
63779525776267,32429,50192
63779525776277,32418,49961
63779525776287,32418,50392
63779525776297,32416,50404
63779525776307,32412,50216
