OcutimeStamp,UnityTimeStamp,leftPor.x,leftPor.y,rightPor.x,rightPor.y,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,torsoPosition.x,torsoPosition.y,torsoPosition.z,torsoRotation.x,torsoRotation.y,torsoRotation.z,torsoRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valL,valR
13750813036,63778385196991,0.5447723,0.5740609,0.4900841,0.5733529,-15.15372,2.210281,-1.730031,-0.05269235,-0.7191014,0.05310225,-0.6908668,0,0,0,0,0,0,0,15.15211,-2.207217,1.705186,-0.09226485,-0.9956933,0.009053573,-0.03199432,0.003373032,-0.02574458,0.02877893,0.002755173,-0.02394542,0.04464722,0.2104797,0.9765625,0.04595947,0.2062225,0.977417,True,True
13750821372,63778385197006,0.5452243,0.5738142,0.4904284,0.5734839,-15.15378,2.210234,-1.729996,-0.05267653,-0.7191001,0.05307021,-0.6908718,0,0,0,0,0,0,0,15.15217,-2.207186,1.705177,-0.09221213,-0.9956983,0.009040457,-0.03199672,0.003353775,-0.02570841,0.02877956,0.002743027,-0.02393086,0.04582214,0.2097931,0.9766693,0.04684448,0.2065735,0.9772949,True,True
13750829626,63778385197013,0.545464,0.574122,0.4907666,0.5736033,-15.15382,2.210272,-1.729976,-0.05278194,-0.7190393,0.05307419,-0.6909267,0,0,0,0,0,0,0,15.15222,-2.207234,1.705168,-0.09230719,-0.9956903,0.008955693,-0.03199767,0.003346176,-0.02569971,0.02878018,0.002730896,-0.02391631,0.0464325,0.2106323,0.9764557,0.04771423,0.2068939,0.9771881,True,True
13750837950,63778385197023,0.5454022,0.5743999,0.4906923,0.5733085,-15.15388,2.210251,-1.729915,-0.05291089,-0.7191356,0.05297211,-0.6908244,0,0,0,0,0,0,0,15.15227,-2.207231,1.705142,-0.09231079,-0.9956919,0.008736422,-0.03199861,0.003338577,-0.02569101,0.02878097,0.002700974,-0.02385648,0.04626465,0.2113953,0.9762878,0.04753113,0.2060852,0.9773712,True,True
13750846285,63778385197035,0.5454067,0.5742933,0.490824,0.5739973,-15.15389,2.210274,-1.729954,-0.05287468,-0.7190713,0.05300641,-0.6908916,0,0,0,0,0,0,0,15.15228,-2.207275,1.705223,-0.09232061,-0.9956904,0.008806653,-0.03199885,0.003325379,-0.02566901,0.02878108,0.002671554,-0.02379347,0.04627991,0.2111053,0.9763641,0.04785156,0.2079773,0.9769592,True,True
13750854595,63778385197035,0.5454365,0.5743104,0.4908135,0.5746365,-15.15389,2.210274,-1.729954,-0.05287468,-0.7190713,0.05300641,-0.6908916,0,0,0,0,0,0,0,15.15228,-2.207285,1.705233,-0.09232133,-0.9956903,0.008804635,-0.03199892,0.003319336,-0.02566641,0.02878339,0.002657181,-0.0237751,0.0463562,0.2111511,0.9763489,0.04780579,0.2097321,0.9765778,True,True
13750863035,63778385197046,0.5449018,0.5745891,0.491149,0.5750067,-15.15389,2.210312,-1.729917,-0.05283492,-0.719105,0.0530934,-0.6908529,0,0,0,0,0,0,0,15.15228,-2.207329,1.705201,-0.09236313,-0.9956856,0.008908539,-0.03199925,0.003312943,-0.02565855,0.02878372,0.002652054,-0.02377229,0.04496765,0.2119293,0.9762421,0.04866028,0.2107391,0.9763184,True,True
13750871300,63778385197058,0.5442005,0.5747719,0.4914932,0.5750933,-15.15387,2.2103,-1.729884,-0.05281416,-0.7191302,0.05305006,-0.6908315,0,0,0,0,0,0,0,15.15226,-2.207324,1.705179,-0.09230834,-0.9956908,0.008885729,-0.03199945,0.00330481,-0.02563768,0.02878372,0.002648239,-0.02377119,0.04315186,0.2124481,0.9762115,0.04954529,0.210968,0.9762268,True,True
13750879519,63778385197069,0.5447125,0.5751325,0.4917952,0.5751074,-15.15385,2.210281,-1.729835,-0.05269437,-0.7191456,0.05304415,-0.6908251,0,0,0,0,0,0,0,15.15224,-2.207316,1.705155,-0.09218904,-0.995701,0.008985456,-0.03200421,0.003289307,-0.02560518,0.02878372,0.002639954,-0.0237547,0.04446411,0.2134247,0.9759369,0.05032349,0.2109985,0.976181,True,True
13750887923,63778385197069,0.5448654,0.5750611,0.491789,0.575085,-15.15385,2.210281,-1.729835,-0.05269437,-0.7191456,0.05304415,-0.6908251,0,0,0,0,0,0,0,15.15224,-2.207317,1.705159,-0.09218688,-0.9957012,0.008985653,-0.03200861,0.003287994,-0.02559854,0.02878372,0.002639954,-0.02375365,0.04486084,0.2132263,0.9759674,0.05030823,0.2109375,0.9761963,True,True
13750896249,63778385197080,0.5447812,0.5749214,0.4917484,0.5746403,-15.1538,2.21026,-1.729832,-0.05266808,-0.719247,0.05300745,-0.6907244,0,0,0,0,0,0,0,15.15219,-2.207296,1.705167,-0.09211602,-0.9957079,0.008964546,-0.03200871,0.003287994,-0.02559637,0.02878372,0.002639954,-0.02373299,0.04464722,0.2128448,0.976059,0.05021667,0.2097168,0.9764557,True,True
13750904685,63778385197091,0.544793,0.5749214,0.4917261,0.5742567,-15.1539,2.210194,-1.729803,-0.05266757,-0.7193372,0.05299035,-0.6906319,0,0,0,0,0,0,0,15.15229,-2.20723,1.705143,-0.09208487,-0.995711,0.008937872,-0.03200879,0.003287994,-0.02559637,0.02878372,0.002639954,-0.0237227,0.04467773,0.2128448,0.976059,0.0501709,0.2086639,0.9766846,True,True
13750912891,63778385197103,0.5445803,0.5749309,0.4917072,0.5741724,-15.15389,2.210162,-1.729715,-0.05262015,-0.7193897,0.05290657,-0.6905872,0,0,0,0,0,0,0,15.15228,-2.207199,1.705061,-0.091965,-0.9957225,0.008901449,-0.03201022,0.003287994,-0.02559637,0.02878372,0.002637985,-0.02371187,0.04412842,0.2128754,0.9760742,0.05012512,0.2084351,0.9767456,True,True
13750921325,63778385197103,0.5446485,0.5752103,0.4916901,0.5742332,-15.15389,2.210162,-1.729715,-0.05262015,-0.7193897,0.05290657,-0.6905872,0,0,0,0,0,0,0,15.15228,-2.2072,1.705063,-0.09196481,-0.9957225,0.008900373,-0.03201199,0.003287994,-0.02559637,0.02878372,0.002636292,-0.0237076,0.04429626,0.2136383,0.9758911,0.05007935,0.2086029,0.9767151,True,True
13750929555,63778385197114,0.5448555,0.5752232,0.4917208,0.5743174,-15.15392,2.210232,-1.729694,-0.05255795,-0.7194276,0.05297832,-0.6905468,0,0,0,0,0,0,0,15.15231,-2.20727,1.705043,-0.09196667,-0.9957213,0.00901228,-0.03201437,0.003287994,-0.02559637,0.02878339,0.002634247,-0.0237049,0.04483032,0.2136688,0.9758606,0.05015564,0.2088318,0.9766541,True,True
13750937936,63778385197125,0.5439207,0.5751638,0.4917497,0.5742673,-15.15384,2.210273,-1.729683,-0.05252556,-0.7195388,0.05298859,-0.6904327,0,0,0,0,0,0,0,15.15223,-2.207312,1.705035,-0.09194234,-0.9957233,0.009034609,-0.03201617,0.003287994,-0.02559637,0.02878293,0.002633987,-0.02370056,0.04241943,0.2135315,0.9760132,0.05023193,0.2086945,0.9766846,True,True
13750946228,63778385197137,0.5430816,0.575141,0.4916111,0.5745443,-15.15381,2.210303,-1.729688,-0.0525796,-0.7195797,0.05303478,-0.6903824,0,0,0,0,0,0,0,15.15219,-2.207344,1.705042,-0.0920358,-0.9957148,0.009018812,-0.03201933,0.003287994,-0.02559637,0.02878043,0.002631332,-0.0236951,0.04025269,0.2134857,0.9761047,0.04986572,0.2094574,0.976532,True,True
13750954657,63778385197137,0.543231,0.5747084,0.4912115,0.574268,-15.15381,2.210303,-1.729688,-0.0525796,-0.7195797,0.05303478,-0.6903824,0,0,0,0,0,0,0,15.15219,-2.207343,1.70505,-0.09203818,-0.9957146,0.009021134,-0.03202176,0.00329332,-0.02559854,0.02877614,0.002627029,-0.02367703,0.04064941,0.2122955,0.9763489,0.04884338,0.2087097,0.9767456,True,True
13750962973,63778385197148,0.5434459,0.5743379,0.4913814,0.5741307,-15.15378,2.210318,-1.72968,-0.05249584,-0.7196841,0.05315125,-0.6902711,0,0,0,0,0,0,0,15.15215,-2.207352,1.70503,-0.09204758,-0.9957123,0.009182625,-0.03202562,0.003304581,-0.02562984,0.02877301,0.002627029,-0.02367128,0.04121399,0.2112732,0.9765472,0.04928589,0.2083282,0.9768066,True,True
13750971310,63778385197159,0.54392,0.5738922,0.4916248,0.5736889,-15.15381,2.210304,-1.729676,-0.05250188,-0.7197415,0.05311405,-0.6902136,0,0,0,0,0,0,0,15.15217,-2.207339,1.705019,-0.09199881,-0.9957172,0.009138786,-0.03203143,0.003304581,-0.02566136,0.02876903,0.002627029,-0.02365389,0.04244995,0.2100372,0.9767609,0.04992676,0.2071075,0.9770355,True,True
13750979617,63778385197169,0.5439761,0.5741818,0.4914053,0.573626,-15.15378,2.210328,-1.729742,-0.0524476,-0.7198348,0.05304747,-0.6901255,0,0,0,0,0,0,0,15.15214,-2.207362,1.705079,-0.0918812,-0.9957283,0.009116288,-0.03203548,0.003304581,-0.0256786,0.02876401,0.002627029,-0.0236467,0.04258728,0.2108307,0.9765778,0.04936218,0.2069397,0.9770966,True,True
13750988018,63778385197169,0.5445557,0.5748361,0.4913991,0.5736089,-15.15378,2.210328,-1.729742,-0.0524476,-0.7198348,0.05304747,-0.6901255,0,0,0,0,0,0,0,15.15214,-2.207362,1.705067,-0.09187421,-0.9957289,0.009113995,-0.03204162,0.003304581,-0.02570345,0.02875853,0.002627029,-0.0236467,0.04406738,0.212616,0.9761353,0.04934692,0.2068939,0.9771118,True,True
13750996341,63778385197181,0.5436954,0.573874,0.4915925,0.5734664,-15.15378,2.210389,-1.729758,-0.05238606,-0.7198884,0.05308241,-0.6900716,0,0,0,0,0,0,0,15.15213,-2.207423,1.705072,-0.09185217,-0.9957302,0.009195477,-0.03204944,0.003304581,-0.02572955,0.0287516,0.002626892,-0.02364239,0.04187012,0.2099915,0.9767914,0.04985046,0.2064972,0.9771729,True,True
13751004632,63778385197193,0.5438825,0.5736974,0.492025,0.5735049,-15.15383,2.210347,-1.729764,-0.05240885,-0.7199397,0.05292844,-0.6900281,0,0,0,0,0,0,0,15.15217,-2.207381,1.705078,-0.09171743,-0.9957441,0.009035101,-0.03205737,0.003304581,-0.02572955,0.02874344,0.002626892,-0.02364239,0.0423584,0.2095032,0.9768829,0.05096436,0.2065887,0.9770813,True,True
13751012929,63778385197204,0.5443906,0.5731308,0.491374,0.5734811,-15.15382,2.21039,-1.729871,-0.05245363,-0.7200077,0.05291736,-0.6899547,0,0,0,0,0,0,0,15.15215,-2.207424,1.705185,-0.09173492,-0.995743,0.008976589,-0.03206351,0.003304581,-0.02573054,0.02873756,0.002626892,-0.02364239,0.04368591,0.2079315,0.9771576,0.04928589,0.206543,0.9771881,True,True
13751021295,63778385197204,0.5440526,0.572375,0.4908131,0.5735479,-15.15382,2.21039,-1.729871,-0.05245363,-0.7200077,0.05291736,-0.6899547,0,0,0,0,0,0,0,15.15215,-2.207425,1.705188,-0.09174633,-0.995742,0.008979214,-0.03206949,0.003304581,-0.02573054,0.02873294,0.002624008,-0.02363545,0.04283142,0.2058563,0.9776306,0.0478363,0.2067413,0.9772186,True,True
13751029662,63778385197215,0.5438473,0.5724897,0.4909438,0.5735832,-15.15377,2.210395,-1.729913,-0.0525631,-0.7200084,0.05295056,-0.689943,0,0,0,0,0,0,0,15.15209,-2.207433,1.705227,-0.09186877,-0.9957313,0.008907761,-0.03207416,0.00330249,-0.02574167,0.0287285,0.002622421,-0.02362933,0.04229736,0.2061768,0.9775848,0.048172,0.2068329,0.9771729,True,True
13751037858,63778385197226,0.5440334,0.5722305,0.4911065,0.5738781,-15.1538,2.210365,-1.729899,-0.05265583,-0.7200529,0.05296117,-0.6898888,0,0,0,0,0,0,0,15.15213,-2.207406,1.705215,-0.09194372,-0.9957251,0.008825634,-0.03207852,0.003301147,-0.02574167,0.02872549,0.002617569,-0.02362622,0.04278564,0.2054596,0.9777222,0.04858398,0.2076416,0.9769897,True,True
13751046282,63778385197237,0.5442522,0.5728692,0.4913082,0.5728714,-15.15377,2.210394,-1.729872,-0.05278239,-0.7200048,0.05298498,-0.6899273,0,0,0,0,0,0,0,15.15209,-2.207438,1.705199,-0.09207268,-0.9957139,0.008739226,-0.03208197,0.003293594,-0.02574167,0.02872049,0.002617462,-0.02360408,0.04333496,0.2072144,0.9773254,0.0491333,0.2048645,0.9775391,True,True
13751054731,63778385197237,0.5436827,0.573774,0.4910204,0.5741103,-15.15377,2.210394,-1.729872,-0.05278239,-0.7200048,0.05298498,-0.6899273,0,0,0,0,0,0,0,15.15208,-2.207451,1.705203,-0.09208778,-0.9957126,0.008733283,-0.03208986,0.003279846,-0.02574167,0.02871005,0.002606781,-0.02359605,0.0418396,0.2097168,0.9768524,0.0483551,0.2082825,0.9768677,True,True
13751161914,63778385197338,0.5438946,0.573725,0.4902792,0.5739043,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15183,-2.207325,1.705316,-0.09239608,-0.9956931,0.007627521,-0.0320941,0.003277893,-0.02574167,0.02870454,0.002606689,-0.02358492,0.04238892,0.2095795,0.9768677,0.04644775,0.2077332,0.977066,True,True
13751162072,63778385197338,0.5433619,0.5735928,0.4901918,0.5740257,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15183,-2.207327,1.705321,-0.09240465,-0.9956923,0.007627922,-0.03209506,0.003276337,-0.02573683,0.02870045,0.002603683,-0.02357944,0.04101563,0.2092285,0.977005,0.04621887,0.2080688,0.977005,True,True
13751162210,63778385197338,0.5438323,0.5739805,0.4908324,0.576847,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15182,-2.207376,1.705434,-0.09239415,-0.9956934,0.007617379,-0.03210031,0.003270874,-0.02573173,0.02868727,0.002511353,-0.02335895,0.04222107,0.2102814,0.9767151,0.04779053,0.2157898,0.9752655,True,True
13751162362,63778385197338,0.5440806,0.5734273,0.4911234,0.576906,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15181,-2.207376,1.705435,-0.09238596,-0.9956942,0.007618591,-0.03210466,0.003270615,-0.02573024,0.0286824,0.002511353,-0.02335895,0.0428772,0.2087555,0.9770203,0.04853821,0.2159424,0.9751892,True,True
13751162446,63778385197338,0.5375803,0.5733608,0.483578,0.5800399,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15162,-2.207444,1.705433,-0.0925848,-0.9956757,0.00761589,-0.03228607,0.003200668,-0.02577907,0.02847197,0.002445557,-0.02331464,0.02606201,0.2086945,0.9776306,0.02902222,0.2246552,0.973999,True,True
13751162516,63778385197338,0.517112,0.5605097,0.4634708,0.5726675,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15134,-2.207513,1.705373,-0.09311996,-0.9956253,0.007676427,-0.03250884,0.00318248,-0.02595413,0.02813673,0.002325714,-0.02325975,-0.02716064,0.1729126,0.9845581,-0.02293396,0.2044983,0.9785919,True,True
13751162583,63778385197338,0.4988754,0.5569817,0.4469104,0.5649986,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15108,-2.207583,1.705282,-0.09358869,-0.9955813,0.007682801,-0.03274126,0.003114471,-0.02611531,0.02785796,0.002253845,-0.02328033,-0.07469177,0.1625671,0.9838562,-0.06599426,0.1828613,0.9809113,True,True
13751162648,63778385197338,0.4874438,0.5493919,0.4334507,0.5594454,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15085,-2.207683,1.705275,-0.09391639,-0.9955505,0.007684172,-0.03293965,0.003042374,-0.0262131,0.02759576,0.002125748,-0.02319522,-0.1045685,0.1406708,0.9845123,-0.1009369,0.1668243,0.9808044,True,True
13751162775,63778385197338,0.4777228,0.5467005,0.4202948,0.5550824,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15073,-2.207815,1.705471,-0.0942214,-0.9955218,0.007662078,-0.03305431,0.002925461,-0.0260854,0.02746185,0.001978043,-0.02293138,-0.1296844,0.1326141,0.9826355,-0.1348267,0.1539307,0.9788361,True,True
13751162865,63778385197338,0.4792768,0.5467086,0.4181986,0.5520704,-15.15352,2.210267,-1.72998,-0.05359235,-0.719569,0.05247544,-0.6903584,0,0,0,0,0,0,0,15.15071,-2.207804,1.70542,-0.09422524,-0.9955214,0.007667211,-0.03309328,0.002964478,-0.02619518,0.0274689,0.001961502,-0.02292314,-0.1257019,0.1327057,0.983139,-0.1403351,0.14534,0.9793701,True,True
13751162944,63778385197355,0.478719,0.5463095,0.4210588,0.5544333,-15.15356,2.210378,-1.729966,-0.05380594,-0.719489,0.0523939,-0.6904313,0,0,0,0,0,0,0,15.15077,-2.207917,1.705415,-0.09431686,-0.9955146,0.007415638,-0.03309874,0.002967331,-0.02619688,0.02750954,0.001954773,-0.02290637,-0.1271515,0.131546,0.9831085,-0.1329193,0.1521454,0.9793701,True,True
13751163040,63778385197355,0.4801912,0.5461742,0.4211364,0.5525899,-15.15356,2.210378,-1.729966,-0.05380594,-0.719489,0.0523939,-0.6904313,0,0,0,0,0,0,0,15.15078,-2.207919,1.705411,-0.09429337,-0.9955168,0.007422436,-0.03310419,0.002970184,-0.02619724,0.02752827,0.001947525,-0.02291388,-0.1233826,0.1312256,0.9836426,-0.1328278,0.1469574,0.9801788,True,True
13751163143,63778385197355,0.4803464,0.5458024,0.4219412,0.5527164,-15.15356,2.210378,-1.729966,-0.05380594,-0.719489,0.0523939,-0.6904313,0,0,0,0,0,0,0,15.15078,-2.207916,1.705403,-0.09427999,-0.995518,0.007424627,-0.03310619,0.002973724,-0.02619621,0.02753258,0.001949753,-0.02293021,-0.1230011,0.1301727,0.9838257,-0.1307678,0.1473541,0.9803925,True,True
13751171359,63778385197363,0.4804897,0.545436,0.4225318,0.5533177,-15.15362,2.210329,-1.729976,-0.05391386,-0.7194797,0.05210882,-0.6904541,0,0,0,0,0,0,0,15.15083,-2.207866,1.705406,-0.09410981,-0.9955366,0.00708454,-0.03310819,0.002977264,-0.02619518,0.02753688,0.001948502,-0.02294447,-0.1226501,0.1291351,0.9840088,-0.1292267,0.1490784,0.9803314,True,True
13751179515,63778385197363,0.4809277,0.5455048,0.4229909,0.5530984,-15.15362,2.210329,-1.729976,-0.05391386,-0.7194797,0.05210882,-0.6904541,0,0,0,0,0,0,0,15.15083,-2.207867,1.705408,-0.09409737,-0.9955378,0.007086402,-0.03311449,0.002975708,-0.02619263,0.02754173,0.001948013,-0.02294428,-0.121521,0.1293488,0.9841156,-0.128067,0.1484833,0.9805756,True,True
13751187920,63778385197372,0.4814256,0.5455302,0.4234498,0.5528793,-15.1536,2.210344,-1.730017,-0.05404123,-0.7194394,0.05186491,-0.6905047,0,0,0,0,0,0,0,15.15081,-2.207883,1.70545,-0.09398178,-0.9955509,0.006769754,-0.03312077,0.002974152,-0.02619008,0.0275466,0.001947525,-0.02294447,-0.1202393,0.1294403,0.9842529,-0.1269073,0.1478882,0.9808197,True,True
13751196145,63778385197380,0.4819748,0.5460468,0.4234564,0.5528362,-15.15359,2.210387,-1.730052,-0.05412995,-0.7193732,0.05149596,-0.6905943,0,0,0,0,0,0,0,15.15081,-2.207927,1.705488,-0.09373374,-0.9955769,0.006382612,-0.03312656,0.002972168,-0.02618317,0.02755153,0.001947021,-0.0229455,-0.1188049,0.1309357,0.9842377,-0.1268921,0.1477661,0.980835,True,True
13751204666,63778385197392,0.4823742,0.546609,0.4234689,0.5528301,-15.15354,2.210382,-1.730099,-0.05407812,-0.7194235,0.0510474,-0.6905792,0,0,0,0,0,0,0,15.15075,-2.207923,1.705538,-0.09327912,-0.9956217,0.006037206,-0.03313234,0.002970184,-0.02617624,0.02755646,0.001946503,-0.02294653,-0.1177521,0.1325531,0.9841461,-0.1268616,0.1477509,0.9808502,True,True
13751212847,63778385197403,0.4826351,0.5466266,0.4231093,0.5531505,-15.15353,2.210361,-1.730109,-0.05411971,-0.7195386,0.05089286,-0.6904675,0,0,0,0,0,0,0,15.15074,-2.207905,1.705552,-0.09315877,-0.9956341,0.005849487,-0.03313504,0.002967331,-0.02615881,0.02756215,0.001945343,-0.0229548,-0.1170807,0.1326141,0.9842224,-0.1277618,0.1486359,0.9805908,True,True
13751221267,63778385197403,0.4827748,0.5467589,0.4227576,0.5533788,-15.15353,2.210361,-1.730109,-0.05411971,-0.7195386,0.05089286,-0.6904675,0,0,0,0,0,0,0,15.15074,-2.207907,1.705557,-0.09316207,-0.9956338,0.005848385,-0.03313776,0.002964478,-0.02614139,0.02756784,0.001944199,-0.02296309,-0.1167145,0.1329956,0.9842072,-0.1286469,0.1492615,0.9803772,True,True
13751229580,63778385197414,0.482683,0.5462563,0.4224249,0.553579,-15.1535,2.210375,-1.730174,-0.05402879,-0.7195312,0.05052878,-0.690509,0,0,0,0,0,0,0,15.15072,-2.207922,1.705641,-0.09276998,-0.9956717,0.00561972,-0.033138,0.002962677,-0.02609889,0.02757152,0.001942978,-0.02296692,-0.1169739,0.1315613,0.984375,-0.1294861,0.1498108,0.9801941,True,True
13751237906,63778385197425,0.4825905,0.5457809,0.4221599,0.5536543,-15.15357,2.21031,-1.730228,-0.05400246,-0.7195612,0.05027518,-0.6904982,0,0,0,0,0,0,0,15.15079,-2.207859,1.705716,-0.0925224,-0.9956958,0.00542214,-0.03313825,0.002960892,-0.0260564,0.02757519,0.001941772,-0.02296759,-0.1172333,0.1302032,0.9845276,-0.1301575,0.1500092,0.980072,True,True
13751246242,63778385197436,0.4824581,0.5455315,0.4229646,0.5537541,-15.15352,2.210269,-1.73023,-0.0539144,-0.7196843,0.04990748,-0.6904036,0,0,0,0,0,0,0,15.15075,-2.207868,1.705775,-0.09209211,-0.9957371,0.005170814,-0.03314072,0.002959976,-0.02603676,0.02760497,0.001842835,-0.02287286,-0.1175842,0.1294861,0.9845734,-0.1280975,0.1503296,0.9802856,True,True
13751254629,63778385197436,0.4823205,0.545255,0.4184231,0.5524672,-15.15352,2.210269,-1.73023,-0.0539144,-0.7196843,0.04990748,-0.6904036,0,0,0,0,0,0,0,15.15075,-2.207886,1.705809,-0.09215411,-0.9957314,0.005165887,-0.03314319,0.002959061,-0.02601712,0.02760341,0.001806503,-0.02282422,-0.1179504,0.1286926,0.9846344,-0.13974,0.1464691,0.9792786,True,True
13751262872,63778385197447,0.4829109,0.5446908,0.4222186,0.5525874,-15.1535,2.210293,-1.730319,-0.05391328,-0.7198161,0.04965275,-0.6902846,0,0,0,0,0,0,0,15.15072,-2.207939,1.705967,-0.09184432,-0.9957612,0.004938593,-0.03315132,0.002953888,-0.02596607,0.02760545,0.001753754,-0.02273679,-0.1164551,0.1271057,0.9850159,-0.1300659,0.1470032,0.9805298,True,True
13751271196,63778385197459,0.4832626,0.5452847,0.420942,0.5529565,-15.15355,2.21024,-1.730393,-0.05386011,-0.7200474,0.04930007,-0.6900728,0,0,0,0,0,0,0,15.15078,-2.207888,1.706005,-0.091461,-0.9957978,0.00464883,-0.0331565,0.002951569,-0.02593695,0.02761069,0.001752976,-0.02284076,-0.1155243,0.1288147,0.9849091,-0.1333008,0.1479797,0.97995,True,True
13751279441,63778385197470,0.481748,0.5444018,0.4211019,0.5533267,-15.15351,2.21023,-1.73052,-0.05375155,-0.7201727,0.04882184,-0.6899844,0,0,0,0,0,0,0,15.15073,-2.2079,1.706161,-0.09094273,-0.9958467,0.00431923,-0.03316071,0.002943115,-0.02585834,0.02761694,0.001716629,-0.02285971,-0.1194611,0.126236,0.9847717,-0.1328735,0.1490326,0.9798584,True,True
13751287850,63778385197470,0.4817214,0.5452527,0.419825,0.5528144,-15.15351,2.21023,-1.73052,-0.05375155,-0.7201727,0.04882184,-0.6899844,0,0,0,0,0,0,0,15.15074,-2.207919,1.706153,-0.09096089,-0.9958451,0.004316245,-0.03316332,0.002943115,-0.02585834,0.02762199,0.001679352,-0.02287544,-0.1194916,0.1286621,0.9844513,-0.1361542,0.147522,0.9796295,True,True
13751296212,63778385197481,0.481414,0.5458569,0.4220313,0.5535052,-15.15346,2.210199,-1.730595,-0.05381487,-0.720462,0.04844406,-0.6897042,0,0,0,0,0,0,0,15.15069,-2.207902,1.706234,-0.09060491,-0.9958793,0.003896548,-0.03316353,0.002943115,-0.02585834,0.02762176,0.001651016,-0.02286482,-0.1202545,0.1303711,0.9841309,-0.1304932,0.1495819,0.9800873,True,True
13751304594,63778385197492,0.4813737,0.5457825,0.4215145,0.5511243,-15.15339,2.210192,-1.730676,-0.05370856,-0.7207816,0.04801688,-0.6894082,0,0,0,0,0,0,0,15.15061,-2.207911,1.706312,-0.09008747,-0.9959274,0.003588269,-0.0331644,0.002943115,-0.02585834,0.02761468,0.001618927,-0.0228703,-0.1203613,0.1301575,0.9841461,-0.1319427,0.1428375,0.980896,True,True
13751312824,63778385197504,0.4814374,0.5458779,0.4207614,0.5511208,-15.15334,2.210191,-1.730774,-0.05379485,-0.7210462,0.04758611,-0.6891547,0,0,0,0,0,0,0,15.15056,-2.20785,1.706201,-0.08974186,-0.9959602,0.003105227,-0.03316563,0.002943115,-0.02585834,0.02760025,0.001738373,-0.02328688,-0.1201935,0.1304321,0.9841309,-0.1338654,0.1427917,0.9806519,True,True
13751321220,63778385197504,0.4795546,0.5458729,0.4191194,0.5534994,-15.15334,2.210191,-1.730774,-0.05379485,-0.7210462,0.04758611,-0.6891547,0,0,0,0,0,0,0,15.15053,-2.207866,1.706131,-0.08979248,-0.9959557,0.00309407,-0.03320139,0.003050186,-0.02628847,0.02758754,0.001600143,-0.02299834,-0.1250305,0.1303406,0.983551,-0.1379089,0.1494141,0.9790955,True,True
13751329701,63778385197515,0.4796234,0.5430146,0.4189216,0.5524682,-15.15328,2.210191,-1.730844,-0.05396121,-0.7213503,0.04740416,-0.688836,0,0,0,0,0,0,0,15.15048,-2.207892,1.706189,-0.08971527,-0.9959637,0.002755182,-0.03318539,0.003009812,-0.02618108,0.02759856,0.001589188,-0.02312761,-0.1249847,0.1221924,0.9846039,-0.1384735,0.1464996,0.9794617,True,True
13751337946,63778385197525,0.4884716,0.5414706,0.4348022,0.5488449,-15.15323,2.210181,-1.73092,-0.05411218,-0.7215831,0.04714696,-0.6885979,0,0,0,0,0,0,0,15.15056,-2.20783,1.705992,-0.08922864,-0.9960082,0.002418063,-0.03306578,0.003050751,-0.02638997,0.02772418,0.00165184,-0.02346574,-0.1022186,0.1180878,0.9877167,-0.09791565,0.1369324,0.9857178,True,True
13751346163,63778385197537,0.4974071,0.5386529,0.4466963,0.5471447,-15.1532,2.210168,-1.730989,-0.054253,-0.7217109,0.0469429,-0.6884667,0,0,0,0,0,0,0,15.15069,-2.207707,1.705678,-0.08884942,-0.9960428,0.002133549,-0.03290704,0.003111236,-0.02656975,0.02789313,0.001810928,-0.02405309,-0.07907104,0.1102295,0.9907532,-0.0670929,0.132431,0.9889069,True,True
