OcutimeStamp,UnityTimeStamp,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,valB,valL,valR
3417873,63773178234422,-19.41125,2.326692,-0.03992164,-0.3213609,0.1426296,-0.03738636,-0.9354071,0.0007841187,-0.001591049,-0.02700284,-0.0123291,-0.008041382,0.9998779,0.03302576,-0.001061798,-0.02481538,0.03302576,-0.001061798,-0.02481538,0.07727051,-0.006225586,0.9969788,0.07727051,-0.006225586,0.9969788,True,True,True
3417889,63773178234433,-19.41222,2.326483,-0.03953478,-0.3210106,0.1428531,-0.03726215,-0.9354982,0.00336644,-0.001537323,-0.02684152,-0.004882813,-0.009841919,0.999939,0.03303798,-0.001061798,-0.02482263,0.03303798,-0.001061798,-0.02482263,0.07702637,-0.006515503,0.996994,0.07702637,-0.006515503,0.996994,True,True,True
3417906,63773178234446,-19.41223,2.326586,-0.03951257,-0.3208477,0.1429247,-0.03713343,-0.9355483,-0.02026804,-0.001920502,-0.02852748,-0.07151794,-0.009887695,0.9973755,0.03310568,-0.0009733735,-0.02531554,0.03310568,-0.0009733735,-0.02531554,0.07263184,-0.007156372,0.9973297,0.07263184,-0.007156372,0.9973297,True,True,True
3417914,63773178234470,-19.41317,2.326371,-0.03922486,-0.3200422,0.1433787,-0.03665771,-0.9357734,-0.0306375,-0.002169479,-0.02901201,-0.1012421,-0.01608276,0.9947205,0.03310813,-0.0009892121,-0.02533302,0.03310813,-0.0009892121,-0.02533302,0.07670593,0.003555298,0.9970398,0.07670593,0.003555298,0.9970398,True,True,True
3417931,63773178234479,-19.41318,2.32647,-0.03924236,-0.3193682,0.1438853,-0.03640722,-0.9359357,-0.03212969,-0.002212418,-0.02916364,-0.1046448,-0.008224487,0.9944611,0.03309972,-0.001079819,-0.02520726,0.03309972,-0.001079819,-0.02520726,0.0710907,-0.00239563,0.997467,0.0710907,-0.00239563,0.997467,True,True,True
3417948,63773178234501,-19.41382,2.326585,-0.03900382,-0.3178838,0.1448587,-0.03621912,-0.9362981,-0.03131957,-0.002201126,-0.02923807,-0.10495,-0.007858276,0.9944305,0.03308217,-0.001156311,-0.02510517,0.03308217,-0.001156311,-0.02510517,0.0680542,0.00213623,0.9976654,0.0680542,0.00213623,0.9976654,True,True,True
3417964,63773178234512,-19.41432,2.326634,-0.03885227,-0.317003,0.1451538,-0.03604236,-0.9365578,-0.02505788,-0.002131623,-0.02881948,-0.08460999,-0.008880615,0.9963684,0.03306552,-0.001196335,-0.02505847,0.03306552,-0.001196335,-0.02505847,0.07461548,0.004089355,0.9971924,0.07461548,0.004089355,0.9971924,True,True,True
3417981,63773178234534,-19.41525,2.326904,-0.03839591,-0.3146305,0.1455977,-0.03574506,-0.9373001,-0.01365624,-0.001981491,-0.02804913,-0.05461121,-0.005371094,0.9984894,0.03306473,-0.001222229,-0.02505847,0.03306473,-0.001222229,-0.02505847,0.07371521,0.008209229,0.9972382,0.07371521,0.008209229,0.9972382,True,True,True
3417998,63773178234545,-19.41581,2.327075,-0.03803697,-0.3130572,0.1458836,-0.0355799,-0.9377886,0.002813324,-0.001814118,-0.02692746,-0.01132202,0.002838135,0.9999237,0.03305618,-0.001289139,-0.02506221,0.03305618,-0.001289139,-0.02506221,0.06968689,0.005966187,0.9975433,0.06968689,0.005966187,0.9975433,True,True,True
3418014,63773178234556,-19.41588,2.327527,-0.03802177,-0.3109219,0.1462598,-0.0354778,-0.938444,0.0117079,-0.001743454,-0.02644403,0.01701355,-0.0003814697,0.9998474,0.03303761,-0.001371277,-0.02512737,0.03303761,-0.001371277,-0.02512737,0.07276917,-0.0004119873,0.997345,0.07276917,-0.0004119873,0.997345,True,True,True
3418031,63773178234578,-19.41812,2.328206,-0.03682077,-0.3061357,0.14738,-0.03518267,-0.9398523,0.02705853,-0.001670258,-0.02533844,0.05957031,-0.008270264,0.9981842,0.03303717,-0.00155658,-0.02498511,0.03303717,-0.00155658,-0.02498511,0.07546997,-0.00831604,0.9971008,0.07546997,-0.00831604,0.9971008,True,True,True
3418048,63773178234589,-19.41821,2.328817,-0.03681552,-0.30331,0.1481087,-0.03516861,-0.9406542,0.02591611,-0.001927322,-0.02521939,0.0526123,-0.003234863,0.9985962,0.03304959,-0.001798035,-0.02477335,0.03304959,-0.001798035,-0.02477335,0.07096863,-0.001724243,0.997467,0.07096863,-0.001724243,0.997467,True,True,True
3418064,63773178234611,-19.41841,2.330273,-0.03686857,-0.2970498,0.1497286,-0.03546945,-0.9423825,0.01624866,-0.002228867,-0.02592342,0.02830505,-0.0002593994,0.999588,0.03306487,-0.001916596,-0.02488407,0.03306487,-0.001916596,-0.02488407,0.07472229,0.003997803,0.9971924,0.07472229,0.003997803,0.9971924,True,True,True
3418081,63773178234623,-19.41759,2.331264,-0.03734311,-0.2938091,0.1504271,-0.03553225,-0.9432845,0.01076502,-0.00251532,-0.02616522,0.01078796,-0.00730896,0.9999084,0.03306821,-0.002030411,-0.02489711,0.03306821,-0.002030411,-0.02489711,0.07000732,-0.007492065,0.9975128,0.07000732,-0.007492065,0.9975128,True,True,True
3418098,63773178234645,-19.41958,2.332504,-0.03673556,-0.2868668,0.1519521,-0.03592888,-0.9451599,0.02999312,-0.002037689,-0.0250547,0.07199097,0.01062012,0.997345,0.03299794,-0.001962997,-0.02490157,0.03299794,-0.001962997,-0.02490157,0.07971191,0.01048279,0.9967499,0.07971191,0.01048279,0.9967499,True,True,True
3418106,63773178234656,-19.41892,2.333998,-0.03707924,-0.2831726,0.1529955,-0.03622045,-0.946094,0.03101029,-0.001918366,-0.02495332,0.07398987,0.02545166,0.996933,0.03292828,-0.001874222,-0.02484459,0.03292828,-0.001874222,-0.02484459,0.07865906,0.02508545,0.996582,0.07865906,0.02508545,0.996582,True,True,True
3418123,63773178234678,-19.41658,2.336822,-0.03872594,-0.2752374,0.1550779,-0.03681112,-0.9480719,0.02789794,-0.001446732,-0.02570323,0.07176208,0.09025574,0.9933167,0.03271694,-0.001330856,-0.0254265,0.03271694,-0.001330856,-0.0254265,0.08303833,0.08805847,0.9926453,0.08303833,0.08805847,0.9926453,True,True,True
3418139,63773178234689,-19.41696,2.33809,-0.03881264,-0.2709917,0.1563188,-0.03711436,-0.9490789,-0.001,-0.001,-0.001,1,-1,-1,0.032539,-0.0004578858,-0.02626604,0.032539,-0.0004578858,-0.02626604,0,0,0,0,0,0,False,True,True
3418156,63773178234701,-19.41717,2.339386,-0.03899062,-0.266166,0.157669,-0.03756397,-0.9502028,-0.001,-0.001,-0.001,1,-1,-1,0.03242511,-9.898377E-05,-0.02562601,0.03242511,-9.898377E-05,-0.02562601,0,0,0,0,0,0,False,True,True
3418173,63773178234723,-19.41765,2.342336,-0.03936899,-0.2556758,0.1607097,-0.03834164,-0.9525399,-0.001,-0.001,-0.001,1,-1,-1,0.03252639,0.0001856537,-0.02526138,0.03252639,0.0001856537,-0.02526138,0,0,0,0,0,0,False,True,True
3418189,63773178234734,-19.41708,2.344038,-0.04015413,-0.2497012,0.1622467,-0.03881104,-0.9538445,0.03232501,0.0006389465,-0.02526906,0.105957,0.2592926,0.9599609,0.03232501,0.0006389465,-0.02526906,0.03232501,0.0006389465,-0.02526906,0.105957,0.2592926,0.9599609,0.105957,0.2592926,0.9599609,True,True,True
3418206,63773178234756,-19.41757,2.347056,-0.04085752,-0.2361575,0.1655023,-0.03984883,-0.9566875,0.03229755,0.0007240296,-0.02526598,0.09864807,0.2576599,0.9611816,0.03229755,0.0007240296,-0.02526598,0.03229755,0.0007240296,-0.02526598,0.09864807,0.2576599,0.9611816,0.09864807,0.2576599,0.9611816,True,True,True
