UnityTS,heart,breath,GSR
63781389937682,30698,34628,103
63781389937685,30688,34632,90
63781389937699,30694,34360,88
63781389937710,30692,33988,91
63781389937721,30696,33736,91
63781389937725,30713,33264,94
63781389937740,30724,33104,85
63781389937746,30736,32716,99
63781389937776,30808,32348,92
63781389937806,30968,31780,98
63781389937808,31260,31364,89
63781389937811,31729,31236,94
63781389937813,32320,30840,94
63781389937816,32993,30368,101
63781389937818,33688,30196,93
63781389937830,34348,29849,99
63781389937840,34940,29513,87
63781389937850,35418,29222,80
63781389937853,35796,28936,101
63781389937870,36032,28600,102
63781389937876,36144,28390,89
63781389937891,36152,28130,109
63781389937895,36078,27856,90
63781389937911,35930,27556,91
63781389937915,35748,27276,90
63781389937930,35544,27028,98
63781389937935,35348,26772,103
63781389937951,35168,26576,92
63781389937957,35016,26344,93
63781389937972,34874,26108,95
63781389937975,34745,26000,88
63781389937991,34636,25733,108
63781389937995,34508,25580,93
63781389938010,34368,25440,99
63781389938020,34204,25364,87
63781389938031,34032,25356,87
63781389938043,33880,25229,91
63781389938046,33720,25200,107
63781389938061,33590,25193,93
63781389938065,33440,25248,93
63781389938080,33332,25284,89
63781389938086,33231,25352,89
63781389938111,33156,25462,88
63781389938136,33084,25600,97
63781389938172,33028,25736,95
63781389938188,32992,25898,98
63781389938191,32946,26052,91
63781389938196,32896,26206,94
63781389938198,32860,26392,90
63781389938201,32818,26512,98
63781389938203,32781,26686,93
63781389938206,32725,26804,91
63781389938208,32661,26953,90
63781389938211,32600,27049,98
63781389938218,32512,27184,90
63781389938230,32456,27297,104
63781389938236,32380,27364,93
63781389938246,32304,27456,94
63781389938257,32236,27532,97
63781389938268,32176,27576,93
63781389938278,32136,27624,94
63781389938288,32084,27664,109
63781389938295,32046,27664,90
63781389938311,32004,27665,97
63781389938315,31968,27656,91
63781389938330,31946,27692,96
63781389938340,31920,27689,72
63781389938351,31896,27596,93
63781389938360,31868,27682,92
63781389938363,31848,27688,99
63781389938378,31824,27664,94
63781389938390,31792,27713,89
63781389938400,31760,27748,90
63781389938410,31720,27794,94
63781389938420,31671,27872,90
63781389938423,31613,27906,99
63781389938438,31561,27980,91
63781389938448,31505,28056,95
63781389938462,31454,28150,91
63781389938466,31414,28121,91
63781389938481,31360,28274,94
63781389938487,31316,28348,94
63781389938525,31280,28356,87
63781389938525,31244,28392,96
63781389938542,31224,28474,91
63781389938545,31209,28532,95
63781389938547,31200,28564,93
63781389938550,31208,28585,91
63781389938570,31218,28770,92
63781389938570,31242,28664,78
63781389938576,31264,28930,93
63781389937682,30698,34628,103
63781389937685,30688,34632,90
63781389937699,30694,34360,88
63781389937710,30692,33988,91
63781389937721,30696,33736,91
63781389937725,30713,33264,94
63781389937740,30724,33104,85
63781389937746,30736,32716,99
63781389937776,30808,32348,92
63781389937806,30968,31780,98
63781389937808,31260,31364,89
63781389937811,31729,31236,94
63781389937813,32320,30840,94
63781389937816,32993,30368,101
63781389937818,33688,30196,93
63781389937830,34348,29849,99
63781389937840,34940,29513,87
63781389937850,35418,29222,80
63781389937853,35796,28936,101
63781389937870,36032,28600,102
63781389937876,36144,28390,89
63781389937891,36152,28130,109
63781389937895,36078,27856,90
63781389937911,35930,27556,91
63781389937915,35748,27276,90
63781389937930,35544,27028,98
63781389937935,35348,26772,103
63781389937951,35168,26576,92
63781389937957,35016,26344,93
63781389937972,34874,26108,95
63781389937975,34745,26000,88
63781389937991,34636,25733,108
63781389937995,34508,25580,93
63781389938010,34368,25440,99
63781389938020,34204,25364,87
63781389938031,34032,25356,87
63781389938043,33880,25229,91
63781389938046,33720,25200,107
63781389938061,33590,25193,93
63781389938065,33440,25248,93
63781389938080,33332,25284,89
63781389938086,33231,25352,89
63781389938111,33156,25462,88
63781389938136,33084,25600,97
63781389938172,33028,25736,95
63781389938188,32992,25898,98
63781389938191,32946,26052,91
63781389938196,32896,26206,94
63781389938198,32860,26392,90
63781389938201,32818,26512,98
63781389938203,32781,26686,93
63781389938206,32725,26804,91
63781389938208,32661,26953,90
63781389938211,32600,27049,98
63781389938218,32512,27184,90
63781389938230,32456,27297,104
63781389938236,32380,27364,93
63781389938246,32304,27456,94
63781389938257,32236,27532,97
63781389938268,32176,27576,93
63781389938278,32136,27624,94
63781389938288,32084,27664,109
63781389938295,32046,27664,90
63781389938311,32004,27665,97
