OcutimeStamp,UnityTimeStamp,leftPor.x,leftPor.y,rightPor.x,rightPor.y,cameraPosition.x,cameraPosition.y,cameraPosition.z,cameraRotation.x,cameraRotation.y,cameraRotation.z,cameraRotation.w,torsoPosition.x,torsoPosition.y,torsoPosition.z,torsoRotation.x,torsoRotation.y,torsoRotation.z,torsoRotation.w,meanBasePoint.x,meanBasePoint.y,meanBasePoint.z,meanGazeDirection.x,meanGazeDirection.y,meanGazeDirection.z,leftBasePoint.x,leftBasePoint.y,leftBasePoint.z,rightBasePoint.x,rightBasePoint.y,rightBasePoint.z,leftEyeDirection.x,leftEyeDirection.y,leftEyeDirection.z,rightEyeDirection.x,rightEyeDirection.y,rightEyeDirection.z,pupilDiameterL,pupilDiameterR,valL,valR
27061437448,63780026594628,0.547915,0.4810134,0.4744963,0.4795432,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881889,0.7323904,-0.002687818,-0.9999923,-0.002858234,-0.03137164,0.002837402,-0.02297264,0.02735107,0.002736359,-0.01921574,0.05387878,-0.05830383,0.9968414,0.005767822,-0.06474304,0.997879,0.002966721,0.003339828,True,True
27061437532,63780026594628,0.547915,0.4810134,0.4744963,0.4795432,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881889,0.7323904,-0.002687818,-0.9999923,-0.002858234,-0.03137164,0.002837402,-0.02297264,0.02735107,0.002736359,-0.01921574,0.05387878,-0.05830383,0.9968414,0.005767822,-0.06474304,0.997879,0.002966721,0.003339828,True,True
27061437598,63780026594628,0.547915,0.4810134,0.4744963,0.4795432,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881889,0.7323904,-0.002687818,-0.9999923,-0.002858234,-0.03137164,0.002837402,-0.02297264,0.02735107,0.002736359,-0.01921574,0.05387878,-0.05830383,0.9968414,0.005767822,-0.06474304,0.997879,0.002966721,0.003339828,True,True
27061437703,63780026594628,0.547915,0.4810134,0.4744963,0.4795432,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881889,0.7323904,-0.002687818,-0.9999923,-0.002858234,-0.03137164,0.002837402,-0.02297264,0.02735107,0.002736359,-0.01921574,0.05387878,-0.05830383,0.9968414,0.005767822,-0.06474304,0.997879,0.002966721,0.003339828,True,True
27061437789,63780026594628,0.547915,0.4810134,0.4744963,0.4795432,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881889,0.7323904,-0.002687818,-0.9999923,-0.002858234,-0.03137164,0.002837402,-0.02297264,0.02735107,0.002736359,-0.01921574,0.05387878,-0.05830383,0.9968414,0.005767822,-0.06474304,0.997879,0.002966721,0.003339828,True,True
27061437869,63780026594628,0.547915,0.4810134,0.4744963,0.4795432,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881889,0.7323904,-0.002687818,-0.9999923,-0.002858234,-0.03137164,0.002837402,-0.02297264,0.02735107,0.002736359,-0.01921574,0.05387878,-0.05830383,0.9968414,0.005767822,-0.06474304,0.997879,0.002966721,0.003339828,True,True
27061445731,63780026594628,0.5476606,0.4809098,0.4742824,0.4799976,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881887,0.7323933,-0.00269108,-0.9999923,-0.00285798,-0.03137422,0.00283728,-0.02296692,0.02735107,0.002740753,-0.01921574,0.0532074,-0.05860901,0.9968567,0.005203247,-0.06341553,0.9979706,0.002974762,0.00337645,True,True
27061445891,63780026594628,0.5476606,0.4809098,0.4742824,0.4799976,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881887,0.7323933,-0.00269108,-0.9999923,-0.00285798,-0.03137422,0.00283728,-0.02296692,0.02735107,0.002740753,-0.01921574,0.0532074,-0.05860901,0.9968567,0.005203247,-0.06341553,0.9979706,0.002974762,0.00337645,True,True
27061445947,63780026594628,0.5476606,0.4809098,0.4742824,0.4799976,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881887,0.7323933,-0.00269108,-0.9999923,-0.00285798,-0.03137422,0.00283728,-0.02296692,0.02735107,0.002740753,-0.01921574,0.0532074,-0.05860901,0.9968567,0.005203247,-0.06341553,0.9979706,0.002974762,0.00337645,True,True
27061446000,63780026594628,0.5476606,0.4809098,0.4742824,0.4799976,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881887,0.7323933,-0.00269108,-0.9999923,-0.00285798,-0.03137422,0.00283728,-0.02296692,0.02735107,0.002740753,-0.01921574,0.0532074,-0.05860901,0.9968567,0.005203247,-0.06341553,0.9979706,0.002974762,0.00337645,True,True
27061446051,63780026594628,0.5476606,0.4809098,0.4742824,0.4799976,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881887,0.7323933,-0.00269108,-0.9999923,-0.00285798,-0.03137422,0.00283728,-0.02296692,0.02735107,0.002740753,-0.01921574,0.0532074,-0.05860901,0.9968567,0.005203247,-0.06341553,0.9979706,0.002974762,0.00337645,True,True
27061446101,63780026594628,0.5476606,0.4809098,0.4742824,0.4799976,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91804,-2.881887,0.7323933,-0.00269108,-0.9999923,-0.00285798,-0.03137422,0.00283728,-0.02296692,0.02735107,0.002740753,-0.01921574,0.0532074,-0.05860901,0.9968567,0.005203247,-0.06341553,0.9979706,0.002974762,0.00337645,True,True
27061453991,63780026594628,0.5473542,0.4807749,0.4742997,0.480149,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7323961,-0.002693092,-0.9999923,-0.002857914,-0.0313768,0.002837158,-0.02296121,0.02735107,0.002741379,-0.01921574,0.05239868,-0.05900574,0.9968719,0.005249023,-0.06297302,0.9980011,0.002966736,0.003376083,True,True
27061454105,63780026594628,0.5473542,0.4807749,0.4742997,0.480149,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7323961,-0.002693092,-0.9999923,-0.002857914,-0.0313768,0.002837158,-0.02296121,0.02735107,0.002741379,-0.01921574,0.05239868,-0.05900574,0.9968719,0.005249023,-0.06297302,0.9980011,0.002966736,0.003376083,True,True
27061454264,63780026594628,0.5473542,0.4807749,0.4742997,0.480149,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7323961,-0.002693092,-0.9999923,-0.002857914,-0.0313768,0.002837158,-0.02296121,0.02735107,0.002741379,-0.01921574,0.05239868,-0.05900574,0.9968719,0.005249023,-0.06297302,0.9980011,0.002966736,0.003376083,True,True
27061454398,63780026594628,0.5473542,0.4807749,0.4742997,0.480149,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7323961,-0.002693092,-0.9999923,-0.002857914,-0.0313768,0.002837158,-0.02296121,0.02735107,0.002741379,-0.01921574,0.05239868,-0.05900574,0.9968719,0.005249023,-0.06297302,0.9980011,0.002966736,0.003376083,True,True
27061454531,63780026594628,0.5473542,0.4807749,0.4742997,0.480149,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7323961,-0.002693092,-0.9999923,-0.002857914,-0.0313768,0.002837158,-0.02296121,0.02735107,0.002741379,-0.01921574,0.05239868,-0.05900574,0.9968719,0.005249023,-0.06297302,0.9980011,0.002966736,0.003376083,True,True
27061454667,63780026594628,0.5473542,0.4807749,0.4742997,0.480149,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7323961,-0.002693092,-0.9999923,-0.002857914,-0.0313768,0.002837158,-0.02296121,0.02735107,0.002741379,-0.01921574,0.05239868,-0.05900574,0.9968719,0.005249023,-0.06297302,0.9980011,0.002966736,0.003376083,True,True
27061462345,63780026594628,0.5471581,0.4804836,0.474317,0.4801227,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7324107,-0.002694332,-0.9999923,-0.002858022,-0.03138001,0.002833069,-0.02293216,0.02735107,0.002745651,-0.01921574,0.05187988,-0.05986023,0.9968567,0.0052948,-0.06304932,0.9979858,0.002964691,0.003375641,True,True
27061462471,63780026594628,0.5471581,0.4804836,0.474317,0.4801227,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7324107,-0.002694332,-0.9999923,-0.002858022,-0.03138001,0.002833069,-0.02293216,0.02735107,0.002745651,-0.01921574,0.05187988,-0.05986023,0.9968567,0.0052948,-0.06304932,0.9979858,0.002964691,0.003375641,True,True
27061462586,63780026594628,0.5471581,0.4804836,0.474317,0.4801227,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7324107,-0.002694332,-0.9999923,-0.002858022,-0.03138001,0.002833069,-0.02293216,0.02735107,0.002745651,-0.01921574,0.05187988,-0.05986023,0.9968567,0.0052948,-0.06304932,0.9979858,0.002964691,0.003375641,True,True
27061462691,63780026594628,0.5471581,0.4804836,0.474317,0.4801227,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7324107,-0.002694332,-0.9999923,-0.002858022,-0.03138001,0.002833069,-0.02293216,0.02735107,0.002745651,-0.01921574,0.05187988,-0.05986023,0.9968567,0.0052948,-0.06304932,0.9979858,0.002964691,0.003375641,True,True
27061462867,63780026594628,0.5471581,0.4804836,0.474317,0.4801227,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7324107,-0.002694332,-0.9999923,-0.002858022,-0.03138001,0.002833069,-0.02293216,0.02735107,0.002745651,-0.01921574,0.05187988,-0.05986023,0.9968567,0.0052948,-0.06304932,0.9979858,0.002964691,0.003375641,True,True
27061462963,63780026594628,0.5471581,0.4804836,0.474317,0.4801227,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881887,0.7324107,-0.002694332,-0.9999923,-0.002858022,-0.03138001,0.002833069,-0.02293216,0.02735107,0.002745651,-0.01921574,0.05187988,-0.05986023,0.9968567,0.0052948,-0.06304932,0.9979858,0.002964691,0.003375641,True,True
27061470783,63780026594628,0.5469586,0.4796178,0.4743227,0.4804516,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881882,0.7324252,-0.002695687,-0.9999923,-0.002858228,-0.03138319,0.002837158,-0.02290309,0.02735107,0.002750259,-0.01921574,0.05134583,-0.06239319,0.9967194,0.005310059,-0.06208801,0.9980469,0.002962463,0.003375931,True,True
27061470920,63780026594628,0.5469586,0.4796178,0.4743227,0.4804516,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881882,0.7324252,-0.002695687,-0.9999923,-0.002858228,-0.03138319,0.002837158,-0.02290309,0.02735107,0.002750259,-0.01921574,0.05134583,-0.06239319,0.9967194,0.005310059,-0.06208801,0.9980469,0.002962463,0.003375931,True,True
27061471013,63780026594628,0.5469586,0.4796178,0.4743227,0.4804516,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881882,0.7324252,-0.002695687,-0.9999923,-0.002858228,-0.03138319,0.002837158,-0.02290309,0.02735107,0.002750259,-0.01921574,0.05134583,-0.06239319,0.9967194,0.005310059,-0.06208801,0.9980469,0.002962463,0.003375931,True,True
27061471106,63780026594628,0.5469586,0.4796178,0.4743227,0.4804516,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881882,0.7324252,-0.002695687,-0.9999923,-0.002858228,-0.03138319,0.002837158,-0.02290309,0.02735107,0.002750259,-0.01921574,0.05134583,-0.06239319,0.9967194,0.005310059,-0.06208801,0.9980469,0.002962463,0.003375931,True,True
27061471190,63780026594628,0.5469586,0.4796178,0.4743227,0.4804516,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881882,0.7324252,-0.002695687,-0.9999923,-0.002858228,-0.03138319,0.002837158,-0.02290309,0.02735107,0.002750259,-0.01921574,0.05134583,-0.06239319,0.9967194,0.005310059,-0.06208801,0.9980469,0.002962463,0.003375931,True,True
27061471272,63780026594628,0.5469586,0.4796178,0.4743227,0.4804516,-14.92005,2.884676,-0.7534846,0.01298811,0.9962085,-0.005851787,-0.08582363,0,0,0,0,0,0,0,14.91803,-2.881882,0.7324252,-0.002695687,-0.9999923,-0.002858228,-0.03138319,0.002837158,-0.02290309,0.02735107,0.002750259,-0.01921574,0.05134583,-0.06239319,0.9967194,0.005310059,-0.06208801,0.9980469,0.002962463,0.003375931,True,True
27061478980,63780026594670,0.5437288,0.4840714,0.4743221,0.4822411,-14.92353,2.880651,-0.7577764,0.003679575,0.9965559,-0.03934563,-0.07290325,0,0,0,0,0,0,0,14.9215,-2.877831,0.736685,-0.02356908,-0.9997214,0.001310859,-0.03141512,0.002889649,-0.02295589,0.02735107,0.002750793,-0.01922693,0.04286194,-0.04937744,0.9978485,0.005310059,-0.05685425,0.9983673,0.002935806,0.003376907,True,True
27061479065,63780026594670,0.5437288,0.4840714,0.4743221,0.4822411,-14.92353,2.880651,-0.7577764,0.003679575,0.9965559,-0.03934563,-0.07290325,0,0,0,0,0,0,0,14.9215,-2.877831,0.736685,-0.02356908,-0.9997214,0.001310859,-0.03141512,0.002889649,-0.02295589,0.02735107,0.002750793,-0.01922693,0.04286194,-0.04937744,0.9978485,0.005310059,-0.05685425,0.9983673,0.002935806,0.003376907,True,True
27061479162,63780026594670,0.5437288,0.4840714,0.4743221,0.4822411,-14.92353,2.880651,-0.7577764,0.003679575,0.9965559,-0.03934563,-0.07290325,0,0,0,0,0,0,0,14.9215,-2.877831,0.736685,-0.02356908,-0.9997214,0.001310859,-0.03141512,0.002889649,-0.02295589,0.02735107,0.002750793,-0.01922693,0.04286194,-0.04937744,0.9978485,0.005310059,-0.05685425,0.9983673,0.002935806,0.003376907,True,True
27061479266,63780026594670,0.5437288,0.4840714,0.4743221,0.4822411,-14.92353,2.880651,-0.7577764,0.003679575,0.9965559,-0.03934563,-0.07290325,0,0,0,0,0,0,0,14.9215,-2.877831,0.736685,-0.02356908,-0.9997214,0.001310859,-0.03141512,0.002889649,-0.02295589,0.02735107,0.002750793,-0.01922693,0.04286194,-0.04937744,0.9978485,0.005310059,-0.05685425,0.9983673,0.002935806,0.003376907,True,True
27061479352,63780026594670,0.5437288,0.4840714,0.4743221,0.4822411,-14.92353,2.880651,-0.7577764,0.003679575,0.9965559,-0.03934563,-0.07290325,0,0,0,0,0,0,0,14.9215,-2.877831,0.736685,-0.02356908,-0.9997214,0.001310859,-0.03141512,0.002889649,-0.02295589,0.02735107,0.002750793,-0.01922693,0.04286194,-0.04937744,0.9978485,0.005310059,-0.05685425,0.9983673,0.002935806,0.003376907,True,True
27061479435,63780026594670,0.5437288,0.4840714,0.4743221,0.4822411,-14.92353,2.880651,-0.7577764,0.003679575,0.9965559,-0.03934563,-0.07290325,0,0,0,0,0,0,0,14.9215,-2.877831,0.736685,-0.02356908,-0.9997214,0.001310859,-0.03141512,0.002889649,-0.02295589,0.02735107,0.002750793,-0.01922693,0.04286194,-0.04937744,0.9978485,0.005310059,-0.05685425,0.9983673,0.002935806,0.003376907,True,True
27061487333,63780026594675,0.5436525,0.4844985,0.4744721,0.4826058,-14.92394,2.880404,-0.7580305,0.002829509,0.9964318,-0.04069815,-0.0738878,0,0,0,0,0,0,0,14.9219,-2.87756,0.7368903,-0.02440873,-0.9997005,0.001741557,-0.03143083,0.002932724,-0.02305339,0.02735107,0.002755768,-0.01922694,0.04266357,-0.04812622,0.9979248,0.005706787,-0.05578613,0.9984131,0.002976593,0.003340744,True,True
27061487505,63780026594675,0.5436525,0.4844985,0.4744721,0.4826058,-14.92394,2.880404,-0.7580305,0.002829509,0.9964318,-0.04069815,-0.0738878,0,0,0,0,0,0,0,14.9219,-2.87756,0.7368903,-0.02440873,-0.9997005,0.001741557,-0.03143083,0.002932724,-0.02305339,0.02735107,0.002755768,-0.01922694,0.04266357,-0.04812622,0.9979248,0.005706787,-0.05578613,0.9984131,0.002976593,0.003340744,True,True
27061487643,63780026594675,0.5436525,0.4844985,0.4744721,0.4826058,-14.92394,2.880404,-0.7580305,0.002829509,0.9964318,-0.04069815,-0.0738878,0,0,0,0,0,0,0,14.9219,-2.87756,0.7368903,-0.02440873,-0.9997005,0.001741557,-0.03143083,0.002932724,-0.02305339,0.02735107,0.002755768,-0.01922694,0.04266357,-0.04812622,0.9979248,0.005706787,-0.05578613,0.9984131,0.002976593,0.003340744,True,True
27061487777,63780026594675,0.5436525,0.4844985,0.4744721,0.4826058,-14.92394,2.880404,-0.7580305,0.002829509,0.9964318,-0.04069815,-0.0738878,0,0,0,0,0,0,0,14.9219,-2.87756,0.7368903,-0.02440873,-0.9997005,0.001741557,-0.03143083,0.002932724,-0.02305339,0.02735107,0.002755768,-0.01922694,0.04266357,-0.04812622,0.9979248,0.005706787,-0.05578613,0.9984131,0.002976593,0.003340744,True,True
27061487865,63780026594675,0.5436525,0.4844985,0.4744721,0.4826058,-14.92394,2.880404,-0.7580305,0.002829509,0.9964318,-0.04069815,-0.0738878,0,0,0,0,0,0,0,14.9219,-2.87756,0.7368903,-0.02440873,-0.9997005,0.001741557,-0.03143083,0.002932724,-0.02305339,0.02735107,0.002755768,-0.01922694,0.04266357,-0.04812622,0.9979248,0.005706787,-0.05578613,0.9984131,0.002976593,0.003340744,True,True
27061487948,63780026594675,0.5436525,0.4844985,0.4744721,0.4826058,-14.92394,2.880404,-0.7580305,0.002829509,0.9964318,-0.04069815,-0.0738878,0,0,0,0,0,0,0,14.9219,-2.87756,0.7368903,-0.02440873,-0.9997005,0.001741557,-0.03143083,0.002932724,-0.02305339,0.02735107,0.002755768,-0.01922694,0.04266357,-0.04812622,0.9979248,0.005706787,-0.05578613,0.9984131,0.002976593,0.003340744,True,True
27061495852,63780026594686,0.5413306,0.4840759,0.4743508,0.4825746,-14.92526,2.879415,-0.7584696,0.0003079344,0.9959065,-0.04571158,-0.07797951,0,0,0,0,0,0,0,14.92322,-2.876558,0.7373298,-0.02749996,-0.9996175,0.002924014,-0.03144217,0.002947983,-0.02305031,0.02735107,0.00276535,-0.01922945,0.03652954,-0.04937744,0.9981079,0.005386353,-0.05587769,0.9984131,0.002992554,0.003340561,True,True
27061495957,63780026594686,0.5413306,0.4840759,0.4743508,0.4825746,-14.92526,2.879415,-0.7584696,0.0003079344,0.9959065,-0.04571158,-0.07797951,0,0,0,0,0,0,0,14.92322,-2.876558,0.7373298,-0.02749996,-0.9996175,0.002924014,-0.03144217,0.002947983,-0.02305031,0.02735107,0.00276535,-0.01922945,0.03652954,-0.04937744,0.9981079,0.005386353,-0.05587769,0.9984131,0.002992554,0.003340561,True,True
27061496011,63780026594686,0.5413306,0.4840759,0.4743508,0.4825746,-14.92526,2.879415,-0.7584696,0.0003079344,0.9959065,-0.04571158,-0.07797951,0,0,0,0,0,0,0,14.92322,-2.876558,0.7373298,-0.02749996,-0.9996175,0.002924014,-0.03144217,0.002947983,-0.02305031,0.02735107,0.00276535,-0.01922945,0.03652954,-0.04937744,0.9981079,0.005386353,-0.05587769,0.9984131,0.002992554,0.003340561,True,True
27061496059,63780026594686,0.5413306,0.4840759,0.4743508,0.4825746,-14.92526,2.879415,-0.7584696,0.0003079344,0.9959065,-0.04571158,-0.07797951,0,0,0,0,0,0,0,14.92322,-2.876558,0.7373298,-0.02749996,-0.9996175,0.002924014,-0.03144217,0.002947983,-0.02305031,0.02735107,0.00276535,-0.01922945,0.03652954,-0.04937744,0.9981079,0.005386353,-0.05587769,0.9984131,0.002992554,0.003340561,True,True
27061496114,63780026594686,0.5413306,0.4840759,0.4743508,0.4825746,-14.92526,2.879415,-0.7584696,0.0003079344,0.9959065,-0.04571158,-0.07797951,0,0,0,0,0,0,0,14.92322,-2.876558,0.7373298,-0.02749996,-0.9996175,0.002924014,-0.03144217,0.002947983,-0.02305031,0.02735107,0.00276535,-0.01922945,0.03652954,-0.04937744,0.9981079,0.005386353,-0.05587769,0.9984131,0.002992554,0.003340561,True,True
27061496164,63780026594686,0.5413306,0.4840759,0.4743508,0.4825746,-14.92526,2.879415,-0.7584696,0.0003079344,0.9959065,-0.04571158,-0.07797951,0,0,0,0,0,0,0,14.92322,-2.876558,0.7373298,-0.02749996,-0.9996175,0.002924014,-0.03144217,0.002947983,-0.02305031,0.02735107,0.00276535,-0.01922945,0.03652954,-0.04937744,0.9981079,0.005386353,-0.05587769,0.9984131,0.002992554,0.003340561,True,True
27061504176,63780026594693,0.5425791,0.4838343,0.4744554,0.4808536,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876304,0.7372605,-0.02807361,-0.9996008,0.003191248,-0.03144797,0.002960358,-0.02306517,0.02735001,0.002800888,-0.01924326,0.03982544,-0.05007935,0.9979401,0.005661011,-0.06091309,0.9981232,0.0029375,0.003339386,True,True
27061514138,63780026594693,0.5425791,0.4838343,0.4744554,0.4808536,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876304,0.7372605,-0.02807361,-0.9996008,0.003191248,-0.03144797,0.002960358,-0.02306517,0.02735001,0.002800888,-0.01924326,0.03982544,-0.05007935,0.9979401,0.005661011,-0.06091309,0.9981232,0.0029375,0.003339386,True,True
27061514255,63780026594693,0.5425791,0.4838343,0.4744554,0.4808536,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876304,0.7372605,-0.02807361,-0.9996008,0.003191248,-0.03144797,0.002960358,-0.02306517,0.02735001,0.002800888,-0.01924326,0.03982544,-0.05007935,0.9979401,0.005661011,-0.06091309,0.9981232,0.0029375,0.003339386,True,True
27061514369,63780026594693,0.5425791,0.4838343,0.4744554,0.4808536,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876304,0.7372605,-0.02807361,-0.9996008,0.003191248,-0.03144797,0.002960358,-0.02306517,0.02735001,0.002800888,-0.01924326,0.03982544,-0.05007935,0.9979401,0.005661011,-0.06091309,0.9981232,0.0029375,0.003339386,True,True
27061514471,63780026594693,0.5425791,0.4838343,0.4744554,0.4808536,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876304,0.7372605,-0.02807361,-0.9996008,0.003191248,-0.03144797,0.002960358,-0.02306517,0.02735001,0.002800888,-0.01924326,0.03982544,-0.05007935,0.9979401,0.005661011,-0.06091309,0.9981232,0.0029375,0.003339386,True,True
27061514562,63780026594693,0.5425791,0.4838343,0.4744554,0.4808536,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876304,0.7372605,-0.02807361,-0.9996008,0.003191248,-0.03144797,0.002960358,-0.02306517,0.02735001,0.002800888,-0.01924326,0.03982544,-0.05007935,0.9979401,0.005661011,-0.06091309,0.9981232,0.0029375,0.003339386,True,True
27061514819,63780026594693,0.542112,0.4833615,0.473919,0.4786607,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876279,0.737268,-0.02808004,-0.9996006,0.003190151,-0.03145375,0.002968201,-0.02305031,0.02734786,0.002841843,-0.01924326,0.03858948,-0.0514679,0.9979248,0.004241943,-0.06732178,0.9977112,0.002922989,0.003338104,True,True
27061514955,63780026594693,0.542112,0.4833615,0.473919,0.4786607,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876279,0.737268,-0.02808004,-0.9996006,0.003190151,-0.03145375,0.002968201,-0.02305031,0.02734786,0.002841843,-0.01924326,0.03858948,-0.0514679,0.9979248,0.004241943,-0.06732178,0.9977112,0.002922989,0.003338104,True,True
27061515019,63780026594693,0.542112,0.4833615,0.473919,0.4786607,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876279,0.737268,-0.02808004,-0.9996006,0.003190151,-0.03145375,0.002968201,-0.02305031,0.02734786,0.002841843,-0.01924326,0.03858948,-0.0514679,0.9979248,0.004241943,-0.06732178,0.9977112,0.002922989,0.003338104,True,True
27061515086,63780026594693,0.542112,0.4833615,0.473919,0.4786607,-14.92555,2.879184,-0.7584147,-0.0002597142,0.9957842,-0.04666375,-0.07897136,0,0,0,0,0,0,0,14.9235,-2.876279,0.737268,-0.02808004,-0.9996006,0.003190151,-0.03145375,0.002968201,-0.02305031,0.02734786,0.002841843,-0.01924326,0.03858948,-0.0514679,0.9979248,0.004241943,-0.06732178,0.9977112,0.002922989,0.003338104,True,True
