UnityTS,GSR,breath,heart
63781301161636,727,36360,38208
63781301161646,724,36424,37858
63781301161661,728,36312,37476
63781301161636,727,36360,38208
63781301161646,724,36424,37858
63781301161661,728,36312,37476
63781301161695,726,35718,37120
63781301161711,728,35696,36584
63781301161713,727,36000,36234
63781301161716,726,35900,35940
63781301161718,728,35836,35796
63781301161721,729,35752,35304
63781301161725,725,35832,35184
63781301161735,730,35666,34776
63781301161741,724,35594,34644
63781301161753,727,35066,34428
63781301161763,730,35392,34188
63781301161773,723,35264,33984
63781301161785,727,34808,33756
63781301161795,728,35065,33498
63781301161805,726,34973,33320
63781301161811,728,34789,33004
63781301161827,728,34778,32812
63781301161833,728,34644,32652
63781301161848,728,33969,32588
63781301161853,726,34284,32328
63781301161870,725,34132,32176
63781301161872,726,34108,32153
63781301161882,724,33568,32016
63781301161897,727,33564,31864
63781301161901,726,33944,31610
63781301161916,728,33468,31577
63781301161922,724,33772,31446
63781301161932,723,33848,31310
63781301161948,726,33696,31044
63781301161952,726,33220,30872
63781301161965,725,33624,30768
63781301161975,731,32992,30644
63781301161986,731,33376,30552
63781301161996,729,33009,30652
63781301162002,728,33208,31030
63781301162017,732,32776,31832
63781301162021,725,32574,33000
63781301162050,727,32720,34440
63781301162076,731,32096,35897
63781301162082,728,32620,37538
63781301162085,728,32696,38984
63781301162087,728,32722,40592
63781301162115,727,32832,41837
63781301162117,728,32833,42900
63781301162120,726,32640,43417
63781301162122,727,33016,43832
63781301162125,730,32769,44089
63781301162132,726,32872,44111
63781301162148,729,32942,43904
63781301162151,729,32712,43872
63781301162166,729,33372,43760
63781301162171,726,33490,43648
63781301162187,722,33028,43410
63781301162191,724,33645,42808
63781301162206,727,33578,42771
63781301162212,730,32932,42840
63781301162228,726,33216,42680
63781301162232,730,33533,42150
63781301162247,728,33583,41896
63781301162251,729,34042,41468
63781301162267,732,34056,40944
63781301162271,726,34310,40564
63781301162282,726,34218,40216
63781301162297,730,34496,40176
63781301162303,729,34528,40314
63781301162338,729,34504,40280
63781301162341,731,34762,40297
63781301162343,728,34658,41050
63781301162346,730,34760,41284
63781301162353,728,34764,41680
63781301162368,730,34644,42076
63781301162372,731,34604,42368
63781301162388,726,34860,42756
63781301162391,728,34656,43376
63781301162417,727,34564,43980
63781301162442,723,34716,45565
63781301162447,724,34624,48680
63781301162449,720,34770,54700
63781301162452,714,34946,61985
63781301162454,700,34980,65432
63781301162461,704,34648,65436
63781301162476,698,35160,65436
63781301162486,701,35094,65436
63781301162492,699,35492,65436
63781301162508,704,35480,65440
63781301162511,701,35768,65436
63781301162526,707,35896,65431
63781301162532,708,36084,65436
63781301162548,713,35816,65432
63781301162552,716,36240,65433
63781301162567,719,35944,65424
63781301162571,722,36044,64501
63781301162588,724,36200,62731
63781301162592,726,36388,60620
63781301162607,726,36196,58470
63781301162613,723,36582,56328
63781301162629,728,36368,54448
63781301162633,725,36498,52890
63781301162657,731,35912,51381
63781301162657,726,36201,50348
63781301162661,727,36184,49520
63781301162676,725,35944,48752
63781301161636,727,36360,38208
63781301161646,724,36424,37858
63781301161661,728,36312,37476
63781301161695,726,35718,37120
63781301161711,728,35696,36584
63781301161713,727,36000,36234
63781301161716,726,35900,35940
63781301161718,728,35836,35796
63781301161721,729,35752,35304
63781301161725,725,35832,35184
63781301161735,730,35666,34776
63781301161741,724,35594,34644
63781301161753,727,35066,34428
63781301161763,730,35392,34188
63781301161773,723,35264,33984
63781301161785,727,34808,33756
63781301161795,728,35065,33498
63781301161805,726,34973,33320
63781301161811,728,34789,33004
63781301161827,728,34778,32812
63781301161833,728,34644,32652
63781301161848,728,33969,32588
