UnityTS,GSR,breath,heart
63781300492307,614,28522,26176
63781300492310,621,28464,25992
63781300492324,617,28330,25827
63781300492335,624,28088,25714
63781300492345,616,27566,25708
63781300492349,625,27740,25777
63781300492364,625,27905,25928
63781300492375,624,27445,26074
63781300492384,616,27600,26240
63781300492399,635,27498,26420
63781300492402,625,28418,26404
63781300492410,627,28648,26353
63781300492425,624,28910,26261
63781300492431,617,28464,26014
63781300492464,625,29048,25700
63781300492491,621,29350,25732
63781300492499,620,29697,26744
63781300492501,617,29806,29850
63781300492504,614,29416,34708
63781300492506,608,29173,40216
63781300492509,602,29792,45008
63781300492515,596,30084,48524
63781300492525,591,29774,51337
63781300492536,599,30492,52288
63781300492542,598,30346,52894
63781300492552,602,30824,51972
63781300492562,597,30816,50196
63781300492574,606,31380,47968
63781300492584,603,31184,45488
63781300492594,608,31952,42368
63781300492600,608,31441,39320
63781300492616,618,32280,35812
63781300492620,617,32200,32672
63781300492635,623,32884,29529
63781300492645,621,32882,26872
63781300492674,632,33058,24907
63781300492676,638,33192,23548
63781300492679,647,33334,22976
63781300492682,646,33877,23125
63781300492696,652,33960,23922
63781300492702,648,34676,25326
63781300492717,652,34532,27170
63781300492721,649,35160,29288
63781300492737,652,35184,31508
63781300492739,646,35346,33816
63781300492754,644,35576,36066
63781300492761,646,36210,37980
63781300492777,644,36544,40200
63781300492781,644,36340,42040
63781300492796,639,37082,43480
63781300492801,638,37224,45032
63781300492837,639,37416,46672
63781300492859,639,37640,47294
63781300492862,640,37818,47840
63781300492864,635,37664,47004
63781300492867,637,37980,45056
63781300492869,640,38348,42240
63781300492872,642,38258,38884
63781300492887,643,37864,34536
63781300492889,640,38465,29931
63781300492908,644,38940,25338
63781300492911,643,39072,20638
63781300492921,639,39150,16946
63781300492937,642,39058,13922
63781300492939,632,39266,11645
63781300492954,638,39408,10616
63781300492961,637,39770,10774
63781300492977,639,39896,10894
63781300492983,638,39880,11269
63781300492989,644,39943,11481
63781300493004,650,39800,11700
63781300493011,647,39820,12237
63781300493023,640,39720,12556
63781300493033,640,39408,12770
63781300493043,634,39032,12896
63781300493049,639,38861,12960
63781300493064,631,39010,13332
63781300493071,639,38949,14050
63781300492307,614,28522,26176
63781300492310,621,28464,25992
63781300492324,617,28330,25827
63781300492335,624,28088,25714
63781300492345,616,27566,25708
63781300492349,625,27740,25777
63781300492364,625,27905,25928
63781300492375,624,27445,26074
63781300492384,616,27600,26240
63781300492399,635,27498,26420
63781300492402,625,28418,26404
63781300492410,627,28648,26353
63781300492425,624,28910,26261
63781300492431,617,28464,26014
63781300492464,625,29048,25700
63781300492491,621,29350,25732
63781300492499,620,29697,26744
63781300492501,617,29806,29850
63781300492504,614,29416,34708
63781300492506,608,29173,40216
63781300492509,602,29792,45008
63781300492515,596,30084,48524
63781300492525,591,29774,51337
63781300492536,599,30492,52288
63781300492542,598,30346,52894
63781300492552,602,30824,51972
63781300492562,597,30816,50196
63781300492574,606,31380,47968
63781300492584,603,31184,45488
63781300492594,608,31952,42368
63781300492600,608,31441,39320
63781300492616,618,32280,35812
63781300492620,617,32200,32672
63781300492635,623,32884,29529
63781300492645,621,32882,26872
63781300492674,632,33058,24907
63781300492676,638,33192,23548
63781300492679,647,33334,22976
63781300492682,646,33877,23125
63781300492696,652,33960,23922
63781300492702,648,34676,25326
63781300492717,652,34532,27170
63781300492721,649,35160,29288
63781300492737,652,35184,31508
63781300492739,646,35346,33816
63781300492754,644,35576,36066
63781300492761,646,36210,37980
63781300492777,644,36544,40200
63781300492781,644,36340,42040
63781300492796,639,37082,43480
63781300492801,638,37224,45032
63781300492837,639,37416,46672
63781300492859,639,37640,47294
63781300492862,640,37818,47840
63781300492864,635,37664,47004
63781300492867,637,37980,45056
63781300492869,640,38348,42240
63781300492872,642,38258,38884
63781300492887,643,37864,34536
63781300492889,640,38465,29931
63781300492908,644,38940,25338
63781300492911,643,39072,20638
63781300492921,639,39150,16946
63781300492937,642,39058,13922
63781300492939,632,39266,11645
63781300492954,638,39408,10616
63781300492961,637,39770,10774
63781300492977,639,39896,10894
63781300492983,638,39880,11269
63781300492989,644,39943,11481
63781300493004,650,39800,11700
63781300493011,647,39820,12237
63781300493023,640,39720,12556
63781300493033,640,39408,12770
63781300493043,634,39032,12896
63781300493049,639,38861,12960
63781300493064,631,39010,13332
63781300493071,639,38949,14050
63781300493086,632,38936,14931
63781300493097,639,38012,16356
63781300493103,634,38640,17731
63781300493116,634,38992,19091
63781300493119,634,39152,20313
63781300493136,637,38970,21224
63781300493139,637,38824,22145
63781300493154,637,38832,22901
63781300493164,624,38420,23488
63781300493176,618,38728,24024
63781300493201,612,38783,24490
63781300493226,610,38712,25112
63781300493248,609,38858,25608
63781300493251,613,38700,26083
63781300493253,614,38852,26691
63781300493256,625,38879,27306
63781300493258,628,39084,28000
63781300493261,632,38900,28644
63781300493266,636,38670,29200
63781300493272,629,38304,29888
63781300493298,640,37884,30474
63781300493313,642,38156,30924
63781300493316,638,37736,31212
63781300493318,644,37148,31324
63781300493322,642,36346,31314
63781300493336,643,36104,31140
63781300493342,634,36088,30788
63781300493357,635,35820,30284
63781300493361,630,35385,29696
63781300493372,633,34971,29152
63781300493382,623,34768,28616
63781300493397,624,34561,28105
63781300493400,619,34370,27634
63781300493417,620,34252,27206
63781300493420,615,33808,26852
63781300493433,614,34116,26560
63781300493441,611,33124,26308
63781300493457,614,33540,26041
63781300493461,610,33960,25876
63781300493476,615,33748,25642
63781300493479,613,33424,25530
63781300493495,619,33188,25441
63781300493502,622,33674,25478
63781300493512,628,33172,25442
63781300493522,624,32862,25510
63781300493533,639,33300,25576
63781300493543,624,32724,25683
63781300493578,631,32194,25815
63781300493593,637,32592,25940
63781300493596,640,32068,26037
63781300493598,636,31556,26128
63781300493600,643,31648,26216
63781300493603,641,31080,26272
63781300493614,645,30568,26326
63781300493624,644,30296,26316
63781300493628,646,29568,26280
63781300493644,641,28636,26284
63781300493650,642,29000,26280
63781300493665,638,28408,26442
63781300493669,642,27727,26925
63781300493684,640,27546,27708
63781300493690,636,27336,29010
63781300493700,631,26972,30332
63781300493715,634,26599,31981
63781300493719,627,25936,33056
63781300493749,631,26264,34304
63781300493753,625,26162,35738
63781300493757,625,25636,36669
63781300493760,618,25488,37188
63781300493777,623,25645,37644
63781300493779,609,25778,37792
63781300493794,618,25953,37898
63781300493800,615,26314,37576
63781300493817,621,26136,37604
63781300493819,618,26614,37410
63781300493834,619,26318,36984
63781300493838,613,26715,36706
63781300493854,624,27036,36586
63781300493860,620,26816,36554
63781300493875,618,27022,36364
63781300493879,625,27151,36104
63781300493895,624,27508,36048
63781300493899,625,27652,36080
63781300493947,628,27608,36256
63781300493978,623,27656,36808
63781300493989,633,27080,37662
63781300493992,634,27500,38588
63781300493994,633,27328,39489
63781300493997,631,27100,40024
63781300493999,633,26838,40852
63781300494002,638,26666,41252
63781300494004,634,26253,41736
63781300494007,631,25644,41816
63781300494010,630,25932,41542
63781300494025,629,25724,40946
63781300494029,636,25538,40986
63781300494044,627,25336,40561
