UnityTS,GSR,breath,heart
63781300946179,647,24272,26321
63781300946181,644,24416,26308
63781300946195,640,24624,26242
63781300946206,640,24576,26088
63781300946216,641,24504,25889
63781300946220,646,23946,25736
63781300946235,642,24184,25602
63781300946245,641,23924,25428
63781300946255,642,23508,25458
63781300946265,644,22858,25568
63781300946275,644,22917,26171
63781300946281,640,22644,27260
63781300946296,639,22380,28882
63781300946302,647,22080,30985
63781300946330,647,21685,33400
63781300946355,646,21440,35961
63781300946357,641,20904,38146
63781300946360,642,20796,40348
63781300946362,642,20485,42044
63781300946365,641,20010,43156
63781300946376,638,20000,43832
63781300946386,648,19702,44456
63781300946396,642,19468,44312
63781300946435,641,19168,44096
63781300946437,645,18892,43562
63781300946440,643,18300,43024
63781300946442,646,18118,42606
63781300946445,645,18114,41856
63781300946456,646,17962,41461
63781300946466,645,17560,41130
63781300946470,647,17478,40666
63781300946486,646,17409,40364
63781300946494,646,17313,39792
63781300946179,647,24272,26321
63781300946181,644,24416,26308
63781300946195,640,24624,26242
63781300946206,640,24576,26088
63781300946216,641,24504,25889
63781300946220,646,23946,25736
63781300946235,642,24184,25602
63781300946245,641,23924,25428
63781300946255,642,23508,25458
63781300946265,644,22858,25568
63781300946275,644,22917,26171
63781300946281,640,22644,27260
63781300946296,639,22380,28882
63781300946302,647,22080,30985
63781300946330,647,21685,33400
63781300946355,646,21440,35961
63781300946357,641,20904,38146
63781300946360,642,20796,40348
63781300946362,642,20485,42044
63781300946365,641,20010,43156
63781300946376,638,20000,43832
63781300946386,648,19702,44456
63781300946396,642,19468,44312
63781300946435,641,19168,44096
63781300946437,645,18892,43562
63781300946440,643,18300,43024
63781300946442,646,18118,42606
63781300946445,645,18114,41856
63781300946456,646,17962,41461
63781300946466,645,17560,41130
63781300946470,647,17478,40666
63781300946486,646,17409,40364
63781300946494,646,17313,39792
63781300946506,645,16920,39208
63781300946512,645,16940,38536
63781300946529,642,16654,37616
63781300946532,648,16696,37056
63781300946546,646,16640,36594
63781300946550,644,16512,35976
63781300946566,646,16373,35412
63781300946572,643,16360,35224
63781300946587,643,16092,34906
63781300946594,645,16164,34648
63781300946605,643,16126,34368
63781300946611,647,15984,34322
63781300946626,645,15928,34004
63781300946632,643,15813,34004
63781300946651,643,15702,33698
63781300946654,642,15662,33544
63781300946664,644,15782,33272
63781300946717,640,15732,32984
63781300946717,646,16043,32656
63781300946720,643,16126,31870
63781300946722,644,16298,31772
63781300946725,647,16370,31336
63781300946727,651,16454,30880
63781300946731,645,16794,30524
63781300946746,644,17066,30081
63781300946752,646,17496,29832
63781300946769,645,17510,29620
63781300946772,644,17912,29120
63781300946787,642,18570,29049
63781300946791,647,18924,28692
63781300946807,642,19496,28690
