UnityTS,GSR,breath,heart
63781300016512,751,33258,39408
63781300016521,753,33428,38748
63781300016521,755,33102,38236
63781300016527,749,33424,37428
63781300016553,751,33880,36749
63781300016579,751,33882,36144
63781300016582,758,33824,35552
63781300016587,750,33634,34970
63781300016589,755,33348,34542
63781300016592,754,33620,34048
63781300016599,757,33554,33712
63781300016618,756,33104,33338
63781300016622,755,33616,33161
63781300016625,756,33713,32912
63781300016639,754,33712,32528
63781300016647,757,33312,32240
63781300016658,759,33948,32002
63781300016668,760,33532,31618
63781300016674,759,34108,31144
63781300016687,757,34040,30784
63781300016697,758,34145,30362
63781300016707,756,34182,29944
63781300016719,756,33633,29533
63781300016735,761,34268,29192
63781300016738,757,34322,28872
63781300016748,754,34172,28553
63781300016758,759,34056,28352
63781300016764,754,33744,28136
63781300016779,757,34169,27960
63781300016783,759,34124,27866
63781300016791,756,34048,27784
63781300016807,758,34064,27745
63781300016811,761,33644,27699
63781300016826,755,33548,27680
63781300016832,758,33348,27644
63781300016848,756,33680,27592
63781300016854,755,33692,27549
63781300016866,756,33684,27500
63781300016869,752,33452,27488
63781300016887,757,33416,27512
63781300016891,757,32945,27726
63781300016512,751,33258,39408
63781300016521,753,33428,38748
63781300016521,755,33102,38236
63781300016527,749,33424,37428
63781300016553,751,33880,36749
63781300016579,751,33882,36144
63781300016582,758,33824,35552
63781300016587,750,33634,34970
63781300016589,755,33348,34542
63781300016592,754,33620,34048
63781300016599,757,33554,33712
63781300016618,756,33104,33338
63781300016622,755,33616,33161
63781300016625,756,33713,32912
63781300016639,754,33712,32528
63781300016647,757,33312,32240
63781300016658,759,33948,32002
63781300016668,760,33532,31618
63781300016674,759,34108,31144
63781300016687,757,34040,30784
63781300016697,758,34145,30362
63781300016707,756,34182,29944
63781300016719,756,33633,29533
63781300016735,761,34268,29192
63781300016738,757,34322,28872
63781300016748,754,34172,28553
63781300016758,759,34056,28352
63781300016764,754,33744,28136
63781300016779,757,34169,27960
