UnityTS,GSR,breath,heart
63781304423467,490,27820,33841
63781304423475,496,27606,33640
63781304423484,491,27328,33450
63781304423500,492,28104,33264
63781304423502,492,28094,33040
63781304423512,492,28009,32986
63781304423522,490,28358,33016
63781304423539,490,28350,32976
63781304423577,494,28152,32914
63781304423580,492,28560,32684
63781304423582,493,28400,32664
63781304423585,491,28564,32538
63781304423587,489,28656,32414
63781304423595,490,27928,32296
63781304423620,494,28096,32188
63781304423655,493,28706,31920
63781304423666,493,28652,32056
63781304423669,492,28636,31924
63781304423671,492,28768,31920
63781304423674,494,28840,31912
63781304423676,495,28826,31970
63781304423679,493,28782,31984
63781304423686,494,28176,31960
63781304423697,494,28768,31874
63781304423704,493,28729,31800
63781304423714,491,28820,31848
63781304423724,492,28790,31868
63781304423735,492,28860,31724
63781304423745,491,28867,31592
63781304423762,491,28720,31550
63781304423765,494,28504,31440
63781304423771,495,28656,31296
63781304423786,490,28236,31236
63781304423796,490,28570,31027
63781304423806,495,28610,30918
63781304423817,491,28708,30944
63781304423827,493,28149,30858
63781304423832,492,28412,30889
63781304423842,494,28616,30698
63781304423859,493,28132,30730
63781304423861,492,28052,30764
63781304423875,490,28622,30626
63781304423885,495,28608,30656
63781304423891,494,28140,30552
63781304423906,496,28144,30445
63781304423912,491,28620,30556
63781304423922,494,28596,30363
63781304423949,495,28314,30322
63781304423951,491,28578,30272
63781304423954,495,28648,30234
63781304423996,492,28326,30188
63781304423996,493,28440,30264
63781304424014,491,28476,30212
63781304424016,494,28496,30152
63781304424019,492,28472,30054
63781304424021,496,28170,30184
63781304424037,493,27577,30123
63781304424038,491,28096,29998
63781304424041,492,28204,29986
63781304424060,493,28320,30042
63781304424062,494,28190,29940
63781304424077,493,27844,29888
63781304424081,495,28241,29969
63781304424091,492,28204,29828
63781304424106,495,27760,29830
63781304424112,493,28004,29892
63781304423467,490,27820,33841
63781304423475,496,27606,33640
63781304423484,491,27328,33450
63781304423500,492,28104,33264
63781304423502,492,28094,33040
63781304423512,492,28009,32986
63781304423522,490,28358,33016
63781304423539,490,28350,32976
63781304423577,494,28152,32914
63781304423580,492,28560,32684
63781304423582,493,28400,32664
63781304423585,491,28564,32538
63781304423587,489,28656,32414
63781304423595,490,27928,32296
63781304423620,494,28096,32188
63781304423655,493,28706,31920
63781304423666,493,28652,32056
63781304423669,492,28636,31924
63781304423671,492,28768,31920
63781304423674,494,28840,31912
63781304423676,495,28826,31970
63781304423679,493,28782,31984
63781304423686,494,28176,31960
63781304423697,494,28768,31874
63781304423704,493,28729,31800
63781304423714,491,28820,31848
63781304423724,492,28790,31868
63781304423735,492,28860,31724
63781304423745,491,28867,31592
63781304423762,491,28720,31550
63781304423765,494,28504,31440
63781304423771,495,28656,31296
63781304423786,490,28236,31236
63781304423796,490,28570,31027
63781304423806,495,28610,30918
63781304423817,491,28708,30944
63781304423827,493,28149,30858
63781304423832,492,28412,30889
63781304423842,494,28616,30698
63781304423859,493,28132,30730
63781304423861,492,28052,30764
63781304423875,490,28622,30626
63781304423885,495,28608,30656
63781304423891,494,28140,30552
63781304423906,496,28144,30445
63781304423912,491,28620,30556
63781304423922,494,28596,30363
63781304423949,495,28314,30322
63781304423951,491,28578,30272
63781304423954,495,28648,30234
63781304423996,492,28326,30188
63781304423996,493,28440,30264
63781304424014,491,28476,30212
63781304424016,494,28496,30152
63781304424019,492,28472,30054
63781304424021,496,28170,30184
63781304424037,493,27577,30123
63781304424038,491,28096,29998
63781304424041,492,28204,29986
63781304424060,493,28320,30042
63781304424062,494,28190,29940
63781304424077,493,27844,29888
63781304424081,495,28241,29969
63781304424091,492,28204,29828
63781304424106,495,27760,29830
63781304424112,493,28004,29892
63781304424140,494,27864,29824
63781304424142,496,27252,29984
63781304424145,490,27524,30368
63781304424155,496,27636,30872
63781304424165,495,27614,31680
63781304424177,491,27557,32444
63781304424205,493,27025,33260
63781304424207,494,27448,33700
63781304424210,494,27576,34456
63781304424214,492,27558,34972
63781304424224,494,27530,35192
63781304424234,496,27242,35076
63781304424244,493,27582,35192
63781304424255,492,27109,35108
63781304424265,492,27660,34976
63781304424275,492,27650,34650
63781304424280,489,27532,34508
63781304424299,490,27706,34180
63781304424301,493,27428,34132
63781304424316,490,27756,33873
63781304424322,491,27904,33608
63781304424356,491,27930,33754
63781304424386,492,27592,33766
63781304424389,492,27952,33792
63781304424391,488,27676,33693
63781304424394,489,28124,33717
63781304424396,495,27770,33476
63781304424399,493,28318,33481
63781304424401,493,28220,33226
63781304424427,491,28832,33036
63781304424430,493,28648,33058
63781304424432,494,29090,32857
63781304424447,496,29268,33004
63781304424451,491,29317,32896
63781304424466,492,29261,32752
63781304424470,493,29712,32848
63781304424485,496,29696,32772
63781304424494,492,29994,32936
63781304424509,492,29884,32916
63781304424512,493,30180,32832
63781304424527,492,30497,32852
63781304424531,492,30606,32800
63781304424546,495,30604,32716
63781304424552,493,30452,32482
63781304424567,493,30162,32407
63781304424571,493,30608,32426
63781304424586,495,31270,32252
63781304424595,493,31421,32172
63781304424601,492,30921,32100
63781304424617,493,31335,31960
63781304424624,495,31908,31938
63781304424639,495,32120,31832
63781304424642,492,31416,31798
63781304424659,492,32274,31628
63781304424665,493,32370,31682
63781304424675,494,32596,31528
63781304424685,497,32264,31602
63781304424697,491,32688,31620
63781304424735,492,32841,31550
63781304424750,493,32397,31520
63781304424752,497,32902,31420
63781304424755,492,33072,31482
63781304424757,495,33148,31394
63781304424760,495,33182,31316
63781304424763,494,33152,31290
63781304424780,490,33101,31402
63781304424783,493,33064,31368
63781304424791,492,33258,31350
63781304424803,491,33041,31314
63781304424815,495,33440,31184
63781304424840,493,32910,31192
63781304424852,494,33164,31180
63781304424855,497,32924,31184
63781304424857,493,33424,31252
63781304424861,492,33129,31232
63781304424876,493,33520,31205
63781304424882,489,33632,31122
63781304424908,495,33725,31136
