UnityTS,GSR,breath,heart
63781300275849,827,35356,32752
63781300275855,823,35048,32614
63781300275864,826,34880,32383
63781300275890,827,35060,32328
63781300275892,827,35131,32128
63781300275895,825,35098,32084
63781300275902,827,34436,32000
63781300275919,825,34000,31828
63781300275921,823,34892,31813
63781300275946,825,34932,31636
63781300275949,825,34492,31539
63781300275951,824,34808,31428
63781300275970,824,34712,31380
63781300275974,828,34528,31232
63781300276019,829,34741,31073
63781300276031,825,34506,30900
63781300276033,826,34704,30744
63781300276036,826,33920,30588
63781300276038,826,34548,30345
63781300276041,827,34056,30184
63781300276044,825,34348,30146
63781300276059,825,34536,30037
63781300276063,826,34564,29958
63781300276077,823,34572,29880
63781300276081,828,34284,29916
63781300276096,824,34296,29849
63781300276106,824,34632,29888
63781300276119,828,34216,29906
63781300276126,826,34572,29917
63781300276136,825,34828,29922
63781300276142,829,34365,29944
63781300276158,826,34844,30001
63781300276163,826,35022,30043
63781300276174,828,34632,30066
63781300276189,824,34979,30181
63781300276193,828,34612,30322
63781300276208,826,34368,30596
63781300276212,824,35390,31056
63781300276227,822,35482,31840
63781300276233,824,35724,32708
63781300276248,824,35128,33572
63781300276252,824,35762,34214
63781300276267,825,36012,34992
63781300276273,824,36208,35398
63781300276288,823,36336,35608
63781300276292,826,35802,35896
63781300276307,825,36644,35676
63781300276319,826,37070,35592
63781300276323,827,36328,35266
63781300276348,824,37026,34896
63781300276374,827,37666,34464
63781300276404,831,36920,33941
63781300276412,827,37908,33536
63781300276414,828,38066,33148
63781300276417,827,38238,32810
63781300276419,825,38724,32576
63781300276422,825,38576,32264
63781300276424,827,39081,32008
63781300276427,825,39056,31735
63781300276433,824,39420,31516
63781300276448,828,39290,31354
63781300276454,826,39528,31207
63781300276462,826,39820,31094
63781300276482,820,39624,30965
63781300276485,823,39898,31002
63781300276495,822,39812,30932
63781300276505,825,40052,30996
63781300276517,825,40206,30960
63781300276527,825,40309,30917
63781300276533,825,40168,30936
63781300276548,825,40280,31008
63781300276552,825,40364,31004
63781300276567,823,40490,31078
63781300276574,822,40288,31228
63781300276589,824,39784,31300
63781300276593,823,39852,31324
63781300276608,822,39876,31395
63781300276612,823,39984,31488
63781300276627,824,39800,31577
63781300276638,823,39688,31648
63781300276648,824,39560,31724
63781300276658,826,39496,31767
63781300276662,822,39540,31804
63781300276678,827,39484,31816
63781300276682,826,38992,31762
63781300276697,825,39200,31691
63781300276707,826,39245,31572
63781300276718,821,39152,31488
63781300276749,824,38994,31346
63781300276767,822,39096,31224
63781300276769,822,39060,31127
63781300276772,822,39004,30967
63781300276774,823,39096,30864
63781300276777,825,38928,30879
63781300276784,822,38880,30954
63781300275849,827,35356,32752
63781300275855,823,35048,32614
63781300275864,826,34880,32383
63781300275890,827,35060,32328
63781300275892,827,35131,32128
63781300275895,825,35098,32084
63781300275902,827,34436,32000
63781300275919,825,34000,31828
63781300275921,823,34892,31813
63781300275946,825,34932,31636
63781300275949,825,34492,31539
63781300275951,824,34808,31428
63781300275970,824,34712,31380
63781300275974,828,34528,31232
63781300276019,829,34741,31073
63781300276031,825,34506,30900
63781300276033,826,34704,30744
63781300276036,826,33920,30588
63781300276038,826,34548,30345
63781300276041,827,34056,30184
63781300276044,825,34348,30146
63781300276059,825,34536,30037
63781300276063,826,34564,29958
63781300276077,823,34572,29880
63781300276081,828,34284,29916
63781300276096,824,34296,29849
63781300276106,824,34632,29888
63781300276119,828,34216,29906
63781300276126,826,34572,29917
63781300276136,825,34828,29922
63781300276142,829,34365,29944
63781300276158,826,34844,30001
63781300276163,826,35022,30043
63781300276174,828,34632,30066
63781300276189,824,34979,30181
63781300276193,828,34612,30322
63781300276208,826,34368,30596
63781300276212,824,35390,31056
63781300276227,822,35482,31840
63781300276233,824,35724,32708
63781300276248,824,35128,33572
63781300276252,824,35762,34214
63781300276267,825,36012,34992
63781300276273,824,36208,35398
63781300276288,823,36336,35608
63781300276292,826,35802,35896
63781300276307,825,36644,35676
63781300276319,826,37070,35592
63781300276323,827,36328,35266
63781300276348,824,37026,34896
63781300276374,827,37666,34464
63781300276404,831,36920,33941
63781300276412,827,37908,33536
63781300276414,828,38066,33148
63781300276417,827,38238,32810
63781300276419,825,38724,32576
63781300276422,825,38576,32264
63781300276424,827,39081,32008
63781300276427,825,39056,31735
63781300276433,824,39420,31516
63781300276448,828,39290,31354
63781300276454,826,39528,31207
63781300276462,826,39820,31094
63781300276482,820,39624,30965
63781300276485,823,39898,31002
63781300276495,822,39812,30932
63781300276505,825,40052,30996
63781300276517,825,40206,30960
63781300276527,825,40309,30917
63781300276533,825,40168,30936
63781300276548,825,40280,31008
63781300276552,825,40364,31004
63781300276567,823,40490,31078
63781300276574,822,40288,31228
63781300276589,824,39784,31300
63781300276593,823,39852,31324
63781300276608,822,39876,31395
63781300276612,823,39984,31488
63781300276627,824,39800,31577
63781300276638,823,39688,31648
63781300276648,824,39560,31724
63781300276658,826,39496,31767
