UnityTS,GSR,breath,heart
63781301528726,640,49868,35972
63781301528734,644,50562,35834
63781301528740,642,51088,35732
63781301528751,643,51612,35562
63781301528764,636,51867,35479
63781301528767,648,52456,35344
63781301528777,642,52816,35202
63781301528794,643,53054,35084
63781301528819,645,53288,34856
63781301528844,647,53560,34740
63781301528870,645,53780,34544
63781301528872,643,54026,34388
63781301528875,642,53940,34300
63781301528877,639,54220,34496
63781301528880,641,54230,35136
63781301528882,642,54512,36076
63781301528885,642,54604,37276
63781301528889,641,54716,38800
63781301528910,645,54944,40394
63781301528910,643,55012,41744
63781301528920,642,55172,43068
63781301528930,644,55264,44224
63781301528940,642,55528,45114
63781301528951,639,55520,45756
63781301528957,642,55930,46156
63781301528967,640,56048,46384
63781301528977,642,56368,46465
63781301528994,643,56674,46416
63781301528997,644,56932,46308
63781301529012,639,57270,46176
63781301529016,641,57508,46052
63781301529032,642,57586,45967
63781301529036,642,57720,45808
63781301529051,638,57860,45764
63781301529061,638,58170,45620
63781301529072,643,58244,45304
63781301529081,640,58560,44928
63781301529085,641,58456,44664
63781301529100,639,58644,44256
63781301529111,642,58734,44056
63781301529121,645,58700,43712
63781301529136,643,58660,43424
63781301529139,641,58416,43117
63781301529147,641,58688,42948
63781301529157,643,58676,42632
63781301529197,648,58680,42424
63781301529211,643,58512,42276
63781301529214,642,58416,42022
63781301529216,641,58213,41792
63781301529219,640,58220,41528
63781301529221,639,58032,41260
63781301529227,646,57892,40916
63781301529242,644,57690,40512
63781301529246,643,57370,40168
63781301529261,640,57256,39776
63781301529267,643,57000,39364
63781301529282,641,56604,38840
63781301529286,644,56442,38464
63781301529305,642,56328,38050
63781301529307,641,56032,37577
63781301529324,640,55732,37092
63781301529327,641,55320,36728
63781301529342,649,54908,36268
63781301529346,643,54156,35999
63781301529361,647,53720,35594
63781301529367,641,53128,35242
63781301529382,641,52560,34888
63781301529386,643,51836,34530
63781301529401,643,51480,34170
63781301529405,645,50876,33928
63781301529417,644,50536,33620
63781301529434,644,50018,33506
63781301529437,644,49424,33180
63781301529462,642,48872,33052
63781301529477,643,48080,32846
63781301529480,644,47704,32637
63781301529482,642,47128,32362
63781301529490,643,46480,32188
63781301529500,640,45992,31976
63781301529511,640,45488,31846
63781301529520,645,45044,31684
63781301529554,642,44408,31676
63781301529577,641,44128,31864
63781301529580,643,43488,32524
63781301529582,641,42784,33420
63781301529585,642,42488,34716
63781301529587,642,42012,36171
63781301529590,637,41320,37861
63781301529597,640,40977,39328
63781301529607,642,40352,40992
63781301529625,644,39090,42432
63781301529627,641,39256,43416
63781301529644,639,38856,44217
63781301528726,640,49868,35972
63781301528734,644,50562,35834
63781301528740,642,51088,35732
63781301528751,643,51612,35562
63781301528764,636,51867,35479
63781301528767,648,52456,35344
63781301528777,642,52816,35202
63781301528794,643,53054,35084
63781301528819,645,53288,34856
63781301528844,647,53560,34740
63781301528870,645,53780,34544
63781301528872,643,54026,34388
63781301528875,642,53940,34300
63781301528877,639,54220,34496
63781301528880,641,54230,35136
63781301528882,642,54512,36076
63781301528885,642,54604,37276
63781301528889,641,54716,38800
63781301528910,645,54944,40394
63781301528910,643,55012,41744
63781301528920,642,55172,43068
63781301528930,644,55264,44224
63781301528940,642,55528,45114
63781301528951,639,55520,45756
63781301528957,642,55930,46156
63781301528967,640,56048,46384
63781301528977,642,56368,46465
63781301528994,643,56674,46416
63781301528997,644,56932,46308
63781301529012,639,57270,46176
63781301529016,641,57508,46052
63781301529032,642,57586,45967
63781301529036,642,57720,45808
63781301529051,638,57860,45764
63781301529061,638,58170,45620
63781301529072,643,58244,45304
63781301529081,640,58560,44928
63781301529085,641,58456,44664
63781301529100,639,58644,44256
63781301529111,642,58734,44056
63781301529121,645,58700,43712
63781301529136,643,58660,43424
63781301529139,641,58416,43117
63781301529147,641,58688,42948
63781301529157,643,58676,42632
63781301529197,648,58680,42424
63781301529211,643,58512,42276
63781301529214,642,58416,42022
63781301529216,641,58213,41792
63781301529219,640,58220,41528
63781301529221,639,58032,41260
63781301529227,646,57892,40916
63781301529242,644,57690,40512
63781301529246,643,57370,40168
63781301529261,640,57256,39776
63781301529267,643,57000,39364
63781301529282,641,56604,38840
63781301529286,644,56442,38464
63781301529305,642,56328,38050
63781301529307,641,56032,37577
63781301529324,640,55732,37092
63781301529327,641,55320,36728
63781301529342,649,54908,36268
63781301529346,643,54156,35999
63781301529361,647,53720,35594
63781301529367,641,53128,35242
63781301529382,641,52560,34888
63781301529386,643,51836,34530
63781301529401,643,51480,34170
63781301529405,645,50876,33928
63781301529417,644,50536,33620
63781301529434,644,50018,33506
63781301529437,644,49424,33180
63781301529462,642,48872,33052
63781301529477,643,48080,32846
63781301529480,644,47704,32637
63781301529482,642,47128,32362
63781301529490,643,46480,32188
63781301529500,640,45992,31976
63781301529511,640,45488,31846
63781301529520,645,45044,31684
63781301529554,642,44408,31676
63781301529577,641,44128,31864
63781301529580,643,43488,32524
63781301529582,641,42784,33420
63781301529585,642,42488,34716
63781301529587,642,42012,36171
63781301529590,637,41320,37861
63781301529597,640,40977,39328
63781301529607,642,40352,40992
63781301529625,644,39090,42432
63781301529627,641,39256,43416
63781301529644,639,38856,44217
63781301529647,644,38456,44938
63781301529662,642,38072,45164
63781301529674,644,37556,45117
63781301529681,648,37312,44760
63781301529687,644,36492,44976
63781301529702,643,36520,44560
63781301529706,643,36340,43840
63781301529721,646,35773,43624
63781301529727,644,35856,43412
63781301529740,643,35684,43160
63781301529751,647,35788,42728
