UnityTS,GSR,breath,heart
63781302316769,638,29204,26480
63781302316771,639,29848,26200
63781302316774,634,29988,26052
63781302316775,634,30050,25992
63781302316779,631,30716,26018
63781302316789,628,30518,26044
63781302316795,628,30564,26162
63781302316811,629,30660,26328
63781302316814,626,31108,26704
63781302316829,627,31192,27238
63781302316835,625,30690,28080
63781302316851,629,31656,28952
63781302316854,631,32016,29810
63781302316870,630,32412,30712
63781302316874,631,32892,31326
63781302316890,634,33320,31812
63781302316894,633,33786,32348
63781302316909,632,34220,32612
63781302316913,634,34854,32618
63781302316929,631,35080,32679
63781302316933,634,35784,32514
63781302316968,633,36332,32464
63781302316970,632,36368,32344
63781302316979,635,36984,32255
63781302316981,632,37408,32281
63781302316985,633,37684,32408
63781302317010,634,37650,32624
63781302317013,630,37748,32864
63781302317018,629,37884,33096
63781302317033,632,37872,33301
63781302317035,629,37976,33362
63781302317051,634,37872,33408
63781302317054,638,37409,33216
63781302316769,638,29204,26480
63781302316771,639,29848,26200
63781302316774,634,29988,26052
63781302316775,634,30050,25992
63781302316779,631,30716,26018
63781302316789,628,30518,26044
63781302316795,628,30564,26162
63781302316811,629,30660,26328
63781302316814,626,31108,26704
63781302316829,627,31192,27238
63781302316835,625,30690,28080
63781302316851,629,31656,28952
63781302316854,631,32016,29810
63781302316870,630,32412,30712
63781302316874,631,32892,31326
63781302316890,634,33320,31812
63781302316894,633,33786,32348
63781302316909,632,34220,32612
63781302316913,634,34854,32618
63781302316929,631,35080,32679
63781302316933,634,35784,32514
63781302316968,633,36332,32464
63781302316970,632,36368,32344
63781302316979,635,36984,32255
63781302316981,632,37408,32281
63781302316985,633,37684,32408
63781302317010,634,37650,32624
63781302317013,630,37748,32864
63781302317018,629,37884,33096
63781302317033,632,37872,33301
63781302317035,629,37976,33362
63781302317051,634,37872,33408
63781302317054,638,37409,33216
63781302317069,638,37168,33042
63781302317075,638,36882,32912
63781302317129,640,36962,32608
63781302317131,641,36885,32396
63781302317134,640,36321,32234
63781302317136,638,36624,32076
63781302317139,637,36178,31922
63781302317141,635,36698,31722
63781302317145,634,37013,31641
63781302317160,629,37370,31534
63781302317164,630,37323,31406
63781302317179,629,38172,31324
63781302317184,624,38570,31184
63781302317199,618,38872,31097
63781302317215,621,39416,30984
63781302317218,612,40248,30912
63781302317228,604,40649,30904
63781302317250,596,40924,30684
63781302317250,597,41881,30270
63781302317256,591,42616,29518
63781302317271,584,43348,28534
63781302317275,584,43746,27824
63781302317291,581,44756,27484
63781302317319,576,45368,27601
63781302317321,570,46060,27504
63781302317324,563,47032,27672
63781302317326,560,47768,27656
63781302317343,551,48784,27568
63781302317346,548,49656,27412
63781302317356,541,50421,27434
63781302317373,543,50896,27556
63781302317375,543,51680,27712
63781302317390,543,52232,27617
63781302317394,544,53000,27682
63781302317409,547,53456,27498
63781302317424,551,54096,27424
63781302317440,562,54496,27508
63781302317440,566,55048,27234
63781302317444,573,55540,27148
63781302317489,577,55898,26972
63781302317499,586,56340,26784
63781302317501,594,56724,26528
63781302317507,598,57320,26728
63781302317510,605,57740,26580
63781302317512,614,58244,26504
63781302317516,622,58644,26524
63781302317533,630,59024,26094
63781302317535,640,59328,25611
63781302317550,652,59592,25472
63781302317570,655,59928,25292
63781302317570,662,60224,25368
63781302317574,669,60428,25607
63781302317599,679,60828,26152
63781302317601,685,61056,26570
63781302317611,690,61316,27104
63781302317614,689,61536,27480
63781302317629,690,61836,27848
63781302317639,689,61394,28120
63781302317655,695,61984,27986
63781302317659,691,62152,27852
63781302317674,690,61972,27469
63781302317677,684,61556,27065
63781302317704,682,60804,26468
63781302317715,671,60804,26242
63781302317717,669,60340,25832
63781302317720,663,60240,25176
63781302317726,659,60108,24553
63781302317741,656,60288,24006
63781302317745,655,60382,23728
63781302317760,658,60448,23436
63781302317764,657,60580,23564
63781302317779,653,60805,23932
63781302317785,651,60814,24328
63781302317800,647,60666,24708
63781302317804,641,61041,25016
63781302317829,631,60992,25272
63781302317854,630,60830,25483
63781302317874,626,60492,25824
63781302317876,627,60128,26168
63781302317879,620,59848,26624
63781302317881,623,59516,27038
63781302317885,620,59168,27572
63781302317885,622,58602,27960
63781302317901,625,58144,28260
63781302317905,629,57768,28473
63781302317920,634,57040,28680
63781302317957,638,56468,28968
63781302317960,636,55800,29400
63781302317962,638,55080,29956
63781302317965,633,54488,30240
63781302317967,632,53832,30536
63781302317979,631,53354,30660
63781302317989,635,52824,30693
63781302317995,638,52281,30754
63781302318011,640,51904,30625
63781302318015,638,51480,30457
63781302318030,643,51108,30360
63781302318035,642,50269,30292
63781302318051,645,50552,30316
63781302318055,644,50293,30316
63781302316769,638,29204,26480
63781302316771,639,29848,26200
63781302316774,634,29988,26052
63781302316775,634,30050,25992
63781302316779,631,30716,26018
63781302316789,628,30518,26044
63781302316795,628,30564,26162
63781302316811,629,30660,26328
63781302316814,626,31108,26704
63781302316829,627,31192,27238
63781302316835,625,30690,28080
63781302316851,629,31656,28952
63781302316854,631,32016,29810
63781302316870,630,32412,30712
63781302316874,631,32892,31326
63781302316890,634,33320,31812
63781302316894,633,33786,32348
63781302316909,632,34220,32612
63781302316913,634,34854,32618
63781302316929,631,35080,32679
63781302316933,634,35784,32514
63781302316968,633,36332,32464
63781302316970,632,36368,32344
63781302316979,635,36984,32255
63781302316981,632,37408,32281
63781302316985,633,37684,32408
63781302317010,634,37650,32624
63781302317013,630,37748,32864
63781302317018,629,37884,33096
63781302317033,632,37872,33301
63781302317035,629,37976,33362
63781302317051,634,37872,33408
63781302317054,638,37409,33216
63781302317069,638,37168,33042
63781302317075,638,36882,32912
63781302317129,640,36962,32608
63781302317131,641,36885,32396
63781302317134,640,36321,32234
63781302317136,638,36624,32076
63781302317139,637,36178,31922
63781302317141,635,36698,31722
63781302317145,634,37013,31641
63781302317160,629,37370,31534
63781302317164,630,37323,31406
63781302317179,629,38172,31324
63781302317184,624,38570,31184
63781302317199,618,38872,31097
63781302317215,621,39416,30984
63781302317218,612,40248,30912
63781302317228,604,40649,30904
63781302317250,596,40924,30684
63781302317250,597,41881,30270
63781302317256,591,42616,29518
63781302317271,584,43348,28534
63781302317275,584,43746,27824
63781302317291,581,44756,27484
63781302317319,576,45368,27601
63781302317321,570,46060,27504
63781302317324,563,47032,27672
63781302317326,560,47768,27656
63781302317343,551,48784,27568
63781302317346,548,49656,27412
63781302317356,541,50421,27434
63781302317373,543,50896,27556
63781302317375,543,51680,27712
63781302317390,543,52232,27617
63781302317394,544,53000,27682
63781302317409,547,53456,27498
63781302317424,551,54096,27424
63781302317440,562,54496,27508
63781302317440,566,55048,27234
63781302317444,573,55540,27148
63781302317489,577,55898,26972
63781302317499,586,56340,26784
63781302317501,594,56724,26528
63781302317507,598,57320,26728
63781302317510,605,57740,26580
63781302317512,614,58244,26504
63781302317516,622,58644,26524
63781302317533,630,59024,26094
63781302317535,640,59328,25611
63781302317550,652,59592,25472
63781302317570,655,59928,25292
63781302317570,662,60224,25368
63781302317574,669,60428,25607
63781302317599,679,60828,26152
63781302317601,685,61056,26570
63781302317611,690,61316,27104
63781302317614,689,61536,27480
63781302317629,690,61836,27848
63781302317639,689,61394,28120
63781302317655,695,61984,27986
63781302317659,691,62152,27852
63781302317674,690,61972,27469
63781302317677,684,61556,27065
63781302317704,682,60804,26468
63781302317715,671,60804,26242
63781302317717,669,60340,25832
63781302317720,663,60240,25176
63781302317726,659,60108,24553
63781302317741,656,60288,24006
63781302317745,655,60382,23728
63781302317760,658,60448,23436
63781302317764,657,60580,23564
63781302317779,653,60805,23932
63781302317785,651,60814,24328
63781302317800,647,60666,24708
63781302317804,641,61041,25016
63781302317829,631,60992,25272
63781302317854,630,60830,25483
63781302317874,626,60492,25824
63781302317876,627,60128,26168
63781302317879,620,59848,26624
63781302317881,623,59516,27038
63781302317885,620,59168,27572
63781302317885,622,58602,27960
63781302317901,625,58144,28260
63781302317905,629,57768,28473
63781302317920,634,57040,28680
63781302317957,638,56468,28968
63781302317960,636,55800,29400
63781302317962,638,55080,29956
63781302317965,633,54488,30240
63781302317967,632,53832,30536
63781302317979,631,53354,30660
63781302317989,635,52824,30693
63781302317995,638,52281,30754
63781302318011,640,51904,30625
63781302318015,638,51480,30457
63781302318030,643,51108,30360
63781302318035,642,50269,30292
63781302318051,645,50552,30316
63781302318055,644,50293,30316
63781302318081,638,50280,30500
63781302318081,631,50144,30814
63781302318085,625,49946,31368
63781302318100,619,49908,32172
63781302318106,622,49804,32864
63781302318121,617,49960,33346
63781302318125,619,50340,33698
63781302318137,624,50424,33648
63781302318147,625,50612,33602
63781302318157,630,50686,33233
63781302318184,633,50716,32586
63781302318211,634,50512,31928
63781302318211,637,50240,31208
63781302318237,635,49936,30416
63781302318250,631,49632,29884
63781302318252,631,49256,29608
63781302318255,631,48976,29184
63781302318257,626,48866,28784
63781302318260,618,49042,28644
63781302318262,614,48880,28560
63781302318266,613,49192,28682
63781302318281,614,49448,29095
63781302318285,620,49656,29469
63781302318302,623,50084,29760
63781302318306,623,50560,30202
63781302318316,623,50808,30524
63781302318331,627,51195,30548
63781302318335,627,50960,30548
63781302318349,634,50533,30304
63781302318359,634,49896,29840
63781302318369,633,48896,29252
63781302318385,634,48080,28060
63781302318387,638,46980,26540
63781302318397,636,46168,25024
63781302318407,632,45338,24092
63781302318424,623,45160,23625
63781302318426,615,45076,23370
63781302318445,602,45396,23716
63781302318447,592,45576,23884
63781302318459,579,46208,24570
63781302318469,568,46826,25360
63781302318479,560,47368,26398
63781302318489,556,48332,27384
63781302318500,537,48993,28608
63781302318510,533,49824,29521
63781302318514,537,50660,30405
63781302318529,543,51448,30632
63781302318540,549,52112,30738
63781302318550,560,52672,30888
63781302318585,569,53104,31012
63781302318625,586,53480,31268
63781302318628,603,53962,31540
63781302318631,611,54266,32066
63781302318633,619,54382,32608
63781302318636,612,54688,33009
63781302318638,605,54924,33568
63781302318641,619,55064,33896
63781302318643,626,55192,34228
63781302318651,643,55304,34492
63781302318657,642,55408,34594
63781302318682,634,55440,34710
63781302318686,631,55504,34696
63781302318690,632,55448,34556
63781302318701,644,55032,34472
63781302318708,653,55104,34524
63781302318716,656,55040,34724
63781302318731,660,54872,35216
63781302318737,650,54805,35724
63781302318756,650,54732,36192
63781302318758,641,54702,36520
63781302318766,644,54528,36676
63781302318782,635,54496,36797
63781302318785,633,54346,37008
63781302318800,628,54137,37386
63781302318806,626,54088,37844
63781302318822,604,54020,38160
63781302318826,571,54084,38288
63781302318841,549,54032,38565
