UnityTS,GSR,breath,heart
63781303927726,487,36388,35885
63781303927733,484,36345,36008
63781303927742,482,36892,36244
63781303927753,480,36982,36368
63781303927763,488,37312,36504
63781303927769,499,37448,36552
63781303927781,511,37682,36804
63781303927792,522,37548,36970
63781303927802,526,38022,37136
63781303927812,524,37988,37352
63781303927822,523,38170,37552
63781303927828,522,38359,37600
63781303927843,517,38540,37892
63781303927869,513,38361,38378
63781303927894,506,38336,38996
63781303927898,508,38068,39712
63781303927901,501,38112,40536
63781303927903,497,37804,41384
63781303927906,494,37408,41856
63781303927908,487,37128,42300
63781303927924,487,37344,42512
63781303927928,478,36904,42932
63781303927943,476,36568,43396
63781303927954,465,36074,43968
63781303927958,457,35556,44424
63781303927973,448,34544,44802
63781303927979,446,34209,44756
63781303927994,444,33244,45392
63781303927998,449,32700,45592
63781303928013,447,31141,45844
63781303928017,448,31114,45632
63781303928033,451,30672,45072
63781303928037,458,30072,44564
63781303928052,460,29786,44018
63781303928062,462,29197,43640
63781303928073,463,29131,43170
63781303928083,469,28490,42760
63781303928087,466,28880,42148
63781303928099,472,28312,41708
63781303928116,473,28637,41393
63781303928118,473,29212,40696
63781303928133,481,29560,40248
63781303928139,483,29850,39924
63781303928151,487,30426,39508
63781303928161,483,31189,39176
63781303928171,486,31238,39260
63781303928206,490,32084,39588
63781303928208,490,32514,40160
63781303928238,494,32417,40712
63781303928259,496,33140,40760
63781303928262,504,33257,41204
63781303928264,500,33588,41200
63781303928267,504,33748,41160
63781303928269,502,34056,40624
63781303928272,504,34866,40180
63781303928274,506,35032,39753
63781303928279,512,35562,39320
63781303928294,513,36229,38867
63781303928298,514,36737,38472
63781303928308,513,37176,38004
63781303928323,517,37600,37564
63781303928330,513,38026,36880
63781303928338,516,38128,36528
63781303927726,487,36388,35885
63781303927733,484,36345,36008
63781303927742,482,36892,36244
63781303927753,480,36982,36368
63781303927763,488,37312,36504
63781303927769,499,37448,36552
63781303927781,511,37682,36804
63781303927792,522,37548,36970
63781303927802,526,38022,37136
63781303927812,524,37988,37352
63781303927822,523,38170,37552
63781303927828,522,38359,37600
63781303927843,517,38540,37892
63781303927869,513,38361,38378
63781303927894,506,38336,38996
63781303927898,508,38068,39712
63781303927901,501,38112,40536
63781303927903,497,37804,41384
63781303927906,494,37408,41856
63781303927908,487,37128,42300
63781303927924,487,37344,42512
63781303927928,478,36904,42932
63781303927943,476,36568,43396
63781303927954,465,36074,43968
63781303927958,457,35556,44424
63781303927973,448,34544,44802
63781303927979,446,34209,44756
63781303927994,444,33244,45392
63781303927998,449,32700,45592
63781303928013,447,31141,45844
63781303928017,448,31114,45632
63781303928033,451,30672,45072
63781303928037,458,30072,44564
63781303928052,460,29786,44018
63781303928062,462,29197,43640
63781303928073,463,29131,43170
63781303928083,469,28490,42760
63781303928087,466,28880,42148
63781303928099,472,28312,41708
63781303928116,473,28637,41393
63781303928118,473,29212,40696
63781303928133,481,29560,40248
63781303928139,483,29850,39924
63781303928151,487,30426,39508
63781303928161,483,31189,39176
63781303928171,486,31238,39260
63781303928206,490,32084,39588
63781303928208,490,32514,40160
63781303928238,494,32417,40712
63781303928259,496,33140,40760
63781303928262,504,33257,41204
63781303928264,500,33588,41200
63781303928267,504,33748,41160
63781303928269,502,34056,40624
63781303928272,504,34866,40180
63781303928274,506,35032,39753
63781303928279,512,35562,39320
63781303928294,513,36229,38867
63781303928298,514,36737,38472
63781303928308,513,37176,38004
63781303928323,517,37600,37564
63781303928330,513,38026,36880
63781303928338,516,38128,36528
63781303928350,513,38616,35836
63781303928360,511,38560,34912
63781303928370,503,38448,34056
63781303928380,497,38400,33100
63781303928397,487,38644,32161
63781303928399,480,38048,31220
63781303928407,471,37868,30276
63781303928422,469,37692,29449
63781303928433,462,37164,28792
63781303928443,465,36716,28344
63781303928453,462,36146,27918
63781303928465,466,35240,27735
63781303928468,467,35216,27665
63781303928484,471,34712,27702
63781303928488,469,34248,27805
63781303928503,475,33732,27980
63781303928515,474,33320,28193
63781303928519,479,32913,28472
63781303928544,479,32420,28836
63781303928547,483,32872,29362
63781303928549,485,32930,30180
63781303928565,490,32848,31232
63781303928569,483,32457,32620
63781303928595,487,33080,34160
63781303928626,486,33290,35785
63781303928632,490,33294,36810
63781303928634,487,32092,37804
63781303928637,488,32538,37920
63781303928639,482,31384,37728
63781303928642,485,31864,36952
63781303928652,472,31809,36004
63781303928658,474,31372,35128
63781303928674,466,31437,34133
63781303928689,465,32358,33492
63781303928693,456,32703,32700
63781303928708,446,32793,32088
63781303928712,443,33600,31045
63781303928727,440,34252,29979
63781303928733,436,34722,28832
63781303928739,437,34578,27562
63781303928755,439,36132,26445
63781303928759,437,35852,25308
63781303928774,438,37212,24205
63781303928778,434,37505,23264
63781303928795,431,37780,21911
63781303928798,434,37808,20850
63781303928813,439,37492,19564
63781303928838,444,36690,18900
63781303928853,431,35992,17945
63781303928855,435,35460,17089
63781303928858,431,34306,16340
63781303928860,433,33540,15676
63781303928872,432,32329,15249
63781303928882,435,31532,15201
63781303928892,436,30682,15204
63781303928902,442,30140,15477
63781303928913,447,28952,16038
63781303928919,451,28757,16664
63781303928932,446,28192,17636
63781303928942,451,27454,18667
63781303928988,450,26784,19481
63781303928990,458,26194,20484
63781303928993,456,25778,21461
63781303928995,464,25644,22485
63781303928998,466,24917,23400
63781303929000,466,24322,24372
63781303929010,468,24146,25232
63781303929020,475,23699,26012
63781303929035,475,23297,26700
63781303929039,483,22487,27305
63781303929049,484,22316,28018
63781303929064,485,22531,28856
63781303929068,484,22109,29648
63781303929083,489,21228,30537
63781303929089,485,21008,31256
63781303929104,489,20571,31576
63781303929108,489,19511,32048
63781303929123,497,18641,31934
63781303929127,498,17389,32150
63781303929144,499,16474,32034
63781303929148,498,15236,31704
63781303929173,497,14298,31500
63781303929177,496,13554,31204
63781303929180,503,12678,30996
63781303929192,498,11997,30512
63781303929202,505,11088,30202
63781303929212,501,10428,29706
63781303929222,501,9924,29552
63781303929233,500,9253,29060
63781303929242,497,8794,28930
63781303929252,500,8318,29108
63781303929262,500,7955,29528
63781303929273,497,7382,30344
63781303929283,498,7047,31330
63781303929293,497,6763,32232
63781303929299,495,6408,33636
63781303929329,489,6006,34344
63781303927726,487,36388,35885
63781303927733,484,36345,36008
63781303927742,482,36892,36244
63781303927753,480,36982,36368
63781303927763,488,37312,36504
63781303927769,499,37448,36552
63781303927781,511,37682,36804
63781303927792,522,37548,36970
63781303927802,526,38022,37136
63781303927812,524,37988,37352
63781303927822,523,38170,37552
63781303927828,522,38359,37600
63781303927843,517,38540,37892
63781303927869,513,38361,38378
63781303927894,506,38336,38996
63781303927898,508,38068,39712
63781303927901,501,38112,40536
63781303927903,497,37804,41384
63781303927906,494,37408,41856
63781303927908,487,37128,42300
63781303927924,487,37344,42512
63781303927928,478,36904,42932
63781303927943,476,36568,43396
63781303927954,465,36074,43968
63781303927958,457,35556,44424
63781303927973,448,34544,44802
63781303927979,446,34209,44756
63781303927994,444,33244,45392
63781303927998,449,32700,45592
63781303928013,447,31141,45844
63781303928017,448,31114,45632
63781303928033,451,30672,45072
63781303928037,458,30072,44564
63781303928052,460,29786,44018
63781303928062,462,29197,43640
63781303928073,463,29131,43170
63781303928083,469,28490,42760
63781303928087,466,28880,42148
63781303928099,472,28312,41708
63781303928116,473,28637,41393
63781303928118,473,29212,40696
63781303928133,481,29560,40248
63781303928139,483,29850,39924
63781303928151,487,30426,39508
63781303928161,483,31189,39176
63781303928171,486,31238,39260
63781303928206,490,32084,39588
63781303928208,490,32514,40160
63781303928238,494,32417,40712
63781303928259,496,33140,40760
63781303928262,504,33257,41204
63781303928264,500,33588,41200
63781303928267,504,33748,41160
63781303928269,502,34056,40624
63781303928272,504,34866,40180
63781303928274,506,35032,39753
63781303928279,512,35562,39320
63781303928294,513,36229,38867
63781303928298,514,36737,38472
63781303928308,513,37176,38004
63781303928323,517,37600,37564
63781303928330,513,38026,36880
63781303928338,516,38128,36528
63781303928350,513,38616,35836
63781303928360,511,38560,34912
63781303928370,503,38448,34056
63781303928380,497,38400,33100
63781303928397,487,38644,32161
63781303928399,480,38048,31220
63781303928407,471,37868,30276
63781303928422,469,37692,29449
63781303928433,462,37164,28792
63781303928443,465,36716,28344
63781303928453,462,36146,27918
63781303928465,466,35240,27735
63781303928468,467,35216,27665
63781303928484,471,34712,27702
63781303928488,469,34248,27805
63781303928503,475,33732,27980
63781303928515,474,33320,28193
63781303928519,479,32913,28472
63781303928544,479,32420,28836
63781303928547,483,32872,29362
63781303928549,485,32930,30180
63781303928565,490,32848,31232
63781303928569,483,32457,32620
63781303928595,487,33080,34160
63781303928626,486,33290,35785
63781303928632,490,33294,36810
63781303928634,487,32092,37804
63781303928637,488,32538,37920
63781303928639,482,31384,37728
63781303928642,485,31864,36952
63781303928652,472,31809,36004
63781303928658,474,31372,35128
63781303928674,466,31437,34133
63781303928689,465,32358,33492
63781303928693,456,32703,32700
63781303928708,446,32793,32088
63781303928712,443,33600,31045
63781303928727,440,34252,29979
63781303928733,436,34722,28832
63781303928739,437,34578,27562
63781303928755,439,36132,26445
63781303928759,437,35852,25308
63781303928774,438,37212,24205
63781303928778,434,37505,23264
63781303928795,431,37780,21911
63781303928798,434,37808,20850
63781303928813,439,37492,19564
63781303928838,444,36690,18900
63781303928853,431,35992,17945
63781303928855,435,35460,17089
63781303928858,431,34306,16340
63781303928860,433,33540,15676
63781303928872,432,32329,15249
63781303928882,435,31532,15201
63781303928892,436,30682,15204
63781303928902,442,30140,15477
63781303928913,447,28952,16038
63781303928919,451,28757,16664
63781303928932,446,28192,17636
63781303928942,451,27454,18667
63781303928988,450,26784,19481
63781303928990,458,26194,20484
63781303928993,456,25778,21461
63781303928995,464,25644,22485
63781303928998,466,24917,23400
63781303929000,466,24322,24372
63781303929010,468,24146,25232
63781303929020,475,23699,26012
63781303929035,475,23297,26700
63781303929039,483,22487,27305
63781303929049,484,22316,28018
63781303929064,485,22531,28856
63781303929068,484,22109,29648
63781303929083,489,21228,30537
63781303929089,485,21008,31256
63781303929104,489,20571,31576
63781303929108,489,19511,32048
63781303929123,497,18641,31934
63781303929127,498,17389,32150
63781303929144,499,16474,32034
63781303929148,498,15236,31704
63781303929173,497,14298,31500
63781303929177,496,13554,31204
63781303929180,503,12678,30996
63781303929192,498,11997,30512
63781303929202,505,11088,30202
63781303929212,501,10428,29706
63781303929222,501,9924,29552
63781303929233,500,9253,29060
63781303929242,497,8794,28930
63781303929252,500,8318,29108
63781303929262,500,7955,29528
63781303929273,497,7382,30344
63781303929283,498,7047,31330
63781303929293,497,6763,32232
63781303929299,495,6408,33636
63781303929329,489,6006,34344
63781303929354,488,5762,35202
63781303929373,484,5431,35664
63781303929375,486,5138,36068
63781303929378,481,4859,36490
63781303929380,482,4606,36664
63781303929383,482,4343,36496
63781303929385,482,4106,36588
63781303929389,476,3894,36808
63781303929404,477,3673,37008
63781303929408,470,3461,37604
63781303929423,468,3274,38470
63781303929426,462,3919,38288
63781303929441,461,6392,38812
63781303929450,462,9785,38328
63781303929484,466,11112,39296
63781303929486,465,10924,39744
63781303929489,468,11331,39840
63781303929492,466,11638,39712
63781303929502,467,12148,39476
63781303929508,467,12056,38661
63781303929524,471,11816,38372
63781303929530,470,11991,37924
63781303929545,469,12368,37408
63781303929548,469,12811,36778
63781303929561,469,13601,36420
63781303929571,470,14508,35976
63781303929581,470,15721,35788
63781303929592,471,17141,35256
63781303929602,474,18498,35104
63781303929612,469,20352,34504
63781303929618,470,22608,34320
63781303929635,467,24840,34197
63781303929645,468,27873,33762
63781303929651,467,30138,33416
63781303929661,468,31338,32952
63781303929677,470,34114,32724
63781303929681,478,35824,32361
63781303929708,473,37784,32034
63781303929728,480,38956,31801
63781303929731,478,40804,31628
63781303929733,478,42328,31438
63781303929736,481,43748,31229
63781303929743,480,44912,31184
63781303929747,477,45896,31062
63781303929785,474,47144,31036
63781303929787,478,48101,31104
63781303929790,477,49137,31304
63781303929792,472,50036,31382
63781303929803,475,50568,31701
63781303929813,474,51832,32000
63781303929817,476,52580,32244
63781303929833,475,53224,32440
63781303929840,475,53908,32698
63781303929855,473,54514,32724
63781303929860,482,55226,32752
63781303929875,479,55848,32824
63781303929881,477,56392,32776
63781303929891,476,56960,32672
63781303929901,477,57296,32552
63781303929912,473,57860,32335
63781303929927,471,58183,32368
63781303929930,474,58484,32154
63781303929940,471,58832,31817
63781303929956,474,59120,31752
63781303929958,477,58864,31766
63781303929971,473,59504,32092
63781303929981,473,59994,32816
63781303930007,471,60256,33836
63781303930010,471,60584,34836
63781303930012,472,60868,35762
63781303930020,468,61044,36556
63781303930046,470,61472,37212
63781303930048,470,61600,37516
63781303930079,472,61824,37676
63781303930101,469,62000,37490
63781303930128,470,62060,37232
63781303930131,474,61740,36829
63781303930133,474,61960,36388
63781303930136,472,61864,35832
63781303930138,476,61612,35348
63781303930141,477,61298,34816
63781303930143,481,60928,34360
63781303930146,481,60536,33915
63781303930150,481,60048,33464
63781303930165,483,59691,33056
63781303930168,486,59000,32680
63781303930181,486,58804,32253
63781303930197,488,58208,31782
63781303930201,487,57618,31320
63781303930211,488,57088,30785
63781303930221,485,56536,30404
63781303930237,484,55976,30036
63781303930241,489,55272,29728
63781303930256,487,54224,29660
63781303930260,488,53616,29440
63781303930276,489,52729,29240
63781303930282,489,52072,29080
63781303930292,484,51389,28980
63781303930309,486,50624,28970
63781303930313,488,50073,28904
63781303930323,488,49364,28644
63781303930330,485,48916,28554
63781303930345,490,48272,28464
63781303930348,484,47332,28216
63781303930363,485,47664,27914
63781303930371,483,47244,27684
63781303930382,484,46713,27344
63781303930388,483,46572,27168
63781303930403,487,46256,26848
63781303930410,489,45932,26617
63781303930443,494,45656,26409
63781303930461,491,45352,25975
63781303930463,491,45040,25808
63781303930466,492,44644,25504
63781303930468,494,44328,25456
63781303930471,492,43890,25301
63781303930483,491,43630,25244
63781303930490,488,43140,24996
63781303930505,484,42450,25000
63781303930508,485,41756,24912
63781303930523,482,41552,24660
63781303930527,483,41056,24800
63781303930545,481,40608,24709
63781303930551,480,39178,24792
63781303930566,479,39674,24649
63781303930569,483,39137,24664
63781303930583,480,38844,24816
63781303930587,478,38384,24908
63781303930612,474,37916,24912
63781303930615,476,37408,25068
63781303930625,476,36972,25052
63781303930631,478,36556,25256
63781303927726,487,36388,35885
63781303927733,484,36345,36008
63781303927742,482,36892,36244
63781303927753,480,36982,36368
63781303927763,488,37312,36504
63781303927769,499,37448,36552
63781303927781,511,37682,36804
63781303927792,522,37548,36970
63781303927802,526,38022,37136
63781303927812,524,37988,37352
63781303927822,523,38170,37552
63781303927828,522,38359,37600
63781303927843,517,38540,37892
63781303927869,513,38361,38378
63781303927894,506,38336,38996
63781303927898,508,38068,39712
63781303927901,501,38112,40536
63781303927903,497,37804,41384
63781303927906,494,37408,41856
63781303927908,487,37128,42300
63781303927924,487,37344,42512
63781303927928,478,36904,42932
63781303927943,476,36568,43396
63781303927954,465,36074,43968
63781303927958,457,35556,44424
63781303927973,448,34544,44802
63781303927979,446,34209,44756
63781303927994,444,33244,45392
63781303927998,449,32700,45592
63781303928013,447,31141,45844
63781303928017,448,31114,45632
63781303928033,451,30672,45072
63781303928037,458,30072,44564
63781303928052,460,29786,44018
63781303928062,462,29197,43640
63781303928073,463,29131,43170
63781303928083,469,28490,42760
63781303928087,466,28880,42148
63781303928099,472,28312,41708
63781303928116,473,28637,41393
63781303928118,473,29212,40696
63781303928133,481,29560,40248
63781303928139,483,29850,39924
63781303928151,487,30426,39508
63781303928161,483,31189,39176
63781303928171,486,31238,39260
63781303928206,490,32084,39588
63781303928208,490,32514,40160
63781303928238,494,32417,40712
63781303928259,496,33140,40760
63781303928262,504,33257,41204
63781303928264,500,33588,41200
63781303928267,504,33748,41160
63781303928269,502,34056,40624
63781303928272,504,34866,40180
63781303928274,506,35032,39753
63781303928279,512,35562,39320
63781303928294,513,36229,38867
63781303928298,514,36737,38472
63781303928308,513,37176,38004
63781303928323,517,37600,37564
63781303928330,513,38026,36880
63781303928338,516,38128,36528
63781303928350,513,38616,35836
63781303928360,511,38560,34912
63781303928370,503,38448,34056
63781303928380,497,38400,33100
63781303928397,487,38644,32161
63781303928399,480,38048,31220
63781303928407,471,37868,30276
63781303928422,469,37692,29449
63781303928433,462,37164,28792
63781303928443,465,36716,28344
63781303928453,462,36146,27918
63781303928465,466,35240,27735
63781303928468,467,35216,27665
63781303928484,471,34712,27702
63781303928488,469,34248,27805
63781303928503,475,33732,27980
63781303928515,474,33320,28193
63781303928519,479,32913,28472
63781303928544,479,32420,28836
63781303928547,483,32872,29362
63781303928549,485,32930,30180
63781303928565,490,32848,31232
63781303928569,483,32457,32620
63781303928595,487,33080,34160
63781303928626,486,33290,35785
63781303928632,490,33294,36810
63781303928634,487,32092,37804
63781303928637,488,32538,37920
63781303928639,482,31384,37728
63781303928642,485,31864,36952
63781303928652,472,31809,36004
63781303928658,474,31372,35128
63781303928674,466,31437,34133
63781303928689,465,32358,33492
63781303928693,456,32703,32700
63781303928708,446,32793,32088
63781303928712,443,33600,31045
63781303928727,440,34252,29979
63781303928733,436,34722,28832
63781303928739,437,34578,27562
63781303928755,439,36132,26445
63781303928759,437,35852,25308
63781303928774,438,37212,24205
63781303928778,434,37505,23264
63781303928795,431,37780,21911
63781303928798,434,37808,20850
63781303928813,439,37492,19564
63781303928838,444,36690,18900
63781303928853,431,35992,17945
63781303928855,435,35460,17089
63781303928858,431,34306,16340
63781303928860,433,33540,15676
63781303928872,432,32329,15249
63781303928882,435,31532,15201
63781303928892,436,30682,15204
63781303928902,442,30140,15477
63781303928913,447,28952,16038
63781303928919,451,28757,16664
63781303928932,446,28192,17636
63781303928942,451,27454,18667
63781303928988,450,26784,19481
63781303928990,458,26194,20484
63781303928993,456,25778,21461
63781303928995,464,25644,22485
63781303928998,466,24917,23400
63781303929000,466,24322,24372
63781303929010,468,24146,25232
63781303929020,475,23699,26012
63781303929035,475,23297,26700
63781303929039,483,22487,27305
63781303929049,484,22316,28018
63781303929064,485,22531,28856
63781303929068,484,22109,29648
63781303929083,489,21228,30537
63781303929089,485,21008,31256
63781303929104,489,20571,31576
63781303929108,489,19511,32048
63781303929123,497,18641,31934
63781303929127,498,17389,32150
63781303929144,499,16474,32034
63781303929148,498,15236,31704
63781303929173,497,14298,31500
63781303929177,496,13554,31204
63781303929180,503,12678,30996
63781303929192,498,11997,30512
63781303929202,505,11088,30202
63781303929212,501,10428,29706
63781303929222,501,9924,29552
63781303929233,500,9253,29060
63781303929242,497,8794,28930
63781303929252,500,8318,29108
63781303929262,500,7955,29528
63781303929273,497,7382,30344
63781303929283,498,7047,31330
63781303929293,497,6763,32232
63781303929299,495,6408,33636
63781303929329,489,6006,34344
63781303929354,488,5762,35202
63781303929373,484,5431,35664
63781303929375,486,5138,36068
63781303929378,481,4859,36490
63781303929380,482,4606,36664
63781303929383,482,4343,36496
63781303929385,482,4106,36588
63781303929389,476,3894,36808
63781303929404,477,3673,37008
63781303929408,470,3461,37604
63781303929423,468,3274,38470
63781303929426,462,3919,38288
63781303929441,461,6392,38812
63781303929450,462,9785,38328
63781303929484,466,11112,39296
63781303929486,465,10924,39744
63781303929489,468,11331,39840
