UnityTS,GSR,breath,heart
63781303544672,497,28548,30780
63781303544674,496,28928,31494
63781303544688,498,28540,32228
63781303544700,497,28872,32860
63781303544708,500,28930,33330
63781303544715,500,28961,33740
63781303544730,497,28791,33808
63781303544736,497,28996,33818
63781303544751,506,29018,33594
63781303544755,494,29085,33496
63781303544770,498,29148,33516
63781303544773,499,29256,33469
63781303544788,499,29104,33100
63781303544798,497,28840,33136
63781303544808,500,28978,33136
63781303544842,497,29608,33056
63781303544844,499,29328,33122
63781303544847,498,29864,33026
63781303544850,493,29600,33022
63781303544856,497,30085,32808
63781303544871,496,30248,32720
63781303544672,497,28548,30780
63781303544674,496,28928,31494
63781303544688,498,28540,32228
63781303544700,497,28872,32860
63781303544708,500,28930,33330
63781303544715,500,28961,33740
63781303544730,497,28791,33808
63781303544736,497,28996,33818
63781303544751,506,29018,33594
63781303544755,494,29085,33496
63781303544770,498,29148,33516
63781303544773,499,29256,33469
63781303544788,499,29104,33100
63781303544798,497,28840,33136
63781303544808,500,28978,33136
63781303544842,497,29608,33056
63781303544844,499,29328,33122
63781303544847,498,29864,33026
63781303544850,493,29600,33022
63781303544856,497,30085,32808
63781303544871,496,30248,32720
63781303544875,498,30341,32552
63781303544890,498,30292,32360
63781303544901,503,30524,32344
63781303544926,499,30424,32179
63781303544953,497,30628,32072
63781303544956,498,30704,32018
63781303544958,500,30704,31956
63781303544961,500,30776,31952
63781303544963,497,30864,31813
63781303544966,500,30755,31855
63781303544982,500,31028,31868
63781303544985,495,31036,31756
63781303545011,497,30626,31694
63781303545013,499,31308,31640
63781303545016,498,31192,31660
63781303545032,494,31329,31424
63781303545034,498,31420,31400
63781303545049,497,31424,31290
63781303545056,495,31636,31124
63781303545071,498,30948,30968
63781303545074,501,31746,30868
63781303545089,500,31912,30682
63781303545094,500,31496,30560
63781303545109,497,32170,30420
63781303545114,498,32258,30280
63781303545129,502,32360,30173
63781303545141,498,32521,30065
63781303545147,497,32256,30084
63781303545157,493,32756,30002
63781303545182,502,32739,29936
63781303545182,495,32800,29873
63781303545184,500,33088,29756
63781303545199,498,33090,29712
63781303545206,497,32928,29664
63781303545219,499,33264,29626
63781303545223,497,33225,29596
63781303545238,498,33048,29510
63781303545248,500,33448,29428
63781303545259,498,33482,29437
63781303545269,500,33172,29300
63781303545301,501,33620,29276
63781303545327,501,33472,29224
63781303545329,498,32922,29108
63781303545332,499,33570,29105
63781303545334,496,33983,29010
63781303545337,501,34001,28988
63781303545339,500,33952,28928
63781303545348,497,34104,28904
63781303545356,500,33989,28808
63781303545366,499,34180,28766
63781303545382,497,34104,28686
63781303545386,500,33981,28600
63781303545401,498,34248,28546
63781303545404,502,34284,28466
63781303545421,496,33682,28376
63781303545426,499,33952,28354
63781303545441,496,33802,28352
63781303545444,500,33904,28442
63781303545487,502,34076,28784
63781303545489,501,33840,29360
63781303545492,498,33904,30068
63781303545494,500,33898,30996
63781303545497,500,33656,31868
63781303545508,500,33972,32604
63781303545518,501,34118,33422
63781303545528,502,34018,33888
63781303545539,500,34152,34258
63781303545543,497,34308,34536
63781303545558,499,34060,34760
63781303545568,503,34344,34704
63781303545584,498,34316,34616
63781303545587,500,34386,34328
63781303545622,499,34412,34288
63781303545624,496,34412,34030
63781303545627,497,34488,33826
63781303545629,502,34360,33792
63781303545636,498,34170,33788
63781303545667,500,34372,33648
63781303545688,499,34076,33790
63781303545691,499,34428,33584
63781303545694,504,33984,33560
63781303545694,502,34312,33500
63781303545698,498,33458,33204
63781303545708,500,34372,33180
63781303545718,502,34292,32958
63781303545728,496,34264,32772
63781303545738,500,34130,32661
63781303545746,501,34008,32664
63781303545756,500,33912,32642
63781303545771,500,33908,32488
63781303545774,502,33976,32424
63781303545789,502,33900,32548
63781303545796,498,33289,32434
63781303545811,501,33592,32380
63781303545814,502,33402,32488
63781303545829,499,33279,32382
63781303545838,499,33210,32298
63781303545848,499,33396,32244
63781303545859,501,33122,31980
63781303545866,501,33352,31950
63781303545876,497,33280,31700
63781303544672,497,28548,30780
63781303544674,496,28928,31494
63781303544688,498,28540,32228
63781303544700,497,28872,32860
63781303544708,500,28930,33330
63781303544715,500,28961,33740
63781303544730,497,28791,33808
63781303544736,497,28996,33818
63781303544751,506,29018,33594
63781303544755,494,29085,33496
63781303544770,498,29148,33516
63781303544773,499,29256,33469
63781303544788,499,29104,33100
63781303544798,497,28840,33136
63781303544808,500,28978,33136
63781303544842,497,29608,33056
63781303544844,499,29328,33122
63781303544847,498,29864,33026
63781303544850,493,29600,33022
63781303544856,497,30085,32808
63781303544871,496,30248,32720
63781303544875,498,30341,32552
63781303544890,498,30292,32360
63781303544901,503,30524,32344
63781303544926,499,30424,32179
63781303544953,497,30628,32072
63781303544956,498,30704,32018
63781303544958,500,30704,31956
63781303544961,500,30776,31952
63781303544963,497,30864,31813
63781303544966,500,30755,31855
