UnityTS,GSR,breath,heart
63781299423876,88,9916,29268
63781299423879,87,9928,28556
63781299423881,85,10154,27390
63781299423876,88,9916,29268
63781299423879,87,9928,28556
63781299423881,85,10154,27390
63781299423884,85,10288,26332
63781299423886,88,10418,25212
63781299423889,87,10552,23864
63781299423889,87,10772,22804
63781299423892,87,10866,21548
63781299423894,85,10953,20555
63781299423899,87,11075,19844
63781299423900,85,11241,19250
63781299423919,85,11468,18973
63781299423929,84,11544,18884
63781299423939,84,11768,19026
63781299423943,85,11739,19300
63781299423968,83,12060,19806
63781299423968,86,12114,20272
63781299423968,87,12394,20840
63781299423968,85,12441,21282
63781299423968,85,12623,21694
63781299423968,85,12876,22112
63781299423968,85,13028,22288
63781299423968,87,13178,22448
63781299423968,86,13323,22686
63781299423968,86,13468,22790
63781299423968,86,13684,23050
63781299423968,87,13665,23292
63781299423968,87,14098,23536
63781299423968,86,14122,23732
63781299423968,87,14454,24106
63781299423968,86,14701,24496
63781299423968,85,15121,24772
63781299423968,84,15385,25028
63781299423968,85,15612,25280
63781299423968,85,16010,25372
63781299423968,86,16484,25665
63781299423968,85,16848,25816
63781299423968,86,17170,26025
63781299423968,86,17232,26233
63781299423968,85,17721,26460
63781299423968,85,18157,26676
63781299423968,86,18524,26888
63781299423968,86,19164,27037
63781299423968,84,19622,27358
63781299423968,86,19885,27534
63781299423968,85,20650,27772
63781299423968,86,21110,28157
63781299423968,84,21412,28464
63781299423968,86,21978,28904
63781299423968,85,22604,29316
63781299423968,85,22938,29850
63781299423968,86,23547,30274
63781299423968,84,24032,30620
63781299423968,84,24644,31144
63781299423969,82,24552,31723
63781299423969,86,25056,32562
63781299423969,84,26124,33416
63781299423969,85,26534,34384
63781299423969,84,27017,35472
63781299423969,85,26950,36056
63781299423969,85,27617,36916
63781299423969,86,27864,37514
63781299423969,86,28544,37521
63781299423969,85,28878,37308
63781299423969,86,28858,36888
63781299423969,84,29242,36300
63781299423969,82,29776,35642
63781299423969,82,29612,34794
63781299423969,83,30232,34069
63781299423969,86,30440,33364
63781299423969,83,30624,32879
63781299423969,86,30752,32320
63781299423969,85,30344,32020
63781299423969,85,30217,31749
63781299423969,84,30900,31544
63781299423969,86,30906,31405
63781299423969,84,31196,31490
63781299423969,84,31232,31645
63781299423969,84,30615,31920
63781299423969,87,30660,32168
63781299423969,86,30744,32392
63781299423975,85,30938,32752
63781299423975,86,29961,33000
63781299423975,84,29996,33262
63781299423975,82,30548,33364
63781299423975,85,30349,33385
63781299423975,85,30050,33472
63781299423975,85,29828,33576
63781299423975,85,29728,33529
63781299423975,83,29025,33480
63781299423975,85,29277,33313
63781299423975,84,29020,33196
63781299423975,84,28436,32888
63781299423975,86,28139,32936
63781299423975,84,28088,32872
63781299423975,85,27940,32869
63781299423975,84,27278,32944
63781299423975,86,27428,32728
63781299423975,85,27252,32948
63781299423975,87,27040,33008
63781299423977,88,26710,33214
63781299423977,88,26493,33333
63781299423979,86,26208,33500
63781299423982,88,25461,33668
63781299423984,86,25662,33912
63781299423987,87,24832,34032
63781299423989,86,24712,34016
63781299423992,87,24488,34362
63781299423994,88,24228,34584
63781299423997,89,24288,34920
63781299424004,87,23873,35410
63781299424018,87,23592,36244
63781299424024,85,23115,37094
63781299424059,88,22749,37612
63781299424062,85,22652,38090
63781299424064,85,22633,38304
63781299424066,87,22225,38724
63781299424070,85,22109,38560
63781299424085,86,21728,38537
63781299424092,87,21069,38248
63781299424112,85,21267,38264
63781299424112,84,21024,37904
63781299424143,85,20410,37896
63781299424163,84,20501,37560
63781299424165,86,20304,37252
63781299424168,87,19853,37232
63781299424170,86,19981,36884
63781299424173,87,19632,36594
63781299424184,84,19462,36128
63781299424194,84,19299,36128
63781299424204,83,18995,36312
63781299424218,86,18858,36238
63781299424221,84,18778,36212
63781299424248,85,18596,36000
63781299424248,85,18320,36192
63781299424251,84,18082,36113
63781299424266,84,17926,36260
63781299424270,85,17897,36308
63781299424285,84,17911,35928
63781299424289,84,17748,36224
63781299424304,84,17386,36396
63781299424310,86,17504,36305
63781299424328,86,17510,35870
63781299424331,87,17192,36016
63781299424347,84,17318,36060
63781299424353,84,17297,35902
63781299424359,85,17104,35877
63781299424375,87,16882,35560
63781299424381,83,16890,35304
